p_val,avg_logFC,pct.1,pct.2,p_val_adj,gene
2.3324287015211005e-36,-1.1989200247732548,0.398,0.607,5.4441218322204e-32,Gpr183
1.5946252959601026e-35,0.6398490821618745,0.684,0.419,3.7220149033004755e-31,Arpc5l
4.517909360470538e-35,1.1950833847310713,0.471,0.22,1.0545252238274283e-30,Mgat1
4.7906392693875875e-35,-1.3237105091840067,0.091,0.267,1.1181831118677569e-30,Tnfrsf1b
5.627649148849627e-35,-1.2355334285131416,0.29,0.504,1.3135495878329915e-30,Ppp1r15a
1.6092051672245661e-34,-1.147571760834043,0.161,0.367,3.75604578081886e-30,Got1
2.399585808937799e-34,-1.572386126734132,0.065,0.22,5.600873236641717e-30,Pmaip1
4.441001202878295e-34,-0.8644698439414213,0.273,0.504,1.0365740907638228e-29,Dennd4a
6.60383086896593e-34,2.1273280050156824,0.282,0.059,1.5414001631253377e-29,Akap12
2.6435234285745195e-33,-1.3588239598962746,0.037,0.163,6.170248034635786e-29,Zbtb10
2.8871146239188836e-32,1.3726081171043236,0.29,0.065,6.738814243689066e-28,BC035044
9.53200338089902e-31,-1.3558106251873001,0.086,0.245,2.2248649091356403e-26,Plcxd2
3.560248576536814e-30,-0.44462447915636627,0.974,0.994,8.309976202494578e-26,Eif1
3.715768776801103e-30,0.8636216997630166,0.544,0.287,8.672975901931455e-26,Chst3
5.872192774848894e-30,1.6282994585389847,0.301,0.527,1.3706285155774802e-25,Lyz2
6.350060419385865e-30,1.2422383820212832,0.262,0.052,1.4821676024888548e-25,Hist1h4m
7.10916155822378e-30,-1.458181432088295,0.084,0.237,1.6593493993050123e-25,Arl5b
1.3625405581834925e-29,2.003462092313075,0.279,0.071,3.18030591685609e-25,Hist1h1d
2.5582819654432094e-29,1.312343917965976,0.496,0.282,5.971285935540995e-25,Marcks
3.2456991346911366e-29,-1.228033508549574,0.185,0.378,7.575786350282582e-25,Insig1
7.523105707107309e-29,1.4943946026597534,0.371,0.151,1.755968103095917e-24,Pafah1b3
1.2078701037824802e-28,-1.0568110113681604,0.437,0.616,2.819289609238687e-24,Tuba1a
2.111090353882935e-28,3.353894948150365,0.192,0.017,4.927495994998159e-24,Myb
2.8809626856800283e-28,2.338688493535339,0.237,0.046,6.724455004645754e-24,E2f2
4.4055014611167165e-28,0.5956097254765975,0.869,0.735,1.0282880960392529e-23,Ptpn6
1.463702679958737e-27,-0.3414554049761893,0.795,0.949,3.416428425291688e-23,H2-DMb2
2.7959923165403344e-27,-1.7941273481608784,0.153,0.319,6.526125666036794e-23,Plk2
3.0316773329481003e-27,-1.0377768642310166,0.307,0.495,7.076238062834161e-23,Arid5a
3.865094390059646e-27,-1.3946535423035575,0.71,0.804,9.02151681583822e-23,Fos
5.2941365541410694e-27,-2.486709284153691,0.032,0.136,1.235704413102067e-22,Grasp
6.0295855958625615e-27,0.4699524520439189,0.957,0.894,1.4073655739302806e-22,Serinc3
9.96748439092093e-27,0.8803051980402117,0.661,0.441,2.326510531684854e-22,Atp2a3
1.5114385813810772e-26,1.3993998779517165,0.537,0.339,3.527848792801572e-22,Ccnd3
1.7177817182659424e-26,-1.3891436139902673,0.263,0.445,4.009474308604536e-22,Gem
4.2519120984874864e-26,-0.8177113616731067,0.419,0.612,9.924388029079643e-22,Kras
4.421112826057448e-26,1.5255423081912198,0.266,0.071,1.0319319447300689e-21,B3gnt8
4.804119953248028e-26,1.2856928590739143,0.247,0.059,1.1213296382876222e-21,Atp1b1
4.8060642020765703e-26,1.3147754489421923,0.327,0.125,1.1217834454066923e-21,Dusp6
5.779770847172848e-26,-0.33726841717602607,0.98,0.989,1.3490563134386144e-21,Ftl1
8.075353725980825e-26,-0.7475742887027179,0.623,0.767,1.8848683131811845e-21,Fam107b
9.120909904222847e-26,0.5380229047620118,0.846,0.695,2.1289115807446547e-21,Arglu1
1.0081506407951519e-25,-1.1366016969734307,0.261,0.439,2.353124410679964e-21,9430023L20Rik
4.0484578632706836e-25,0.7835770675651701,0.492,0.262,9.449505498660102e-21,Tnfrsf13b
4.285482347391813e-25,1.0975931098671572,0.207,0.034,1.0002744347047231e-20,Hist1h4n
6.655044529114833e-25,0.6290190745475464,0.794,0.655,1.5533539435406934e-20,Hnrnpu
1.2747684747032821e-24,-0.6278897943827539,0.233,0.43,2.975437096804931e-20,Stat4
1.3036440223068083e-24,-0.8628767908449797,0.916,0.94,3.0428355124663216e-20,Jund
1.4784023395082209e-24,-1.007821370894539,0.535,0.666,3.4507389006461383e-20,Atf4
3.0918512582780495e-24,-0.9989244213354107,0.143,0.314,7.216690021946795e-20,Gm6377
4.123796648146715e-24,0.776075600957443,0.386,0.174,9.625353756439249e-20,Pycard
4.374322460843328e-24,0.784691498772986,0.451,0.242,1.0210106055854412e-19,Srsf1
4.451423548244291e-24,-1.057445762444511,0.205,0.379,1.0390067703957e-19,Cd86
4.85076581099409e-24,0.6734227236066799,0.622,0.399,1.1322172479441304e-19,Arhgap30
9.018685661086262e-24,0.4064623463662542,0.631,0.427,2.1050514201541446e-19,Comt
9.986480827118647e-24,0.7350612142174269,0.645,0.478,2.3309444898577636e-19,Chchd10
1.096820541603165e-23,1.2078329085660129,0.274,0.088,2.5600888261559474e-19,Bcl7a
1.3539078637467907e-23,-1.4708680468172224,0.101,0.243,3.1601563447713843e-19,Coq10b
1.959838473203589e-23,1.4831619495557327,0.266,0.085,4.574458980304497e-19,Fam53b
4.97456088331972e-23,0.7536470839167659,0.594,0.373,1.1611122557756558e-18,Bcl11a
5.724868952819932e-23,1.9307129946377781,0.244,0.072,1.3362416622777002e-18,Sox4
6.883412179427659e-23,2.8508477541114328,0.155,0.012,1.6066572368002098e-18,Cplx2
6.949737617392347e-23,1.9472417774506474,0.246,0.074,1.6221382572755476e-18,Tifa
1.2305424144187557e-22,-0.8626701397025238,0.343,0.508,2.872209049494818e-18,Bri3
1.2685562036193155e-22,0.8851650312527051,0.507,0.305,2.9609370348678444e-18,Fam111a
1.4346410098061758e-22,-0.6013851327055866,0.355,0.562,3.348595580988595e-18,Tcp11l2
1.8547282385802828e-22,1.6746823012965946,0.262,0.086,4.329121181670238e-18,Myl4
1.8692752083154167e-22,-0.25371450542619023,0.999,1,4.3630752637290144e-18,Rps27
3.7301932818225624e-22,3.84270966158134,0.135,0.003,8.706644139102043e-18,Il7r
7.037985692515633e-22,-1.458915810440144,0.11,0.247,1.6427362404900738e-17,Gadd45a
7.806248076798238e-22,2.2385486550637355,0.148,0.011,1.8220563636054768e-17,Hist1h2an
8.647669789063338e-22,1.3590500401169665,0.272,0.099,2.0184526054652738e-17,Xrcc6
1.2087512641845838e-21,-0.2816725928003825,0.271,0.453,2.821346325733237e-17,Nfkbid
1.260520144550848e-21,0.9917618601436349,0.458,0.265,2.9421800693961347e-17,Lrmp
2.0656193116944487e-21,1.2175558581868215,0.265,0.092,4.8213620354260127e-17,Cecr2
2.243266655425483e-21,0.5330996326872146,0.863,0.792,5.2360087004286197e-17,Psap
2.7659653250400545e-21,0.6238218388439041,0.61,0.414,6.456039665175992e-17,Sash3
6.4543458430263384e-21,1.0754487737096858,0.292,0.112,1.5065088632207776e-16,Sh2d3c
1.0416373436733021e-20,0.5518480560118757,0.664,0.459,2.4312857238678547e-16,Siglecg
1.0639012240946984e-20,-1.435695017617575,0.148,0.29,2.483251847159436e-16,Sertad1
1.0678622326819415e-20,1.1845604543110888,0.216,0.057,2.4924972373029194e-16,0610039K10Rik
1.1186580541993455e-20,0.49502172231666286,0.758,0.67,2.611059764306692e-16,Ltb
1.208075557736233e-20,-0.4379558644391086,0.442,0.626,2.819769159312141e-16,Dcn
1.2438929954171072e-20,0.8289082595215413,0.469,0.273,2.90337064060307e-16,Kcnq1ot1
1.2782153650459502e-20,0.5958078156167383,0.544,0.345,2.983482483553752e-16,Atrx
1.3315264392965386e-20,-0.5754276939808793,0.831,0.878,3.107915861962051e-16,Tsc22d3
1.5353476082953062e-20,2.7402423515905854,0.148,0.015,3.5836548525220743e-16,Hist1h2ac
1.643148996038676e-20,0.6702635257472798,0.569,0.367,3.8352740716538736e-16,Strbp
2.058457175841042e-20,-0.659111006632692,0.52,0.655,4.804644894130576e-16,Selk
2.2995630366984623e-20,-0.5840936676140212,0.24,0.418,5.367410083957881e-16,A530032D15Rik
2.4429514205977053e-20,1.6432821507973898,0.201,0.049,5.702092910817104e-16,Arid3a
2.7198071708984006e-20,1.0879151281813089,0.326,0.153,6.348301917593957e-16,Maz
3.700795824759737e-20,1.668033480248017,0.406,0.233,8.6380275345717015e-16,Hist1h2ao
4.1510966997490196e-20,1.9861001796841113,0.165,0.026,9.689074806884187e-16,Hist1h2bg
4.742354924093305e-20,0.5833805320346857,0.598,0.39,1.1069130628326182e-15,Swap70
5.1176844006791815e-20,-0.563467759482295,0.424,0.607,1.1945187159625278e-15,C130026I21Rik
6.042827878303735e-20,0.7140508278093591,0.327,0.143,1.4104564550748748e-15,Hes6
6.707677576249567e-20,0.5995597030458621,0.48,0.294,1.5656390230724114e-15,Hnrnpa3
6.798360961796892e-20,0.9243958707546014,0.486,0.302,1.5868054320930125e-15,Tsc22d4
1.0613928649343161e-19,1.3018720010359583,0.323,0.156,2.477397086043187e-15,Elof1
1.291178486129991e-19,-2.2954591569429863,0.063,0.168,3.0137397044760118e-15,Gla
1.979617315128667e-19,0.6399185447087774,0.819,0.706,4.620624775241822e-15,Ucp2
2.440698535858003e-19,0.6690019213615281,0.336,0.157,5.696834452546165e-15,Dpp4
2.540446807206944e-19,0.8004451054396773,0.484,0.302,5.929656892701728e-15,Mta2
2.9605169426415553e-19,0.689443533440941,0.545,0.341,6.910142595819654e-15,Ppp1r18
4.965376077727391e-19,2.7168351187063617,0.128,0.009,1.1589684303023503e-14,Hist1h1a
5.018362778455189e-19,-1.2232857888629787,0.206,0.353,1.1713360561192255e-14,Dnajb9
5.778512437447538e-19,1.1996887036251656,0.174,0.035,1.3487625880246298e-14,Hist1h2ai
6.125894509291981e-19,0.45294128768558295,0.558,0.351,1.429845037413841e-14,Slc12a6
6.724883496643894e-19,0.916615969547455,0.484,0.316,1.5696550569516513e-14,Rnase6
7.648849978308104e-19,2.284532567941325,0.203,0.06,1.7853180734368946e-14,Ezh2
8.702180848644924e-19,0.6410217876125861,0.44,0.243,2.0311760318822116e-14,Rgs19
1.6536511769160543e-18,1.296395882084539,0.145,0.02,3.859787212039762e-14,1190002F15Rik
1.7140545213690333e-18,-0.34015345431158384,0.896,0.945,4.00077465832746e-14,Cnbp
1.787152105932777e-18,0.3851155599110436,0.927,0.906,4.171391730457695e-14,Ly6d
1.8001261027484124e-18,0.33233346523301055,0.619,0.408,4.201674336425069e-14,Ikzf3
1.900466802536463e-18,-1.38832816362388,0.054,0.153,4.4358795638003584e-14,Ier5l
1.9028234821312105e-18,-1.1882116064274877,0.204,0.345,4.441380289642458e-14,Rilpl2
2.2364966282021115e-18,0.48143739424252363,0.587,0.387,5.2202067798865487e-14,Dnajc7
2.488996050176234e-18,2.773886041594886,0.148,0.023,5.809565680716347e-14,Hist1h1b
2.574258845060094e-18,2.9813219644696534,0.14,0.018,6.008577570254765e-14,2810417H13Rik
2.779080311791988e-18,0.7007788875834917,0.385,0.203,6.486651355753679e-14,Pold1
2.8869673622708954e-18,-1.1878785795748081,0.102,0.228,6.738470520276497e-14,Gcg
3.388228130737583e-18,-0.27571715303736255,0.99,0.994,7.908463279954593e-14,Rps7
3.4933034547267414e-18,0.4167977037541677,0.936,0.878,8.153719593677687e-14,Hnrnpa2b1
5.818136466381067e-18,0.5801177297001514,0.659,0.493,1.3580112326180049e-13,Wdr1
6.492237557102305e-18,0.7267675633123769,0.516,0.353,1.5153531682032488e-13,Ssrp1
7.644094333111591e-18,0.7882864077768135,0.393,0.217,1.7842080582915765e-13,Smarcb1
8.19341607719354e-18,0.6007521035196106,0.445,0.262,1.9124252465777441e-13,Pmf1
8.299281689235828e-18,0.9040041793089739,0.211,0.063,1.9371353390845346e-13,Hist1h4c
8.388135674987495e-18,0.5155341925655046,0.645,0.485,1.9578747478988312e-13,Sf3b2
8.635613933956657e-18,2.7008350231046645,0.153,0.029,2.0156386483248233e-13,Asf1b
9.209959534727959e-18,1.0137721016804826,0.273,0.114,2.149696655000853e-13,Polg2
1.0318401037524497e-17,0.9617367446448775,0.287,0.126,2.408417986168593e-13,Stambpl1
1.0466781837016145e-17,-0.9028101640818686,0.161,0.297,2.443051548577938e-13,Zfp295
1.1423878086145449e-17,-1.083425086024219,0.081,0.193,2.6664473840872093e-13,Traf1
1.2226346032709262e-17,0.7242850677073553,0.474,0.293,2.853751427494669e-13,Txndc5
1.497260814573094e-17,-1.202601722829682,0.203,0.347,3.494756467295059e-13,Dusp3
1.5070150772074686e-17,1.7826147056891244,0.133,0.017,3.5175238917099527e-13,Hist1h2ad
1.617246796867368e-17,2.418022555544903,0.136,0.018,3.7748157485681235e-13,Spc24
1.9440537169232345e-17,-1.5807852031134106,0.054,0.146,4.5376157806705215e-13,Socs3
1.9567180678266436e-17,1.963965433672741,0.144,0.023,4.567175642114169e-13,Serinc5
1.9996522945767763e-17,-0.7490253461063743,0.417,0.564,4.667388420771654e-13,H2-DMb1
2.0883221049687582e-17,1.2344819605659512,0.24,0.091,4.874352625207579e-13,Ddit4
2.4170047115000454e-17,1.3605079660571615,0.272,0.114,5.641530697112256e-13,Atp13a2
2.559558421744962e-17,1.0052927874087136,0.3,0.137,5.974265312194916e-13,Mbd3
2.887755848148392e-17,0.45960989808155084,0.388,0.213,6.740310925163162e-13,Clec2d
2.964983390955659e-17,-0.7862223135905483,0.141,0.287,6.920567732829603e-13,C1qb
3.1902809259076056e-17,1.1262996451807354,0.232,0.086,7.446434709160942e-13,Cdc42ep3
3.7375341416638463e-17,2.440148589461208,0.129,0.015,8.723778440057584e-13,Fbxo5
5.1096832722224956e-17,-1.1522840807879486,0.248,0.387,1.1926511725694526e-12,Odc1
6.285430355750435e-17,0.6017459529091003,0.47,0.294,1.467082299335709e-12,S1pr4
6.30699914631661e-17,0.9452177742031331,0.39,0.228,1.47211667074176e-12,Mtch1
6.662088030439194e-17,0.5268691625609394,0.51,0.313,1.5549979671848123e-12,Tnfaip8
6.999937582114451e-17,0.456122879603754,0.376,0.196,1.633855431041334e-12,Pnn
7.062876969087433e-17,-2.6428447068297047,0.029,0.102,1.6485461133546978e-12,Nr4a2
7.116506140343893e-17,-0.8044892133787851,0.381,0.529,1.661063698217668e-12,Skil
7.470607297689646e-17,2.9565404137895266,0.116,0.009,1.7437144493537403e-12,Cdc45
7.477716308227707e-17,3.046862187436688,0.161,0.039,1.745373763503429e-12,Top2a
7.818443155752167e-17,0.4300440495502995,0.616,0.428,1.8249028169841134e-12,Rbm25
7.924207502283988e-17,1.5194010486315945,0.182,0.051,1.849589273108106e-12,Zeb2
8.199110632885234e-17,-0.4008643280655466,0.598,0.757,1.9137544128217427e-12,Sp140
1.0077238763969363e-16,-2.3201906228551343,0.19,0.317,2.352128299898089e-12,Lmna
1.0561507881491415e-16,0.6362529808986377,0.446,0.267,2.465161554618911e-12,Sbk1
1.056399053625811e-16,-0.4298070160693017,0.267,0.439,2.4657410310680053e-12,Neurl3
1.1799001610227797e-16,2.36229119781148,0.123,0.014,2.75400496584327e-12,Ncaph
1.2960730851345058e-16,1.0009921653026512,0.255,0.106,3.02516418801245e-12,Klhl9
1.3819480576413325e-16,0.6543754061097671,0.492,0.327,3.2256049613406344e-12,Smarcd2
1.6561695914528126e-16,-0.41473803665602116,0.8,0.903,3.86566544341001e-12,Srsf2
1.7283700897921388e-16,2.2195880906559693,0.135,0.022,4.034188626583831e-12,Ddah2
1.9758700288520317e-16,0.760376659412981,0.344,0.171,4.611878234343527e-12,Ceacam1
2.2328651030832285e-16,0.32334222467184137,0.681,0.476,5.211730437106563e-12,Mndal
2.528330584108505e-16,-0.85970647505426,0.285,0.433,5.901376416367662e-12,Isy1
2.575614072557539e-16,0.39777128649992477,0.485,0.297,6.011740806756552e-12,Ndufb3
2.8721006026326584e-16,1.2548773162802842,0.218,0.08,6.703770016604888e-12,Zfp422
3.3579205692670777e-16,1.155373167062875,0.155,0.034,7.837722400726286e-12,Nmral1
3.4309741328781484e-16,-0.7683455196230469,0.153,0.287,8.008236723550887e-12,Bcl2a1b
3.6926738016002015e-16,1.6587404014173446,0.229,0.092,8.61906992031503e-12,Rrm1
3.923470219797871e-16,0.47420419160368343,0.683,0.495,9.15777184003021e-12,Csk
4.638357622418461e-16,2.918320611913337,0.106,0.006,1.082639052648693e-11,Neil3
4.810609019822943e-16,0.9864719941841686,0.244,0.1,1.122844251316873e-11,Xrcc1
4.819975146820442e-16,0.7419020714201303,0.317,0.157,1.1250303990193594e-11,Fbxl5
5.010087430160854e-16,-0.5673440933322444,0.428,0.586,1.169404507073845e-11,Trim25
5.27481170491361e-16,1.002351221837893,0.126,0.017,1.2311938000438856e-11,Zfpm1
5.920838843965337e-16,2.0181810868803383,0.114,0.011,1.3819829945699492e-11,Clspn
5.932591797965353e-16,-0.6518047509981386,0.626,0.757,1.3847262515630929e-11,Apoe
6.048647636164098e-16,0.7058120540642019,0.505,0.333,1.4118148447570622e-11,Ptprj
6.440578802689599e-16,1.876958227678679,0.125,0.017,1.5032954983357793e-11,Fam33a
7.170065634427744e-16,0.8734788575369548,0.146,0.029,1.6735650197317797e-11,Il12a
7.434167496520516e-16,0.5644738046771494,0.406,0.234,1.7352090353628534e-11,Icam2
7.707190583675507e-16,0.8751235987882877,0.326,0.168,1.7989353541357e-11,Raver1
8.221994856377348e-16,-0.28114600091330466,0.955,0.96,1.9190958194270366e-11,Rpl6
9.011000713950366e-16,2.5801804642806685,0.127,0.02,2.103257676643155e-11,Birc5
9.744470646688626e-16,3.108443847525436,0.119,0.015,2.2744568936435924e-11,Bub1b
1.0489882806287766e-15,2.273364998229916,0.163,0.045,2.4484435458156274e-11,Uhrf1
1.226759535538721e-15,0.8932311333339475,0.517,0.378,2.8633794319009284e-11,Lgals9
1.243861254639567e-15,1.6060929295074806,0.112,0.011,2.9032965544542133e-11,Hist1h2ak
1.392670787230689e-15,2.0898364470464204,0.134,0.025,3.250632884475151e-11,Casc5
1.4978948774761217e-15,-1.0805043647807357,0.035,0.109,3.4962364335170155e-11,2210403K04Rik
1.6173293420944355e-15,-1.1365133153870381,0.291,0.428,3.775008417382622e-11,Myc
1.7809834666899004e-15,-0.5902495917429693,0.505,0.636,4.1569935096008966e-11,Cd2
1.86601148195938e-15,0.41189849684790136,0.756,0.621,4.355457400041389e-11,Pou2af1
2.0498535758842895e-15,0.2765453607446524,0.944,0.881,4.7845632314715204e-11,Rac2
2.049862735501639e-15,2.3870678851522453,0.234,0.1,4.784584610934376e-11,Hist1h2ae
2.2689818549107807e-15,1.3658067087513288,0.24,0.1,5.2960305475472533e-11,Arid2
2.2940843327896394e-15,1.3406944038448314,0.132,0.023,5.354622241164297e-11,Ccdc34
2.3018615286770925e-15,0.350181128444774,0.851,0.723,5.3727749940852016e-11,Syk
2.337330986238355e-15,3.0726923339787007,0.11,0.011,5.455564254978944e-11,Pbk
2.5580067860836284e-15,0.6711969718859234,0.314,0.157,5.970643639397797e-11,Nr2c2
2.6101256261638488e-15,1.402050617980747,0.19,0.063,6.09229422402904e-11,Arntl
2.6384600981297515e-15,2.5892032210867315,0.13,0.023,6.158429715044653e-11,Ncapd3
2.730989337718212e-15,0.8775103447875079,0.348,0.191,6.374402213168078e-11,Rhof
2.734022767183579e-15,2.8908672545135303,0.115,0.014,6.381482540883192e-11,Kif11
2.7718966860160104e-15,2.37072970622473,0.127,0.022,6.46988405482997e-11,Kif22
3.038292610514092e-15,0.5278146620699067,0.571,0.413,7.091678782200941e-11,Pgls
3.3849936549819047e-15,-0.2517759042180483,0.998,1,7.900913690093264e-11,Tmsb4x
3.390248768165342e-15,0.5508557657327904,0.483,0.31,7.913179649774724e-11,Ttpal
3.458194354734078e-15,0.644277952364265,0.307,0.149,8.071771443384812e-11,Gpd1l
3.519641705626312e-15,0.52235571510841,0.497,0.331,8.215195705102375e-11,Tcof1
3.98382267079124e-15,0.6640145877172907,0.459,0.29,9.298640495893832e-11,B3gnt2
4.100385141643915e-15,0.7630399330502302,0.261,0.12,9.570708959111061e-11,Hist2h2aa1
4.1185505656344246e-15,2.687639497957343,0.108,0.011,9.61310887524731e-11,Fignl1
4.592478731965783e-15,1.030269316831185,0.151,0.037,1.0719304608281335e-10,Ncapd2
4.7917557170933406e-15,1.3560150595877927,0.113,0.014,1.1184437019267566e-10,Hist1h2ag
5.265878250517115e-15,2.38079886874468,0.106,0.009,1.2291086424531998e-10,Cdca2
5.466561497283395e-15,0.5997240203149072,0.495,0.328,1.2759501190809172e-10,Ddx54
5.6817810841754285e-15,2.124566895016108,0.123,0.02,1.3261845228573867e-10,Prc1
5.707439391597818e-15,-1.2242052069634775,0.128,0.242,1.3321734283928465e-10,Ets2
5.9312337664086224e-15,3.0354342179662908,0.102,0.008,1.3844092734174366e-10,Shcbp1
6.283384914361973e-15,1.6676697630371582,0.11,0.012,1.4666048728612282e-10,Hist1h2bj
6.382180812182718e-15,0.5624867182739512,0.531,0.356,1.4896648233715683e-10,Top2b
6.38549638672642e-15,2.1468030429658853,0.121,0.018,1.4904387116258137e-10,Nusap1
6.391799621079726e-15,-0.5392939795476618,0.143,0.271,1.4919099495562188e-10,S100a8
6.755516455794229e-15,1.2956471403008214,0.154,0.04,1.576805095946931e-10,Lef1
6.838916843756792e-15,2.835363900143335,0.126,0.023,1.596271580501273e-10,Cdca3
6.882107908871221e-15,3.367235281487427,0.109,0.012,1.6063528070096318e-10,Cenpf
6.898027803339085e-15,0.49265168462513564,0.605,0.447,1.610068669577376e-10,Ywhab
7.062603756443965e-15,1.0263241710095232,0.167,0.046,1.648482342791586e-10,Hist2h3b
