p_val,avg_logFC,pct.1,pct.2,p_val_adj,gene
5.874798921409631e-20,3.5198769241445595,1,0.047,1.371236816246222e-15,Dnase1l1
6.641680743287926e-20,1.926152006850994,1,0.044,1.5502347022908348e-15,Dtwd2
6.832796954886726e-20,2.6383876429685555,1,0.045,1.5948431372401107e-15,Cmtm3
7.578281458681684e-20,3.620189113640536,1,0.048,1.7688466752708918e-15,Selm
7.964302516048173e-20,1.7358467440897678,1,0.046,1.858947850270804e-15,Sept10
8.224027528414465e-20,2.824675766923322,1,0.047,1.9195702654072204e-15,St3gal5
8.618848973157687e-20,2.363290252850112,1,0.049,2.0117255388247358e-15,Fn1
9.376784970868886e-20,7.017171975934259,1,0.05,2.1886353800505065e-15,Cd14
1.0622176152067991e-19,0.740418149015396,1,0.044,2.47932213565419e-15,Abcg3
1.206520185728768e-19,1.8848968717658054,1,0.046,2.8161387655095172e-15,Ptpn4
1.223823386915642e-19,1.131234251024479,1,0.045,2.8565261673998003e-15,Ipcef1
1.2406021699063316e-19,3.0216629096298737,1,0.048,2.8956895247783687e-15,Ttyh2
1.284233861234859e-19,0.476001968440785,1,0.044,2.9975302555082844e-15,Ampd3
1.291901566768891e-19,2.791881069202873,1,0.049,3.0154274469952685e-15,Hmox1
1.3131966574671466e-19,0.9434512870718126,1,0.044,3.0651323181940668e-15,Scrn2
1.341154181995897e-19,0.3738836740690312,0.5,0.011,3.130387976196623e-15,Gm14634
1.5338179516570125e-19,3.402973971007615,1,0.049,3.580084480962633e-15,Tmem204
1.6388442490058192e-19,1.432745577249218,1,0.046,3.825226361604482e-15,Tpk1
1.849744990941016e-19,2.0537482841735932,1,0.046,4.317489783355425e-15,Slc37a3
1.8680654350916167e-19,1.2440182244228306,1,0.046,4.360251532047343e-15,4930444A02Rik
1.924164907270808e-19,3.7849575478492525,1,0.05,4.4911933100607925e-15,Adam15
2.063128688930701e-19,5.490691175712679,1,0.051,4.815548672833149e-15,Sdpr
2.2073182564896023e-19,2.390343526871998,1,0.047,5.152101542472381e-15,Tctex1d2
2.5079091135432647e-19,2.126441248764321,1,0.048,5.853710661921334e-15,Ctla2a
2.557055079005824e-19,1.8040711276403836,1,0.048,5.968422259907494e-15,Acp2
2.576559321819358e-19,0.29960179539855536,0.25,0.003,6.013947113058563e-15,Ccbe1
2.725202115868081e-19,0.6896007121062253,1,0.044,6.360894258647688e-15,Abcb4
2.729787462727281e-19,1.2345311198078646,0.5,0.012,6.371596916751747e-15,Btbd3
2.927318601622486e-19,2.1936323105234607,1,0.046,6.832654348047044e-15,Pcbp3
3.285662374474315e-19,3.4100963998228604,1,0.051,7.669064548260499e-15,Prkcdbp
3.2968430017339067e-19,1.1404247564058596,1,0.046,7.695161250347111e-15,Stx11
3.5350265661155386e-19,1.0970667274749122,1,0.044,8.251105507970279e-15,Zfp94
3.662146011964089e-19,0.6534674035110006,1,0.046,8.547815006525381e-15,Clec12a
3.7253864050046097e-19,2.229487485913609,1,0.047,8.695424407921259e-15,2700097O09Rik
4.1037874471344895e-19,2.281085265529222,1,0.047,9.578650280356613e-15,Rg9mtd3
4.662003126357448e-19,3.6138523350593807,1,0.051,1.0881581497230918e-14,Sirpa
4.702076961138227e-19,2.0648126275578775,0.75,0.027,1.0975117834992737e-14,Cttn
4.8691889881259825e-19,2.151658196868645,1,0.047,1.1365174017184856e-14,Ubox5
4.940981190226623e-19,1.0994639749241166,1,0.045,1.1532744196107961e-14,Mettl13
5.002252779256684e-19,3.221211083696674,1,0.05,1.1675758212063026e-14,Plod1
5.223162574057982e-19,3.013585270871312,1,0.051,1.2191383764108736e-14,Plxdc2
5.285112546043607e-19,-0.32323356493551536,1,0.046,1.2335981193720384e-14,Serpinb9
5.295105315527605e-19,1.490129476809416,1,0.046,1.2359305316972982e-14,Pcgf1
5.724186908096187e-19,4.121662727419077,1,0.051,1.336082466218731e-14,Il11ra1
5.754998306190377e-19,0.8163532860919298,0.75,0.026,1.343274154647896e-14,BC037032
6.3612766228240505e-19,2.7427474088349117,1,0.049,1.4847855765333617e-14,Ldlr
6.897813240690207e-19,1.4365528123651845,0.75,0.027,1.6100185885095013e-14,Ptprb
7.455237914593689e-19,1.305554048162866,1,0.047,1.740127081645313e-14,Rgl1
7.765999469699334e-19,4.908707008091307,1,0.052,1.8126619362225216e-14,Slc9a3r2
1.001592900905754e-18,2.9742081349032117,1,0.052,2.3378179900041204e-14,Htra1
1.078090183659317e-18,3.503654553434751,1,0.052,2.516370297679212e-14,Nfix
1.142333068108088e-18,4.163709027658667,1,0.053,2.6663196142710885e-14,Efemp1
1.1686777955596086e-18,2.827607255634937,1,0.051,2.7278108426156824e-14,Rbp1
1.1929623933544737e-18,2.16523621751628,1,0.05,2.784493522328677e-14,Egfl7
1.2663507469715466e-18,6.165803312631929,1,0.053,2.955789278506287e-14,Fcgr3
1.3112720218872764e-18,1.411644848100043,1,0.047,3.060640026287092e-14,Mbtps2
1.3489837529444108e-18,3.402243925657783,1,0.052,3.148662977747549e-14,S100a1
1.4891020901720787e-18,0.5757091023612915,0.75,0.026,3.475713188670649e-14,Snhg10
1.6051215209288744e-18,3.707022190589181,1,0.051,3.7465141420000856e-14,Fyb
1.649288742418588e-18,2.130145750573715,1,0.048,3.849604853679226e-14,Pex12
1.7198610638685372e-18,2.6250162559408112,1,0.05,4.0143277091755526e-14,Slc12a9
1.9210639455027014e-18,2.267401972037511,1,0.049,4.483955355197855e-14,Myof
2.004921613786156e-18,0.5037004843984751,0.5,0.012,4.679687538738266e-14,Lrrc32
2.153300976730693e-18,3.0706325345816725,0.75,0.028,5.026019809787111e-14,9430020K01Rik
2.4487731888146867e-18,0.25997577373665726,0.5,0.012,5.71568150001236e-14,Creb3l1
2.5868604883999353e-18,1.8119450233958814,1,0.05,6.037991065974289e-14,2210403K04Rik
2.633799019066035e-18,2.50966087453714,1,0.05,6.147550290402032e-14,Ubtd1
2.776849024902392e-18,2.4461317349811518,1,0.051,6.481443309024673e-14,Kif3a
3.3411535116793657e-18,1.1571871283219615,1,0.048,7.798586411610807e-14,Rnmtl1
3.406662152750819e-18,2.4814632343586296,1,0.053,7.951490130735686e-14,Emp1
4.661969430951172e-18,3.463753467207355,1,0.055,1.088150284878313e-13,Esam
4.931130755338942e-18,2.471854574860277,1,0.051,1.1509752296036625e-13,Zfp568
4.938303505141494e-18,1.905114067925353,0.75,0.028,1.152649421135076e-13,Thra
4.9781900209402246e-18,0.8932020455199798,0.25,0.003,1.161959332787658e-13,Palm2
5.425759170693613e-18,1.1113357644654567,1,0.048,1.2664264480315962e-13,Igf2bp3
5.520718078897054e-18,1.572045456112399,1,0.05,1.2885908067953615e-13,Acss2
5.589512202272733e-18,0.46872066815900376,0.25,0.003,1.3046480431324786e-13,4931408A02Rik
5.733113749411052e-18,4.908087273027029,1,0.055,1.3381660802500337e-13,Tgfbi
6.0376399537197115e-18,0.4615742411436743,0.25,0.003,1.409245541597718e-13,Fgd1
6.205702088089114e-18,2.4667077337756833,1,0.05,1.4484729243808803e-13,Fam92a
6.260308355646014e-18,2.136238319152235,1,0.052,1.4612185732913362e-13,Mettl7a1
6.274821346740504e-18,0.4948855778871624,0.25,0.003,1.464606050542701e-13,Rerg
7.263015241842919e-18,4.80526018615036,1,0.056,1.6952603875985557e-13,Sod3
7.296420813003508e-18,2.1554587429103997,1,0.051,1.703057581963149e-13,AI597479
7.534863420537298e-18,4.49034426320735,1,0.055,1.758712470987611e-13,Pgcp
7.572979497166696e-18,0.8536230861933094,1,0.052,1.7676091444336787e-13,Cask
7.834630126265248e-18,4.230751308632509,1,0.056,1.8286810177715715e-13,Smoc2
8.307171304315752e-18,0.4939833942276477,0.75,0.028,1.9389768541403395e-13,2810021J22Rik
8.320346510121768e-18,2.0090124718690725,1,0.052,1.942052078927522e-13,Vps26b
8.495531967349935e-18,1.834566309790565,1,0.051,1.9829421164991484e-13,Tmem86a
1.1438698289990735e-17,5.357141482699651,1,0.057,2.6699065678667374e-13,Ogn
1.159865822930157e-17,2.38313177273369,1,0.056,2.7072428173012794e-13,Tinagl1
1.2590338588839416e-17,5.32999330219043,1,0.057,2.938710930021008e-13,Mfap4
1.4092168672788907e-17,0.6111533766475785,0.75,0.028,3.2892530899156585e-13,Ddx60
1.4104546868315564e-17,1.153612127171195,1,0.053,3.292142284533536e-13,Fosl2
1.4898976230161056e-17,0.985732931160578,1,0.051,3.4775700418818923e-13,Nfil3
1.8692371953133908e-17,1.8849218805548686,1,0.054,4.3629865375809856e-13,Laptm4b
2.3401213361716637e-17,2.7937137919676327,1,0.053,5.462077210758281e-13,A630089N07Rik
2.4573444897547778e-17,4.1797418444938375,1,0.057,5.735687773536627e-13,Alox5ap
2.6307929879239912e-17,3.294677805980964,1,0.056,6.140533913113388e-13,Mpeg1
2.9505502811705013e-17,2.4134866045442394,1,0.054,6.886879411280067e-13,Fes
3.090059389897811e-17,4.6792439109918496,1,0.058,7.212507621960481e-13,Rgs1
3.1961958327590553e-17,1.1263942690398645,1,0.05,7.460240693242912e-13,Tubd1
3.5959405378313857e-17,3.8506228239291684,1,0.058,8.393284809352237e-13,Lhfp
3.8086528218936037e-17,1.32199196541356,1,0.05,8.88977655158186e-13,Klhl36
4.037198480772939e-17,3.6337254734658013,1,0.057,9.423224973972116e-13,Ccnd1
4.613245109933549e-17,1.718417956749724,1,0.053,1.0767775411095898e-12,Dtwd1
4.6227646176795785e-17,3.519735069066948,1,0.059,1.0789994894125905e-12,Col6a2
4.94419361224761e-17,1.2459121778043087,1,0.052,1.1540242310347145e-12,Hlcs
6.017411047960829e-17,1.3392404127231514,1,0.053,1.404523912704537e-12,Tmem65
7.064683374172681e-17,2.504471547832738,1,0.055,1.6489677463656456e-12,Acer3
7.799096751835291e-17,1.1879990540229834,0.5,0.014,1.820387172845875e-12,Rgs5
7.94657899606745e-17,2.3847074141499855,0.75,0.031,1.8548110034721036e-12,Ncam1
8.05082571236595e-17,2.3503340095023915,1,0.053,1.8791432295233365e-12,Creld1
8.117847002980187e-17,0.4120676002035436,0.25,0.003,1.8947866689656055e-12,Wtip
8.40288439283444e-17,1.5102309458542027,1,0.053,1.9613172461314867e-12,Tmcc3
8.414299231484753e-17,0.37816501183690293,0.25,0.003,1.963981583620856e-12,Gpr20
8.565895011891511e-17,1.9534376203326944,0.75,0.031,1.9993655547255977e-12,Pbx1
9.339176187327751e-17,2.0121071278550704,0.5,0.014,2.1798571138841703e-12,Sema6a
9.369207061640224e-17,0.4377416699625979,0.25,0.003,2.1868666202574448e-12,Klrg2
9.369207061640224e-17,0.3880417901267151,0.25,0.003,2.1868666202574448e-12,Flywch2
9.369207061640224e-17,0.34304719773651526,0.25,0.003,2.1868666202574448e-12,Eno2
9.403970837180497e-17,1.3230192273569434,1,0.053,2.1949808331063e-12,Slc24a6
9.75804408287185e-17,2.060007438124311,1,0.055,2.2776250693831188e-12,Nlrc4
1.0703749856601704e-16,2.3291466271554535,1,0.057,2.498362254029404e-12,Mmp14
1.0713521960190002e-16,0.4952256379451634,0.5,0.013,2.5006431607279484e-12,Fam82a1
1.1039719681904514e-16,1.6852485146457532,1,0.053,2.5767809709533327e-12,6230427J02Rik
1.1393406487928707e-16,1.7252728966245723,1,0.055,2.6593350083474392e-12,Sgcb
1.1539406585507914e-16,4.96675836420285,1,0.06,2.6934128911234025e-12,Mgll
1.3690087468042617e-16,3.1150010309538567,1,0.059,3.195403315915827e-12,Ppm1h
1.4596522093102518e-16,4.483574225016797,1,0.061,3.4069742217510587e-12,Mfap5
1.5480051933950624e-16,-0.6425429508906932,1,0.051,3.6131989219034152e-12,1700106N22Rik
1.6525599981615626e-16,1.4663330165581163,0.5,0.014,3.857240291708904e-12,Tns4
1.6694898783114842e-16,2.0605541385998545,0.75,0.031,3.896756324966835e-12,Deptor
1.7240048864711201e-16,0.7461908761950133,1,0.052,4.023999805512242e-12,Vmac
1.9221768500126565e-16,1.0070719932548113,0.75,0.03,4.486552985614542e-12,Pira2
2.0892903017822848e-16,1.8710389402674013,1,0.054,4.876612493390031e-12,Nudt22
2.17521147039967e-16,0.7227056727812635,1,0.053,5.07716109305987e-12,Gpsm1
2.1811190045169876e-16,0.7709245549167769,1,0.052,5.090949868443101e-12,Tmem107
2.390275950183779e-16,0.6414387058369022,1,0.053,5.579143095323958e-12,Pfkfb4
2.4256423348311753e-16,0.48008088406805927,1,0.053,5.661691773729446e-12,Mmachc
2.45188553034247e-16,2.8074685635509975,1,0.059,5.722946016372359e-12,Lifr
2.518142988067459e-16,1.8524955253513213,0.75,0.032,5.877597548448255e-12,Cpd
2.55892113537124e-16,1.389549483499786,1,0.058,5.972777822070011e-12,Gja1
2.755663678328433e-16,1.2319471107726288,1,0.056,6.4319945915863956e-12,Afap1
2.8204437369870806e-16,2.435513675516166,0.75,0.031,6.583197726501545e-12,Zbtb8a
3.107908428758214e-16,-0.7209095420010381,1,0.053,7.2541690635645466e-12,Slc7a7
3.275117316259225e-16,4.1021273511160805,1,0.062,7.644451327880657e-12,Nfib
3.32169686034597e-16,0.9886187495904908,1,0.055,7.753172641733529e-12,Wdr13
3.5473331443330796e-16,1.811783596817683,1,0.056,8.279830292187841e-12,Akap17b
3.713086209607268e-16,0.5490820229753561,0.5,0.014,8.666714521844324e-12,Cdon
3.920197189899805e-16,1.1852228733527241,0.5,0.014,9.150132260945135e-12,Tnfaip2
4.0302544134653473e-16,4.043425992442415,1,0.063,9.407016826469468e-12,Pcolce
4.4221009846531905e-16,0.800636503764653,1,0.054,1.0321625908279013e-11,Mccc2
4.561075848781802e-16,4.933897672494656,1,0.063,1.0646007138641604e-11,Htra3
5.768930113612762e-16,3.137396763106816,1,0.062,1.3465259778183548e-11,Ppap2a
6.255641952735205e-16,1.7163615314117795,1,0.057,1.4601293881879242e-11,Gm9766
6.525318935305347e-16,1.0041211603225388,1,0.056,1.523074692689621e-11,Pgm3
6.725399069158905e-16,2.290344814705691,1,0.058,1.56977539673238e-11,Slc27a1
7.845869399868262e-16,2.4441682180265856,1,0.06,1.831304376623251e-11,Npc1
7.879771586767929e-16,2.0994436636353955,1,0.059,1.8392174860675022e-11,D830031N03Rik
8.270256917282042e-16,1.4082192738568273,0.25,0.004,1.9303606670628014e-11,Arhgef15
8.272791022276264e-16,1.892644288545428,1,0.058,1.930952152509503e-11,Smtn
9.137790909661669e-16,1.6812840731865708,1,0.057,2.1328517762241302e-11,Ticam1
9.220797634424238e-16,1.4703304296505935,1,0.056,2.1522263758509614e-11,Scfd2
1.0127718460567194e-15,1.657177040858023,1,0.056,2.3639107658809886e-11,Nhlrc3
1.045408974803318e-15,0.31639893610030045,0.25,0.004,2.4400890880884245e-11,Il34
1.080924984447721e-15,0.3610847746881157,0.25,0.004,2.5229870061994255e-11,Tbx2
1.0885576495445418e-15,3.888967449682384,1,0.064,2.540802409801915e-11,Phactr2
1.237512922105678e-15,2.882391539509118,0.5,0.015,2.888478911486863e-11,Gm14322
1.2464035903038324e-15,1.9927995330626889,1,0.058,2.9092306201281752e-11,Pard6a
1.4225146726525092e-15,1.3691978192623044,0.5,0.015,3.320291497438222e-11,Cmtm4
1.4830119076350765e-15,0.9922391685649794,1,0.058,3.4614980936110324e-11,Arhgap5
1.6441628054236392e-15,1.9693733231171628,1,0.064,3.8376404041393164e-11,Col6a1
1.6790297596327827e-15,0.8227834936970502,1,0.055,3.919023361958878e-11,Ebi3
1.7145928841167085e-15,2.125694155662703,1,0.06,4.0020312508168096e-11,Maf
1.8960389740361336e-15,5.278988946734222,1,0.066,4.4255445692977394e-11,Lpl
1.899349403498926e-15,3.2449850054126266,1,0.066,4.433271442706843e-11,Col1a1
1.8994903668873883e-15,1.9002104543990743,1,0.059,4.4336004653518533e-11,2810025M15Rik
2.2513145387079187e-15,3.4741081932872078,1,0.066,5.254793264798153e-11,Ltbp4
2.2608936910356388e-15,0.9124951219147848,1,0.058,5.2771519642462846e-11,Yipf2
2.4924748444861794e-15,2.3304929491918123,1,0.06,5.817685534515191e-11,Anln
2.5302600085003263e-15,2.618649048491677,1,0.066,5.905879885840612e-11,Mxra8
2.5701538326679314e-15,-0.3923579306101299,1,0.056,5.998996060830219e-11,Oaf
2.6119884161697986e-15,3.631173738003113,1,0.067,6.096642162181927e-11,Tspan7
2.736687772561114e-15,1.1618725024409855,0.75,0.032,6.387702929934896e-11,E130317F20Rik
2.7566202303913635e-15,2.87161726209141,0.75,0.034,6.434227279756482e-11,100043387
2.954711646819206e-15,1.1386524285532547,1,0.056,6.896592454840708e-11,Coq3
3.503861583738531e-15,0.771813677012009,1,0.058,8.178363322604106e-11,Plk1s1
3.867894712321321e-15,0.5210418407992061,1,0.056,9.028053048029195e-11,Gpatch3
4.2426159772460245e-15,0.75131687451681906,1,0.058,9.902689952489946e-11,Ulk1
4.256372244681774e-15,1.0654330356835247,0.5,0.015,9.934798456311729e-11,Nphp3
4.44285691091683e-15,2.030317816263998,0.75,0.034,1.0370072315770974e-10,Cpne2
4.7605955159888664e-15,3.423017903438232,1,0.067,1.1111705993869613e-10,Nrp1
5.2212322554700225e-15,0.25897116425193034,0.75,0.033,1.2186878207492578e-10,Trim32
5.2954994228484666e-15,1.1522761480338284,1,0.059,1.2360225202870606e-10,Renbp
5.483539079150129e-15,1.8675362265829603,1,0.062,1.2799128564644315e-10,Decr2
6.2359533589378415e-15,2.713867734119434,1,0.064,1.4555338735096816e-10,Znrf3
6.280994555135249e-15,0.8451599110847827,1,0.058,1.4660469391141185e-10,Zfp703
6.2878495304067295e-15,1.3589183478295803,1,0.06,1.4676469588922347e-10,Gpr137
6.897352197499985e-15,3.117571112051649,1,0.069,1.6099109764184714e-10,Cxcl12
7.061864465071574e-15,1.3099285217610444,1,0.06,1.6483097847923562e-10,Dpp7
7.065506305024711e-15,2.0486129180527195,1,0.062,1.6491598266558179e-10,Dhx33
7.340863481183368e-15,2.76606024672297,1,0.063,1.7134309451430098e-10,Spr
8.593648784956947e-15,1.8129582908119994,1,0.062,2.005843562896801e-10,5330426P16Rik
8.633042449341654e-15,1.045584483972053,0.75,0.034,2.0150384381008357e-10,Ubtd2
8.764119265566823e-15,2.9521361071581698,1,0.065,2.045633077775952e-10,Luzp1
9.502129932130428e-15,0.27136582734992487,1,0.059,2.2178921474585631e-10,Stx2
1.0189698842450623e-14,2.07056385973615,1,0.062,2.3783776068163997e-10,Tmem55a
1.045843353305179e-14,2.604212931352455,1,0.064,2.4411029709496184e-10,Spata24
1.07228814832107e-14,1.0958935589095535,1,0.06,2.502827766996209e-10,Pick1
1.2004569219687704e-14,2.0676047314410555,1,0.061,2.8019865015673073e-10,Gins3
1.3342141325463727e-14,1.8820434388406269,1,0.062,3.1141892067764884e-10,Rgs12
1.375116026895377e-14,0.9865531334675461,1,0.06,3.2096583183764994e-10,Adck1
1.4060149536566526e-14,2.1190508933148835,1,0.064,3.281779503329993e-10,Rpap2
1.5029520544806698e-14,0.497660390067177,1,0.058,3.508040390363331e-10,B3galt4
1.567863958246481e-14,2.2559820874907075,1,0.064,3.6595512649431113e-10,Asb7
1.621623020818833e-14,1.7703409096928024,1,0.066,3.785030292893238e-10,Dbndd2
1.804974607444897e-14,2.4546400619413222,1,0.066,4.212991231237134e-10,Abhd4
1.8178775948799735e-14,1.2451477059020277,1,0.061,4.243108094209346e-10,Zfyve16
1.940934322613777e-14,0.6491542202288201,0.75,0.035,4.5303348024128174e-10,Apbb2
1.968071281008378e-14,1.024567393654381,1,0.062,4.5936751770016555e-10,Abcc5
2.0491074943278132e-14,0.9521576739943303,1,0.062,4.782821802510549e-10,4930471M23Rik
2.074453683177628e-14,0.8672849539305596,0.5,0.016,4.841982341904901e-10,Tiam2
2.1485277483365088e-14,0.7912358919895486,0.5,0.016,5.014878617392246e-10,9030624G23Rik
2.211878513668952e-14,4.095853858570285,1,0.072,5.162745638754701e-10,Gas6
2.267985099665042e-14,0.4590820434392726,1,0.062,5.293704021128174e-10,BC017158
2.3930586001521464e-14,1.157156418862511,0.5,0.016,5.585638078615125e-10,Chst11
2.565807485928071e-14,2.2537832404662264,1,0.066,5.988851252904711e-10,Slc41a1
2.5777039520536635e-14,3.018214724147617,1,0.071,6.016618794488456e-10,Dst
2.7066163207705383e-14,1.8707467290256465,1,0.067,6.317513154310513e-10,Nid1
3.044170066526708e-14,1.4554649265095487,1,0.061,7.105397352279989e-10,Oas1a
3.1562121762497335e-14,0.6963940622999991,1,0.062,7.366914840584503e-10,Rnf215
3.335510224405149e-14,0.3473076622561928,1,0.061,7.785414414784058e-10,D11Wsu47e
3.3423893128392645e-14,0.903105822732087,1,0.06,7.801470895098127e-10,Spsb2
3.572011362809022e-14,1.7425607036562853,1,0.063,8.337431721932539e-10,Amn1
3.5784863448240607e-14,1.9843615643799404,1,0.066,8.35254497745384e-10,Aldh7a1
3.599003854094504e-14,2.6316063042072693,1,0.067,8.400434895841982e-10,Ntpcr
3.708141014253852e-14,0.4794983115964784,1,0.061,8.655171941369917e-10,Ddx31
3.718590023791446e-14,1.2920840743618807,0.5,0.016,8.679560974531613e-10,Afap1l1
4.000001038745504e-14,4.734736613447812,1,0.074,9.33640242453588e-10,Cav1
4.037770018162092e-14,0.7807928460183287,1,0.061,9.42455899939214e-10,1110034B05Rik
4.206051644174119e-14,0.47584687641281853,1,0.062,9.81734514266681e-10,Mlst8
4.364557290983598e-14,0.39297040433002906,1,0.061,1.0187313172884816e-9,Rhot2
4.368603309562283e-14,3.3817942841710305,1,0.074,1.0196756984849325e-9,Ndrg2
4.5552499948803745e-14,2.1668109848830164,1,0.066,1.0632409013050282e-9,Slc39a13
4.7775803797184465e-14,2.3806456498485904,1,0.067,1.1151350364300826e-9,Zscan22
4.9850516505786114e-14,0.7350292160620537,0.5,0.016,1.1635609057615536e-9,1190007F08Rik
5.120774084788697e-14,1.6683350999015136,1,0.067,1.1952398791305298e-9,St3gal2
5.4245354021199355e-14,0.33742218973782673,0.25,0.004,1.2661408082088142e-9,Ntf3
5.58689409576134e-14,0.40337637515267694,0.25,0.004,1.3040369508916544e-9,Dgkb
5.6536940781974793e-14,2.4713298149868095,1,0.072,1.3196287347920736e-9,Enpp2
5.771798045543274e-14,3.0963161473959167,1,0.071,1.3471953818102556e-9,Plod3
5.827238114884616e-14,0.7658562514907068,1,0.062,1.3601356483952182e-9,Elovl6
5.9260752159567e-14,0.31290150710915876,0.25,0.004,1.3832052161564534e-9,Ednra
5.933138476119728e-14,5.377853544395503,1,0.075,1.3848538517111058e-9,Gatm
5.954659287563695e-14,0.8931174149947934,1,0.064,1.389877024310242e-9,Rft1
6.078574168336124e-14,0.6606088420353551,1,0.062,1.4187999966313346e-9,Gm12250
7.156441796810321e-14,6.370691116511202,1,0.076,1.6703850797934971e-9,Ccl6
7.545201415974115e-14,1.5179795455312508,1,0.064,1.7611254625025182e-9,Ctbp2
7.676412137872918e-14,1.588857490489349,1,0.067,1.7917513571009179e-9,Crtap
7.736892852564905e-14,1.8191521023475024,1,0.065,1.8058681607171744e-9,Zfp319
8.228549997410383e-14,1.3152903244033665,1,0.066,1.9206258548955573e-9,Slc35a5
8.335500133907636e-14,1.334148578370666,0.75,0.037,1.945589086255381e-9,Fam176b
8.386822897784635e-14,4.10203641998551,1,0.076,1.9575683325719114e-9,Cd302
8.41008195539154e-14,1.3788771440105427,1,0.067,1.9629972292079392e-9,Zswim6
8.525656792443265e-14,0.5122040502300979,0.5,0.016,1.9899735519241824e-9,Mfsd12
9.085823866561222e-14,1.424090989729088,1,0.066,2.120722148694055e-9,Ankrd27
9.11812769851829e-14,0.26140870647427183,1,0.062,2.1282621861111537e-9,Sh3bp5l
9.455402763056541e-14,2.4432663185119643,1,0.07,2.2069855589250272e-9,Ralb
9.86074401612089e-14,0.8844679046531492,0.75,0.037,2.301596260802777e-9,5730507C01Rik
1.0096482276894471e-13,1.158529951214745,0.5,0.017,2.3566199282499385e-9,Scamp1
1.0339576093645124e-13,0.9270839121357195,1,0.065,2.4133604560177085e-9,Fam173b
1.1171411194914254e-13,0.7955719510880046,1,0.062,2.607519087004936e-9,2210404O07Rik
1.1194373022557575e-13,0.29370501553228134,0.75,0.036,2.6128786071951633e-9,Med12l
1.1850697653516284e-13,0.773254059273791,0.5,0.017,2.7660713393072357e-9,Lama4
1.299324729277452e-13,4.638254599369558,1,0.078,3.0327538506065007e-9,Fcrls
1.3185662377820037e-13,2.421322342312092,1,0.07,3.0776654556069747e-9,Cyb5r1
1.414843425313838e-13,1.888300126193853,1,0.073,3.3023860390250295e-9,Maged1
1.4860250037958313e-13,0.5650103071681785,0.5,0.017,3.4685309613598497e-9,Arhgap6
1.5290507566428993e-13,2.693145529199787,1,0.072,3.5689573710801913e-9,Gabarapl1
1.5593747096761563e-13,-0.5981104822820116,0.75,0.036,3.6397365098551165e-9,Armcx2
1.6184823751029826e-13,1.5113408173556708,1,0.066,3.777699711727872e-9,Macrod1
1.6706894273552716e-13,4.801132167823045,1,0.078,3.899556192389939e-9,F11r
1.7295148944464978e-13,1.7966619172298572,1,0.071,4.03686071512757e-9,Socs3
1.7991742914593286e-13,1.2570732638393807,1,0.067,4.199452713695219e-9,Alpl
1.8121521453580634e-13,1.2721575222109727,1,0.068,4.229744322480256e-9,Myo9a
1.8184047972143698e-13,1.2456764364140036,1,0.065,4.2443386371780605e-9,Lcmt1
2.1480202769489157e-13,1.071316135734502,0.75,0.038,5.013694128426464e-9,Vasn
2.2497108243319548e-13,0.6044896921790923,1,0.065,5.251050035073215e-9,Tmem101
2.4128702329390573e-13,1.8384385061464297,1,0.068,5.631880410703054e-9,Msto1
2.4977753121247204e-13,1.0851742172165286,1,0.065,5.83005735603031e-9,Dnalc4
2.7047092205106985e-13,1.6593889884496487,1,0.069,6.313061791594022e-9,Cep152
2.935486021124957e-13,0.5277406983723747,0.5,0.017,6.851717921907762e-9,Adamtsl4
3.1009227930098047e-13,-0.32094532839160017,1,0.064,7.237863891164185e-9,Alg14
3.3516340747353024e-13,1.3039641426388253,1,0.068,7.823049093839669e-9,Nfam1
3.5708039321127334e-13,1.8382619732209973,1,0.071,8.33461345794433e-9,Necap1
3.66555837761502e-13,2.8779381085834266,1,0.076,8.555779809191217e-9,Rnf149
4.3688177758557814e-13,1.615343127763528,0.75,0.039,1.019725757062498e-8,Prkar2b
4.453170978562879e-13,0.6651695845991101,1,0.067,1.0394146381063616e-8,Rftn2
4.598028586136321e-13,2.6021474634831097,1,0.074,1.0732258522900788e-8,Ggh
5.066877579446356e-13,0.4172514971065432,0.5,0.018,1.182659895818574e-8,Efnb1
5.127440329265312e-13,0.9941562560154618,0.75,0.039,1.1967958472538165e-8,Pde5a
5.345386693803406e-13,1.8251403290821009,1,0.076,1.247666708200653e-8,Tnfrsf12a
5.482361136632863e-13,3.3820165585512925,1,0.081,1.2796379129014766e-8,Ldhb
5.781913533154792e-13,5.115939412191372,1,0.083,1.34955643777366e-8,Cx3cr1
5.820586805541844e-13,5.220300799551532,1,0.083,1.3585831662815218e-8,Cxcl1
6.111393921049242e-13,1.5614020562112634,0.75,0.039,1.4264604551121034e-8,Cbr4
6.156719322819543e-13,1.7924408912289436,0.75,0.041,1.4370398571393095e-8,Igf1r
6.167116689014194e-13,2.5159445915613627,1,0.074,1.4394667063828031e-8,Zfyve21
6.656336627530042e-13,1.649386792142527,1,0.071,1.5536555322317873e-8,Kctd2
6.733225666875202e-13,4.561809518454591,1,0.083,1.571602202905341e-8,Fstl1
7.463496638049561e-13,0.4759091874367778,0.5,0.018,1.7420547502871482e-8,Tpmt
8.114810406817176e-13,-0.6923513490173108,1,0.065,1.894077897055197e-8,Rbm41
8.428070586792854e-13,0.9199534069940531,1,0.07,1.96719595566332e-8,Rcn1
