p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,tissue
1.5178479272412397e-112,0.43237803985156265,0.778,0.653,3.542808846973777e-108,3,Napsa,Spleen
2.3912288450210674e-112,0.5479494393517079,0.659,0.411,5.581367247163673e-108,3,Bank1,Spleen
2.100187263971642e-110,0.6387284949907162,0.542,0.295,4.90204709283621e-106,3,Serpinb1a,Spleen
3.1019200342158585e-106,0.5772563533978966,0.47,0.227,7.240191551863236e-102,3,Bcl11a,Spleen
1.4445784633052364e-101,0.6152365698555924,0.372,0.138,3.371790591200752e-97,3,1300014I06Rik,Spleen
7.477952510499256e-100,0.5088730166977591,0.65,0.454,1.7454288954756312e-95,3,Cnn2,Spleen
4.559749181497813e-99,0.5597250058255127,0.48,0.229,1.0642910564534044e-94,3,Bcl2,Spleen
2.6406069876148588e-98,0.5461981128023233,0.459,0.261,6.163440769791842e-94,3,Acp5,Spleen
4.268622224903753e-98,0.4166370552177465,0.703,0.552,9.96339113514785e-94,3,Unc93b1,Spleen
1.230652097822379e-93,0.5297816030843545,0.488,0.272,2.8724650615272146e-89,3,Tspan32,Spleen
2.3336716040200224e-92,0.565348721340996,0.515,0.272,5.447022890943134e-88,3,Gimap4,Spleen
3.797984325178267e-90,0.4987935872681395,0.447,0.288,8.864875213398594e-86,3,Pdia4,Spleen
3.631265041667926e-87,0.4159952216043825,0.729,0.64,8.475735733757106e-83,3,Cotl1,Spleen
7.416362927465055e-87,0.34390711511005745,0.833,0.753,1.7310532708996183e-82,3,Cd53,Spleen
8.794334225458625e-86,0.44384343343166976,0.582,0.41,2.0526855515642976e-81,3,Bin1,Spleen
2.0285878253823513e-84,0.4101404977244476,0.709,0.575,4.734926843224946e-80,3,Ppdpf,Spleen
2.7897994373074772e-83,0.48755859105627486,0.541,0.379,6.511670866619383e-79,3,Ifi203,Spleen
4.752054796972351e-82,0.49386956065775733,0.313,0.105,1.1091771101613165e-77,3,Gimap7,Spleen
1.2030932891213178e-81,0.25404884797699134,0.961,0.956,2.8081400461380676e-77,3,H2-K1,Spleen
7.522451245723134e-76,0.48953948932736246,0.414,0.234,1.7558153452642366e-71,3,Hhex,Spleen
1.0286411102454009e-75,0.45249256822927353,0.475,0.279,2.4009512154237902e-71,3,Tbc1d10c,Spleen
1.699710723718084e-75,0.47595687853799046,0.313,0.117,3.96729480023038e-71,3,March1,Spleen
8.254777640794131e-75,0.41424697375567077,0.47,0.312,1.926747649137758e-70,3,Ctsc,Spleen
3.583314696065098e-74,0.420883982915789,0.462,0.313,8.363814832085545e-70,3,Cd48,Spleen
4.3416579318402156e-74,0.5061214901565083,0.451,0.258,1.0133863778708248e-69,3,Lmo2,Spleen
9.639695069954036e-73,0.44303168059551035,0.533,0.386,2.2500012262779713e-68,3,Ralgps2,Spleen
9.800569191680777e-71,0.3539702312204629,0.647,0.536,2.28755085503021e-66,3,Cd81,Spleen
3.851550027639752e-70,0.43225798152430084,0.452,0.276,8.989902919513946e-66,3,Ncf4,Spleen
6.078608490298412e-70,0.4264530152576915,0.509,0.344,1.4188080077205523e-65,3,Sipa1,Spleen
1.9063094484916355e-67,0.4580397373933127,0.395,0.202,4.449516883724326e-63,3,Gpr18,Spleen
5.951890472380481e-67,0.35996133001381603,0.76,0.633,1.389230755158328e-62,3,Lsp1,Spleen
9.930051969746677e-66,0.2701877860501025,0.792,0.741,2.317773430258572e-61,3,Ptpn18,Spleen
1.076462011836641e-65,0.25697870271284295,0.633,0.589,2.5125699818279037e-61,3,Ctsz,Spleen
1.3782030801953688e-65,0.41358356257256046,0.48,0.357,3.21686380948401e-61,3,Pxk,Spleen
1.7193333366938558e-65,0.40046962492831284,0.464,0.33,4.013095941177129e-61,3,Il16,Spleen
6.9845444358983655e-65,0.3633481126737288,0.665,0.568,1.6302625167830376e-60,3,Psap,Spleen
7.843975472978376e-65,0.4642291412989711,0.275,0.105,1.8308623151478828e-60,3,Pydc3,Spleen
7.448464274199902e-63,0.3573191551507271,0.739,0.598,1.738546046240999e-58,3,Gimap6,Spleen
1.426721441746452e-62,0.40607915839952546,0.402,0.242,3.330110517180394e-58,3,Cd38,Spleen
3.033491803885747e-62,0.37941700990079674,0.672,0.54,7.080473219449721e-58,3,Snx2,Spleen
3.111504916599172e-62,0.39988750963069664,0.492,0.346,7.262563625834127e-58,3,Lbh,Spleen
7.079885793562613e-62,0.4490413651760795,0.364,0.186,1.6525161430754495e-57,3,Btla,Spleen
2.9889661522885078e-61,0.3423615664009666,0.508,0.405,6.976545896056606e-57,3,4930420K17Rik,Spleen
1.113111813773466e-60,0.40464035157024936,0.486,0.339,2.598114284528647e-56,3,Fam111a,Spleen
3.1858985169577175e-60,0.2746225390757042,0.865,0.804,7.436205728431008e-56,3,Itm2b,Spleen
1.1068787773292593e-59,0.3230130465998309,0.624,0.538,2.5835657541642242e-55,3,Vasp,Spleen
1.2970398511309475e-58,0.36690285223349406,0.482,0.32,3.027420716524745e-54,3,Pou2f2,Spleen
1.8878856211566906e-58,0.32882586470445796,0.76,0.721,4.4065138283418313e-54,3,2010001M09Rik,Spleen
1.7355680403045428e-57,0.38509861829290953,0.369,0.222,4.050989362874833e-53,3,Cybasc3,Spleen
4.021856348928219e-57,0.36845220591149497,0.273,0.128,9.387414904033355e-53,3,Pdlim2,Spleen
2.629252706269564e-56,0.38432046592768654,0.294,0.137,6.136938741703789e-52,3,Prr5,Spleen
4.414800768396576e-56,0.37139212618330286,0.63,0.451,1.0304586473514449e-51,3,Ctsh,Spleen
2.088973064185665e-55,0.25580775568527825,0.861,0.83,4.87587202911576e-51,3,Limd2,Spleen
4.297087113885737e-55,0.355016072445296,0.563,0.429,1.00298310325207e-50,3,Grap,Spleen
5.0288523328531345e-55,0.3370906303845679,0.442,0.35,1.17378442301125e-50,3,Mycbp2,Spleen
8.914418713940837e-55,0.37638557476347156,0.453,0.3,2.080714472020931e-50,3,Evl,Spleen
1.5925309195793723e-54,0.4511361539247907,0.526,0.367,3.717126419390213e-50,3,Cd55,Spleen
2.7472494987675926e-54,0.31623948844481997,0.395,0.316,6.412355055073438e-50,3,Tln1,Spleen
9.297216940544641e-54,0.2555113174723147,0.525,0.483,2.170063406092525e-49,3,Grb2,Spleen
2.5106299444586356e-53,0.30572055093858075,0.806,0.71,5.860061353360901e-49,3,Dynll1,Spleen
2.9972269725391038e-53,0.33670934477551595,0.473,0.372,6.995827476603521e-49,3,Arhgap30,Spleen
4.0303034910573585e-52,0.3952634327025966,0.344,0.184,9.40713137847698e-48,3,Cd84,Spleen
8.26344533223361e-52,0.43655134500111725,0.492,0.322,1.928770774996647e-47,3,Ifi30,Spleen
6.711962341253477e-51,0.27121243379731064,0.534,0.483,1.566639130071974e-46,3,Psme2,Spleen
2.508219077320473e-50,0.2761493706991214,0.646,0.578,5.854434148373716e-46,3,Myl12b,Spleen
5.30184341601412e-50,0.34258840777908706,0.351,0.233,1.2375032717318559e-45,3,AW112010,Spleen
8.724432539937627e-50,0.3150496605206262,0.429,0.342,2.0363697991468416e-45,3,Psmb10,Spleen
1.399507597322725e-49,0.3339742090230291,0.352,0.265,3.266590682910973e-45,3,Eml4,Spleen
5.7393395076715356e-49,0.41065359438488613,0.382,0.244,1.339619234485613e-44,3,Add3,Spleen
9.194722274201743e-49,0.35851261535632006,0.527,0.349,2.146140126021429e-44,3,Fcrl1,Spleen
3.685581579834886e-48,0.3842759467719177,0.505,0.367,8.602515965492607e-44,3,Sell,Spleen
6.577897090763518e-48,0.25574800395006037,0.681,0.636,1.5353469599551127e-43,3,Pold4,Spleen
8.724120066719273e-48,0.2953995377146148,0.542,0.452,2.0362968647729454e-43,3,Sept1,Spleen
1.4184169873848807e-47,0.34286835172671903,0.432,0.326,3.31072709025505e-43,3,Macf1,Spleen
1.3962678216670675e-46,0.28236680412805504,0.446,0.36,3.2590287225531023e-42,3,Ccdc12,Spleen
2.7585712774322434e-46,0.2878726294924119,0.644,0.567,6.438781218654599e-42,3,Irf8,Spleen
7.70042694848449e-46,0.3700965068478295,0.363,0.206,1.7973566540457646e-41,3,Bmyc,Spleen
8.941248990098335e-46,0.2816669959861237,0.327,0.264,2.0869769267788524e-41,3,Itsn2,Spleen
3.229740128091349e-45,0.25297905421659905,0.39,0.336,7.538536432978018e-41,3,Wdr1,Spleen
9.479181719192921e-45,0.3379121500298907,0.347,0.236,2.2125358050768197e-40,3,Hexb,Spleen
1.3519104952899493e-44,0.28472441940833204,0.685,0.588,3.1554942870562707e-40,3,D4Wsu53e,Spleen
1.3539070592783805e-44,0.3094525564398867,0.704,0.566,3.160154467061668e-40,3,Gpx1,Spleen
1.8904777049530991e-44,0.3613305225081487,0.425,0.275,4.412564011131029e-40,3,Cybb,Spleen
2.748577995522738e-44,0.36565927180926006,0.318,0.161,6.415455899349622e-40,3,Pld4,Spleen
2.94186786857638e-44,0.3202683394385655,0.61,0.541,6.8666137920441285e-40,3,Hvcn1,Spleen
2.1003461660375517e-43,0.26624333982399906,0.538,0.462,4.9024179861482493e-39,3,Lamtor2,Spleen
2.117565738342429e-43,0.3133505174043164,0.429,0.317,4.942610189865064e-39,3,Tnfaip8,Spleen
2.192934064225399e-43,0.2972220889525501,0.384,0.321,5.1185273993085045e-39,3,Cnn3,Spleen
3.3373746818969537e-43,0.360252637747249,0.464,0.339,7.78976624501568e-39,3,Samhd1,Spleen
3.4723997929941608e-43,0.2749290000689866,0.609,0.541,8.10492835682767e-39,3,Csk,Spleen
2.2389143045437477e-42,0.29699957805975363,0.517,0.411,5.225849878235561e-38,3,Cdk2ap2,Spleen
2.7876011635645944e-42,0.2736736739037011,0.351,0.265,6.50653987587612e-38,3,Cib1,Spleen
1.2535559792189286e-41,0.2867397298626372,0.326,0.257,2.9259250110949013e-37,3,Bod1l,Spleen
3.6561645383046045e-41,0.34960086023104253,0.531,0.388,8.533853648856777e-37,3,Pyhin1,Spleen
3.7068700061975155e-41,0.2948186674935284,0.282,0.189,8.65220528146562e-37,3,Traf3ip3,Spleen
1.0508975846606818e-40,0.3747726110406098,0.291,0.16,2.4529000523564975e-36,3,Zfp318,Spleen
1.1405210197088053e-40,0.3226548896378692,0.265,0.169,2.6620901121023225e-36,3,Gimap9,Spleen
1.4473044464866013e-40,0.2841777647810553,0.482,0.395,3.3781533085443765e-36,3,Gpsm3,Spleen
2.7366355808024886e-40,0.2949541414895822,0.466,0.368,6.387581109151089e-36,3,Psmb9,Spleen
4.1634862360809616e-39,0.26893712023110794,0.593,0.51,9.717993223636572e-35,3,Taldo1,Spleen
6.711907761450481e-39,0.3410134925424495,0.318,0.208,1.5666263906001568e-34,3,Samd9l,Spleen
1.1952816377386942e-38,0.2750386564369238,0.337,0.253,2.789906870645886e-34,3,Rgs19,Spleen
1.9150253566668074e-38,0.3644238654762384,0.369,0.229,4.4698606849959955e-34,3,Gimap3,Spleen
6.030328265714328e-38,0.2655574417921407,0.341,0.27,1.4075389205003812e-33,3,Slc25a11,Spleen
6.78312887816943e-38,0.2821207584138844,0.402,0.326,1.583250111453527e-33,3,Pdia3,Spleen
1.0670297647848177e-37,0.26463141809371005,0.252,0.184,2.490554173984243e-33,3,Pglyrp1,Spleen
1.5533872098296636e-37,0.27775245869884363,0.29,0.198,3.625761086463418e-33,3,Krcc1,Spleen
2.580115580591711e-37,0.29035621641020987,0.288,0.195,6.022247776659113e-33,3,Abi3,Spleen
3.2612508099024007e-37,0.30321592182866236,0.298,0.193,7.612085515393193e-33,3,Epsti1,Spleen
6.168069745235779e-37,0.29559317898305404,0.446,0.346,1.439689159235483e-32,3,Gm2a,Spleen
1.0170124897656428e-36,0.2856270863836602,0.394,0.33,2.3738088523619867e-32,3,Pdia6,Spleen
2.776676828446453e-36,0.31129063892180964,0.355,0.283,6.481041385276866e-32,3,Kcnq1ot1,Spleen
3.169555426914675e-36,0.3002410985278273,0.34,0.233,7.398059321961544e-32,3,Gga2,Spleen
9.518033098886234e-36,0.30565993879556047,0.281,0.168,2.221604105611036e-31,3,Gimap5,Spleen
1.8130664318928373e-35,0.2673514094956282,0.252,0.179,4.2318783586810715e-31,3,Prkd2,Spleen
3.5031153307837953e-34,0.32920424424838934,0.33,0.266,8.176621493582456e-30,3,Txndc5,Spleen
4.468797443839758e-34,0.26779626144212354,0.329,0.258,1.0430620113666379e-29,3,Lyl1,Spleen
6.513206001528114e-34,0.3046527021768066,0.359,0.271,1.520247412816677e-29,3,Fam65b,Spleen
1.8815522852866092e-33,0.3060625358484709,0.387,0.266,4.391731189087475e-29,3,Irf5,Spleen
2.7094073643864562e-33,0.26850864700396104,0.381,0.298,6.324027729214427e-29,3,Slc50a1,Spleen
4.4391254770147414e-33,0.25591060775771296,0.263,0.191,1.0361362775900107e-28,3,Ccdc50,Spleen
5.131542742039177e-33,0.3374968799679652,0.506,0.357,1.1977533914193641e-28,3,Fcer2a,Spleen
6.695381041522136e-33,0.2580918203267608,0.258,0.187,1.5627688889016817e-28,3,Cd2ap,Spleen
3.0711169042050417e-31,0.3375560393579031,0.504,0.368,7.168293966104988e-27,3,Ms4a4c,Spleen
6.953774889789527e-31,0.26208941298757105,0.34,0.259,1.6230805970257734e-26,3,Sh3bp5,Spleen
6.666351511418064e-30,0.30213926372680144,0.336,0.224,1.5559931062800903e-25,3,Man1a,Spleen
1.2058875008626385e-29,0.313034587239609,0.265,0.154,2.8146620157634844e-25,3,Fchsd2,Spleen
2.4004720884848379e-29,0.2759840299793901,0.638,0.522,5.60294190173246e-25,3,Ly6a,Spleen
1.6524158902644662e-28,0.2521476436877239,0.302,0.226,3.856903929466291e-24,3,Siglecg,Spleen
4.9153919951697386e-27,0.2618654088951973,0.298,0.205,1.1473016455925687e-22,3,Gng2,Spleen
3.3342400534808783e-26,0.2762120230569969,0.383,0.268,7.782449708829718e-22,3,Lat2,Spleen
4.1146849935264084e-26,0.2656346155654542,0.48,0.406,9.60408624338999e-22,3,Spib,Spleen
5.238379715220507e-25,0.28162756477182743,0.275,0.178,1.2226902093296185e-20,3,Dtx1,Spleen
2.4491410589898502e-24,0.268553596683339,0.302,0.204,5.716540145788209e-20,3,Tnfaip8l2,Spleen
7.595147589423696e-24,0.2726564924952737,0.556,0.43,1.772783398847385e-19,3,Slfn2,Spleen
1.689162251688424e-22,0.2710415668834819,0.324,0.228,3.94267361166595e-18,3,Cyp4f18,Spleen
6.225294289994689e-21,0.25969215044820537,0.263,0.165,1.4530459402276604e-16,3,Rasgrp3,Spleen
0,1.5876207031326466,0.751,0.102,0,4,Crem,Mammary_Gland
1.254663622703e-311,1.4226224299530859,0.764,0.149,2.9285103617510652e-307,4,Vps37b,Mammary_Gland
1.6543216482435384e-300,0.8821647759475773,0.999,0.998,3.861352159165243e-296,4,Fth1,Mammary_Gland
2.1331905857553374e-297,1.0352577247476975,0.627,0.076,4.979080146211533e-293,4,Mt1,Mammary_Gland
8.549476555623949e-273,1.1885601566417667,0.616,0.082,1.995533322848186e-268,4,Litaf,Mammary_Gland
4.077285378689684e-250,1.1238704580588652,0.945,0.588,9.51679180239959e-246,4,Junb,Mammary_Gland
7.354239958641395e-250,0.7461419131441063,0.993,0.809,1.716553148746488e-245,4,Rps15a-ps4,Mammary_Gland
1.4917206918462097e-237,1.1695253407151958,0.876,0.366,3.481825266838238e-233,4,Ccr7,Mammary_Gland
8.261432866288144e-234,1.0474080294589312,0.853,0.374,1.9283010453203155e-229,4,Fam107b,Mammary_Gland
1.5952452754789091e-233,0.9465632956672687,0.494,0.053,3.723461997495322e-229,4,Mt2,Mammary_Gland
4.650788091571717e-219,1.0841045634251767,0.767,0.264,1.0855404484537545e-214,4,Satb1,Mammary_Gland
3.227213793231229e-207,1.1506456837093215,0.842,0.351,7.532639714781011e-203,4,Cd83,Mammary_Gland
1.1307235969366985e-186,1.1592111560821694,0.504,0.069,2.639221947609948e-182,4,Nr4a1,Mammary_Gland
8.601769588553985e-186,0.3828944608818792,1,0.999,2.0077390396643856e-181,4,Rps27,Mammary_Gland
5.094458269250022e-181,0.6836387666480119,0.993,0.978,1.1890975046256475e-176,4,H3f3b,Mammary_Gland
2.5423213597938624e-175,0.8238672681311923,0.949,0.735,5.934032285894854e-171,4,Ubc,Mammary_Gland
2.662813615156138e-175,0.28934749102252866,1,1,6.215273259135942e-171,4,Rps29,Mammary_Gland
7.720274339773962e-163,0.31258119465820666,1,1,1.8019892336466404e-158,4,Eef1a1,Mammary_Gland
2.0940236275585768e-160,0.3886675106937254,1,0.996,4.887660549084475e-156,4,Rps21,Mammary_Gland
2.8993027241754317e-152,0.31360015150943044,1,0.999,6.767262488497876e-148,4,Tpt1,Mammary_Gland
2.1214863563621693e-150,1.0755583423275819,0.646,0.235,4.9517613043849395e-146,4,Fos,Mammary_Gland
1.0095956464973019e-145,0.32693189159289204,1,0.999,2.3564971984893525e-141,4,Rpl39,Mammary_Gland
7.097072938682096e-144,0.8418729768597298,0.72,0.353,1.656527794617788e-139,4,Bri3,Mammary_Gland
8.95828813557291e-144,0.27571790495156057,1,1,2.090954033724073e-139,4,Rplp2,Mammary_Gland
6.1151476169699825e-142,0.2743056162742077,1,1,1.4273366052769637e-137,4,Rps15a,Mammary_Gland
6.824857234166558e-139,0.25750682798792823,1,1,1.5929899270268163e-134,4,Rps24,Mammary_Gland
4.049837787844493e-136,0.28381484312405814,1,0.999,9.452726380607832e-132,4,Rpl38,Mammary_Gland
5.2273872264595436e-136,2.0675808805060925,0.329,0.038,1.220124452527922e-131,4,Hspa1a,Mammary_Gland
2.2502811222226374e-131,0.7592384410727762,0.584,0.164,5.252381167379858e-127,4,Tgif1,Mammary_Gland
1.1608132677205272e-126,0.5758920635142298,0.284,0.022,2.709454248186483e-122,4,Lmna,Mammary_Gland
1.594333707795998e-123,0.2736030759389294,1,0.999,3.721334307366639e-119,4,Rpl36,Mammary_Gland
1.4981573063042435e-116,0.6510224331009073,0.798,0.397,3.496848968644735e-112,4,Gm9320,Mammary_Gland
2.991629306674559e-116,0.8682804967264687,0.602,0.263,6.982761964709089e-112,4,Ppp1r16b,Mammary_Gland
8.47763832919556e-116,0.8228330706806046,0.45,0.102,1.978765562417536e-111,4,Kdm6b,Mammary_Gland
1.0112444822424168e-114,0.720303122886065,0.799,0.45,2.360345746002025e-110,4,Cytip,Mammary_Gland
5.115913023660662e-114,0.3028385357835206,1,0.996,1.194105258852635e-109,4,Rpl12,Mammary_Gland
1.8573721957887816e-113,0.7799774225770323,0.618,0.267,4.335292442190595e-109,4,Kras,Mammary_Gland
2.911238426419843e-113,0.8332907280221238,0.5,0.148,6.795121611106556e-109,4,Gem,Mammary_Gland
7.748396161052091e-113,0.5577828273331313,0.939,0.756,1.8085531479511685e-108,4,Cnbp,Mammary_Gland
7.9983565736065e-107,0.5581183751059307,0.959,0.852,1.8668964078454932e-102,4,Sub1,Mammary_Gland
2.916944469329641e-104,0.8450228373154361,0.497,0.162,6.808440085862315e-100,4,Pim1,Mammary_Gland
1.4728579166649952e-103,0.7134675258244789,0.463,0.127,3.4377976632877654e-99,4,Ifrd1,Mammary_Gland
2.6989921036150944e-102,0.6704937261445514,0.428,0.111,6.299717469047992e-98,4,Got1,Mammary_Gland
1.634830361874391e-100,0.28681451621574805,1,0.997,3.815857547651016e-96,4,Rpl31,Mammary_Gland
1.594309635384433e-97,0.6711024297346507,0.393,0.091,3.721278119950805e-93,4,Cd86,Mammary_Gland
2.3760772709162827e-96,0.6861933277250617,0.639,0.277,5.546001958045696e-92,4,Cyth1,Mammary_Gland
2.6476641357767466e-96,0.6265472423991094,0.817,0.52,6.179912859316504e-92,4,Scd1,Mammary_Gland
5.2969868888348294e-92,0.7171055108808717,0.572,0.222,1.2363697097229376e-87,4,Ppp1r15a,Mammary_Gland
1.080764287728327e-90,0.34904316526843715,0.999,0.993,2.522611923986688e-86,4,Eif1,Mammary_Gland
5.497042393554013e-90,0.5792305782498204,0.384,0.091,1.2830646650794421e-85,4,A530032D15Rik,Mammary_Gland
1.3024795087299255e-89,0.7098013477503297,0.497,0.156,3.040117421326519e-85,4,Sfn,Mammary_Gland
2.0770607721480478e-89,0.6289472189993001,0.379,0.086,4.8480675482707585e-85,4,Gch1,Mammary_Gland
3.2859346453313524e-89,0.5992643970159954,0.945,0.773,7.66970005566791e-85,4,Jund,Mammary_Gland
6.855756423623009e-89,0.6233338116045986,0.274,0.038,1.6002021068378465e-84,4,Socs3,Mammary_Gland
4.608684515085649e-87,0.9441984152096775,0.409,0.133,1.0757130526661414e-82,4,Nfkbid,Mammary_Gland
4.569718008351823e-86,0.7358843507975318,0.481,0.2,1.066617880329399e-81,4,Odc1,Mammary_Gland
7.215062375046464e-86,0.5979433347207999,0.452,0.142,1.6840677089595954e-81,4,Nrp,Mammary_Gland
1.1881095098615718e-85,0.6136631474120526,0.461,0.141,2.773166406967895e-81,4,Gpr132,Mammary_Gland
1.495773321227371e-79,0.2669823534645599,1,0.998,3.491284509076807e-75,4,Rps26,Mammary_Gland
5.335051897690277e-75,0.5481180965328774,0.329,0.086,1.2452544634398875e-70,4,Gm11974,Mammary_Gland
3.0734179732422745e-73,0.6475298237168603,0.709,0.4,7.173664891344793e-69,4,Ier2,Mammary_Gland
8.880803404863036e-71,0.6294354484404029,0.645,0.351,2.072868322729081e-66,4,Zfp36,Mammary_Gland
5.902633140413044e-69,0.33066978159529814,1,0.982,1.3777336013038085e-64,4,Ftl1,Mammary_Gland
7.436855212646343e-69,0.40406830801006777,0.996,0.954,1.735836375183783e-64,4,Ubb,Mammary_Gland
3.2488558678986156e-68,0.41858642780197175,0.933,0.705,7.583154481262158e-64,4,Rbm3,Mammary_Gland
1.9590673597049213e-65,0.598643853194232,0.576,0.299,4.572659124287257e-61,4,Slc3a2,Mammary_Gland
2.2204618907802653e-65,0.6558219287128533,0.522,0.239,5.1827800992702175e-61,4,Klf6,Mammary_Gland
2.3268820283640244e-65,0.6076503406785656,0.584,0.295,5.4311753424044695e-61,4,Rel,Mammary_Gland
4.11410297498671e-65,0.3719784113241792,0.303,0.087,9.60272775391648e-61,4,Ifitm3,Mammary_Gland
4.6979335018683054e-64,0.3411158594450535,0.259,0.064,1.0965446586710813e-59,4,Lgals3,Mammary_Gland
1.1506871782332102e-63,0.579932322001705,0.483,0.193,2.685818942714136e-59,4,Plaur,Mammary_Gland
3.2157679299416145e-63,0.5456221827937258,0.366,0.111,7.505923925276723e-59,4,Dusp1,Mammary_Gland
6.135774656129025e-63,0.48832190270860854,0.78,0.477,1.4321511624870757e-58,4,Gm1821,Mammary_Gland
7.768646846368874e-63,0.547804562646735,0.68,0.431,1.813279860410959e-58,4,Tspan13,Mammary_Gland
4.696718393359138e-62,0.5369503675836224,0.522,0.238,1.0962610401939565e-57,4,Emd,Mammary_Gland
2.1419177011072368e-60,0.5485755231737015,0.475,0.2,4.999450106154402e-56,4,Gramd3,Mammary_Gland
1.644342114314077e-59,0.48743703160328317,0.412,0.157,3.838058929020487e-55,4,Gna13,Mammary_Gland
6.735654651787511e-59,0.4429726029565386,0.937,0.847,1.572169152273723e-54,4,Srgn,Mammary_Gland
2.630580630673469e-58,0.43649990798185956,0.369,0.124,6.140038250054945e-54,4,Dennd4a,Mammary_Gland
1.6340409683051346e-57,0.448106171034792,0.775,0.574,3.8140150241210145e-53,4,Tomm20,Mammary_Gland
3.7593013345558667e-57,0.5173776642589425,0.638,0.364,8.774585244986848e-53,4,Atf4,Mammary_Gland
7.648419686395549e-56,0.5367123121813528,0.522,0.262,1.7852176390015852e-51,4,Prdx6,Mammary_Gland
1.835450296271064e-55,0.5483646060596079,0.592,0.339,4.284124536526291e-51,4,Syngr2,Mammary_Gland
2.9275350024019032e-55,0.5043426170680092,0.785,0.697,6.833159449106283e-51,4,Hsp90aa1,Mammary_Gland
1.4674623118918844e-54,0.6548761663094825,0.461,0.199,3.4252037821868475e-50,4,Rgs2,Mammary_Gland
9.000177477870495e-51,0.3853586100673483,0.944,0.867,2.1007314251097523e-46,4,Serp1,Mammary_Gland
9.647618171928856e-50,0.4779139964486996,0.663,0.401,2.2518505575099142e-45,4,Sat1,Mammary_Gland
