p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,tissue
1.5913909950490865e-49,0.5538416599863456,0.675,0.489,3.7144657215440725e-45,4,Dusp2,Mammary_Gland
9.13553169646734e-49,0.6479153602334066,0.368,0.229,2.1323244532724418e-44,4,Dnajb1,Mammary_Gland
1.1437291040133135e-48,0.42861695321666876,0.328,0.114,2.669578101677475e-44,4,Cenpa,Mammary_Gland
1.2370858553226376e-48,0.4778647041832169,0.343,0.125,2.8874820949085685e-44,4,Traf4,Mammary_Gland
3.687943800760057e-47,0.479796132430222,0.262,0.079,8.608029625354049e-43,4,Map3k8,Mammary_Gland
5.579956749129875e-47,0.43208547924570057,0.267,0.081,1.302417704814404e-42,4,Impact,Mammary_Gland
4.520278649343672e-46,0.40848972979517933,0.299,0.096,1.0550782395433064e-41,4,Cebpb,Mammary_Gland
1.6630900925168004e-44,0.43253910460418665,0.284,0.092,3.8818185849434635e-40,4,Gm6377,Mammary_Gland
1.710055948737063e-44,0.3307505374970612,0.99,0.971,3.991441589947179e-40,4,Btg1,Mammary_Gland
2.3255796643474256e-44,0.47141685301750064,0.376,0.148,5.428135494553326e-40,4,Cxcr4,Mammary_Gland
3.8616062610765056e-43,0.5006778389776307,0.326,0.117,9.013375173978672e-39,4,Cd69,Mammary_Gland
6.597621571576853e-43,0.4961078756859153,0.461,0.224,1.5399508510217533e-38,4,Neat1,Mammary_Gland
2.2045728454111318e-42,0.4122765984769723,0.676,0.422,5.145693478474123e-38,4,Hnrpdl,Mammary_Gland
1.2093751764879743e-41,0.36712878531090654,0.397,0.175,2.822802599440581e-37,4,Gnl3,Mammary_Gland
1.7024942589752139e-41,0.3035022379839102,0.439,0.228,3.9737918498740465e-37,4,Rpl34-ps1,Mammary_Gland
3.892736101775852e-41,0.43020861758053397,0.435,0.197,9.086035335155016e-37,4,P2ry10,Mammary_Gland
5.88244050049758e-41,0.3987395870852445,0.354,0.155,1.3730204372211401e-36,4,Erdr1,Mammary_Gland
1.9160367955348475e-40,0.5030911302340522,0.289,0.105,4.4722214844578873e-36,4,Gadd45b,Mammary_Gland
5.812136249928641e-40,0.40646717654887154,0.478,0.238,1.356610722095844e-35,4,Fam134b,Mammary_Gland
8.927937056509854e-40,0.3586947791344701,0.295,0.108,2.083869788359965e-35,4,Arid5a,Mammary_Gland
9.001856812306204e-40,0.593539160881075,0.281,0.115,2.101123398560391e-35,4,Myc,Mammary_Gland
1.1659924135313245e-39,0.39619849086523046,0.417,0.189,2.7215428924234647e-35,4,Stat3,Mammary_Gland
6.082380828952887e-39,0.4350173775598809,0.368,0.163,1.4196885092858933e-34,4,Isy1,Mammary_Gland
1.3751540944500126e-38,0.39802507858525105,0.712,0.499,3.2097471718557744e-34,4,Ube2b,Mammary_Gland
1.0660903773376395e-37,0.3827069389412938,0.85,0.759,2.4883615497437844e-33,4,Hspe1,Mammary_Gland
6.898391895945698e-37,0.5164070949761039,0.449,0.227,1.6101536524326853e-32,4,Marcksl1,Mammary_Gland
3.6658099125332957e-36,0.34299303704887174,0.27,0.095,8.556366916843966e-32,4,Pim3,Mammary_Gland
5.538816649806092e-36,0.3676977279724567,0.807,0.615,1.2928151942312398e-31,4,Stk17b,Mammary_Gland
1.1207297486519071e-35,0.54735157638303,0.439,0.254,2.6158953063284164e-31,4,Bcl2a1b,Mammary_Gland
4.2512305658134005e-35,0.4246896370017785,0.388,0.182,9.922797263665059e-31,4,Rasgef1b,Mammary_Gland
1.7518259155462374e-34,0.401487635535003,0.449,0.227,4.0889368694764725e-30,4,Plek,Mammary_Gland
6.060611970986023e-34,0.3444638465230788,0.387,0.179,1.4146074401478478e-29,4,Neurl3,Mammary_Gland
8.111956498180571e-34,0.518659634200107,0.466,0.254,1.8934117662403272e-29,4,Jun,Mammary_Gland
1.9148679805191817e-33,0.31987721745255926,0.844,0.701,4.469493353329822e-29,4,Gdi2,Mammary_Gland
9.909309734203385e-33,0.31802643922458285,0.882,0.735,2.312931985060412e-28,4,Laptm5,Mammary_Gland
4.607986907388789e-31,0.336667123579497,0.282,0.115,1.0755502240536174e-26,4,Tgoln1,Mammary_Gland
1.6102838764427998e-30,0.3916321487770472,0.424,0.22,3.758563596005139e-26,4,Fam69a,Mammary_Gland
3.4766111238700164e-30,0.35712928357936713,0.457,0.256,8.114758024225005e-26,4,Atp6v0d1,Mammary_Gland
1.216056234594356e-29,0.2967224761502015,0.289,0.126,2.838396857166686e-25,4,Snap23,Mammary_Gland
1.2409101580128427e-29,0.3489437489728098,0.658,0.448,2.8964083998177763e-25,4,Usmg5,Mammary_Gland
1.3840259054228317e-29,0.3119537236417292,0.325,0.154,3.2304548658474315e-25,4,Snhg6,Mammary_Gland
3.054136480870335e-29,0.3224857258446068,0.809,0.624,7.128659959999449e-25,4,2410006H16Rik,Mammary_Gland
5.367125753092814e-29,0.3727495280168138,0.251,0.112,1.2527408220293936e-24,4,Irf4,Mammary_Gland
7.363940457517394e-29,0.30510447050773926,0.517,0.312,1.718817342189135e-24,4,Clk1,Mammary_Gland
1.1799162390715706e-28,0.3196662106440492,0.415,0.22,2.754042493616953e-24,4,Pde4b,Mammary_Gland
1.4623362786009123e-28,0.2650512493737162,0.35,0.18,3.41323910788239e-24,4,Wbp2,Mammary_Gland
6.214199243959895e-28,0.3114759216240822,0.318,0.15,1.450456245532679e-23,4,Snhg12,Mammary_Gland
6.33258494632284e-28,0.3501632106916384,0.346,0.164,1.478088652321214e-23,4,Dmxl1,Mammary_Gland
8.79396481271394e-28,0.30324944034960466,0.796,0.709,2.0525993269355607e-23,4,Dad1,Mammary_Gland
1.5469755275321965e-26,0.3290906358183612,0.69,0.501,3.6107955788129e-22,4,Pnrc1,Mammary_Gland
4.050167218236508e-26,0.25332433289780365,0.426,0.25,9.453495304085834e-22,4,Slc38a2,Mammary_Gland
6.473974439028048e-26,0.3074378561564295,0.558,0.352,1.5110903738135367e-21,4,Tmed10,Mammary_Gland
9.321938340828086e-26,0.33605994784290927,0.271,0.116,2.1758336281326836e-21,4,Hs3st1,Mammary_Gland
2.126552880861174e-25,0.2538095925841676,0.292,0.142,4.9635870792180665e-21,4,Gm6251,Mammary_Gland
7.546264488694555e-25,0.40632641835094035,0.333,0.186,1.7613735943061963e-20,4,Rilpl2,Mammary_Gland
1.678454842014954e-24,0.3468568180717114,0.486,0.302,3.9176814467471044e-20,4,Ddx21,Mammary_Gland
2.3970164399214684e-24,0.26206087759329866,0.853,0.708,5.5948760724207e-20,4,Ube2d3,Mammary_Gland
3.2017026877030864e-24,0.25696827784389586,0.5,0.311,7.473094243367774e-20,4,Cirbp,Mammary_Gland
8.52894681353517e-24,0.28854145521339847,0.317,0.156,1.990741475747244e-19,4,Tob2,Mammary_Gland
2.654819120262866e-23,0.3007308973193443,0.318,0.159,6.196613308605555e-19,4,Smad7,Mammary_Gland
9.360676410073932e-23,0.33999224459404354,0.554,0.366,2.1848754808753564e-18,4,Il21r,Mammary_Gland
2.0349924580071654e-22,0.26789948049849766,0.34,0.193,4.7498758962345244e-18,4,Tpst2,Mammary_Gland
7.448912285925942e-22,0.3132238528230812,0.446,0.268,1.738650616657974e-17,4,Ehd1,Mammary_Gland
9.74872477605593e-22,0.3056482083537735,0.386,0.218,2.275449849979215e-17,4,Snhg1,Mammary_Gland
1.2980578770038317e-21,0.2713468533593132,0.373,0.208,3.029796890714643e-17,4,Cerk,Mammary_Gland
1.3585008057856223e-21,0.40619154604883045,0.354,0.231,3.170876730784221e-17,4,Hist1h1c,Mammary_Gland
1.9359560886760343e-20,0.2959603210102508,0.383,0.222,4.518715106578732e-16,4,Rcc2,Mammary_Gland
5.648032015261734e-20,0.2648681310514429,0.723,0.561,1.3183071526822413e-15,4,Selk,Mammary_Gland
6.965671157022651e-20,0.25779922287923296,0.519,0.345,1.6258573047606569e-15,4,Sdcbp,Mammary_Gland
1.6000699089585814e-19,0.2513235016964197,0.68,0.508,3.7347231745002246e-15,4,Map1lc3b,Mammary_Gland
3.0046822876604406e-19,0.3062274768553838,0.317,0.175,7.0132289276282344e-15,4,Sdhaf1,Mammary_Gland
1.0785774182286767e-18,0.27626949030644565,0.497,0.333,2.517507551887554e-14,4,Stt3b,Mammary_Gland
1.2755989707842408e-18,0.26158706212292193,0.57,0.4,2.9773755577074965e-14,4,Snhg8,Mammary_Gland
1.458269616477924e-16,0.265490891873138,0.482,0.323,3.4037471118211225e-12,4,Tpd52,Mammary_Gland
1.0788586327139688e-15,0.272417780017471,0.278,0.152,2.5181639346176747e-11,4,Prkca,Mammary_Gland
5.996832027910701e-15,0.2776856811595365,0.541,0.403,1.3997205636346366e-10,4,Brp44l,Mammary_Gland
8.526620288428225e-15,0.255314866394605,0.668,0.532,1.990198441522032e-10,4,Rap1b,Mammary_Gland
1.0699658886960805e-14,0.27318361234596567,0.428,0.293,2.4974073808055215e-10,4,Ppm1g,Mammary_Gland
3.011580273912356e-12,0.27932840267119685,0.419,0.291,7.029329517338831e-8,4,Gpr171,Mammary_Gland
0,1.9656872502865923,0.907,0.078,0,5,Mt1,Limb_Muscle
0,1.6231211282768807,0.781,0.051,0,5,Mt2,Limb_Muscle
1.310925729022288e-245,1.2884009319814993,0.805,0.258,3.059831744110922e-241,5,Gsn,Limb_Muscle
3.5397620290128347e-227,1.1505524685670556,0.504,0.02,8.262158551918857e-223,5,Dcn,Limb_Muscle
2.0335710094057145e-201,1.2936550668948912,0.92,0.601,4.746558093053878e-197,5,Junb,Limb_Muscle
8.129231010036439e-186,0.8497494911599865,0.989,0.815,1.8974438100526052e-181,5,Rps15a-ps4,Limb_Muscle
5.3938462671897986e-179,1.0298038923979866,0.455,0.026,1.258977657224771e-174,5,Hspb1,Limb_Muscle
1.1108900786961903e-156,0.9170490396741936,0.413,0.022,2.5929285326847777e-152,5,Mgp,Limb_Muscle
8.831035069580026e-154,1.30704645514149,0.684,0.174,2.061251895590674e-149,5,Vps37b,Limb_Muscle
1.7741143707067354e-141,1.2239960277487758,0.639,0.13,4.140960352666591e-137,5,Crem,Limb_Muscle
4.444931976795225e-140,1.0055220164314564,0.361,0.019,1.0374915727037734e-135,5,Fabp4,Limb_Muscle
7.857337598987161e-133,0.4788224695889136,1,0.999,1.833981168979593e-128,5,Rps27,Limb_Muscle
1.1310633964750884e-129,0.8877093938857061,0.939,0.743,2.640015073712504e-125,5,Ubc,Limb_Muscle
5.2727365962671367e-126,0.7166914310003012,0.281,0.009,1.2307094489347123e-121,5,Sparc,Limb_Muscle
5.130040746461403e-124,0.7904256607976098,0.333,0.021,1.1974028106315561e-119,5,Cxcl1,Limb_Muscle
2.209949407401691e-117,1.2878239529515136,0.489,0.084,5.158242911816287e-113,5,Nr4a1,Limb_Muscle
1.5534845608196116e-106,0.3232650336569769,1,1,3.625988313409055e-102,5,Rps29,Limb_Muscle
8.184808413158173e-105,0.9150541018011906,0.775,0.394,1.9104161317152492e-100,5,Fam107b,Limb_Muscle
3.1462383424942595e-98,1.771837645603954,0.383,0.044,7.343634915215851e-94,5,Hspa1a,Limb_Muscle
3.3797413348421075e-97,0.9051746482521703,0.766,0.407,7.888654249654964e-93,5,Ier2,Limb_Muscle
2.6073137390263577e-92,0.9189756160443228,0.66,0.286,6.085730998261422e-88,5,Satb1,Limb_Muscle
3.920175376795214e-92,1.0181605429129437,0.725,0.373,9.150081346977708e-88,5,Cd83,Limb_Muscle
7.080594685159637e-92,0.6473793798245497,0.26,0.017,1.652681605463111e-87,5,Emp1,Limb_Muscle
3.4692969814020095e-89,0.8964604185043836,0.461,0.108,8.09768608429043e-85,5,Litaf,Limb_Muscle
8.635533444141266e-89,0.8993989859202679,0.335,0.042,2.0156198611970127e-84,5,Socs3,Limb_Muscle
8.228694342512718e-78,0.8366988768052825,0.368,0.099,1.9206595464858936e-73,5,Cebpb,Limb_Muscle
2.5452839871699757e-77,0.956562903044734,0.721,0.392,5.940947354453441e-73,5,Ccr7,Limb_Muscle
9.764600440091907e-71,0.6576670382502363,0.723,0.414,2.2791553887218522e-66,5,Gm9320,Limb_Muscle
1.3252617677164254e-68,0.6978179627797318,0.742,0.489,3.0932934920269085e-64,5,Gm1821,Limb_Muscle
8.916301311744415e-68,0.6411616175430918,0.31,0.062,2.081153889174264e-63,5,Ifitm2,Limb_Muscle
1.249079551433278e-66,0.6913560890083541,0.74,0.464,2.915476581000414e-62,5,Cytip,Limb_Muscle
3.8421626599491716e-61,0.7392817743685708,0.452,0.204,8.967991864587362e-57,5,P2ry10,Limb_Muscle
5.218461004552585e-60,0.6281794856014455,0.357,0.091,1.2180409830726188e-55,5,Ifitm3,Limb_Muscle
3.255152975019646e-59,0.6835767767808172,0.545,0.294,7.597852558993356e-55,5,Cyth1,Limb_Muscle
2.151405999007595e-58,0.7707381995930511,0.387,0.117,5.021596742283628e-54,5,Kdm6b,Limb_Muscle
2.3975592362361494e-56,0.7049263271521744,0.413,0.207,5.596143013298796e-52,5,Plaur,Limb_Muscle
2.4900356333913808e-54,0.4318497795381431,0.989,0.979,5.811992171898822e-50,5,H3f3b,Limb_Muscle
3.5783287620816905e-54,0.6617343773292308,0.409,0.154,8.352177163574874e-50,5,Gpr132,Limb_Muscle
5.557780316698881e-54,0.25266799916999894,0.996,0.977,1.2972415037206858e-49,5,H2-Aa,Limb_Muscle
2.2381349480725926e-53,0.4916089481774337,0.929,0.85,5.224030782296238e-49,5,Srgn,Limb_Muscle
2.8747010661627798e-53,0.6124327121686877,0.786,0.596,6.709839758530544e-49,5,Btg2,Limb_Muscle
1.8859876501510015e-51,0.5812025828348406,0.907,0.781,4.402083774217453e-47,5,Jund,Limb_Muscle
2.703459947789458e-49,0.8167193178450372,0.314,0.237,6.310145864135374e-45,5,Dnajb1,Limb_Muscle
3.3182073785467416e-49,0.820998783620921,0.314,0.138,7.745027842265949e-45,5,Hist1h2bc,Limb_Muscle
1.0115524531133384e-48,0.6141962142724168,0.543,0.35,2.361064580811843e-44,5,Syngr2,Limb_Muscle
1.144099106481964e-47,0.6670851309182837,0.435,0.186,2.6704417244395524e-43,5,Tgif1,Limb_Muscle
5.042764962820293e-46,0.6815890329881925,0.472,0.281,1.1770317699718845e-41,5,Ppp1r16b,Limb_Muscle
8.240789658958568e-46,0.46131674189260163,0.929,0.857,1.9234827142975193e-41,5,Sub1,Limb_Muscle
2.968987465881217e-45,0.6349413594020297,0.532,0.307,6.929913644113348e-41,5,Rel,Limb_Muscle
3.832788821691909e-45,0.4694336460668018,0.97,0.973,8.946112388711085e-41,5,Btg1,Limb_Muscle
2.959130033314289e-44,0.5793536608564084,0.325,0.105,6.9069054107588814e-40,5,Cd86,Limb_Muscle
6.439373389427379e-44,0.5183098122286113,0.258,0.073,1.5030141428262446e-39,5,Coq10b,Limb_Muscle
1.3745563481631183e-43,0.4395655000718386,0.989,0.955,3.208351972247535e-39,5,Ubb,Limb_Muscle
3.822443656690482e-43,0.30967763201348664,0.994,0.983,8.921965739081254e-39,5,Ftl1,Limb_Muscle
6.2396306307277e-43,0.5704903424364484,0.301,0.114,1.4563921855181523e-38,5,Arid5a,Limb_Muscle
2.987173292975749e-42,0.5854040241122711,0.353,0.16,6.972361183134696e-38,5,Tob2,Limb_Muscle
1.0722142628585485e-40,0.5496789379564528,0.457,0.254,2.502655310938138e-36,5,Slc38a2,Limb_Muscle
3.674407687148716e-40,0.38238825031670265,0.998,0.998,8.576434982573817e-36,5,Fth1,Limb_Muscle
1.6540345396275156e-39,0.2704050209439113,1,0.996,3.8606820189445843e-35,5,Rps21,Limb_Muscle
1.0761943612520303e-38,0.4883191283500279,0.734,0.572,2.511945258598364e-34,5,Srsf2,Limb_Muscle
1.0491336576005033e-37,0.433505862966014,0.87,0.74,2.4487828702053346e-33,5,Laptm5,Limb_Muscle
8.263836341384571e-37,0.49825052971096895,0.725,0.535,1.9288620404425728e-32,5,Scd1,Limb_Muscle
8.891932219451014e-37,0.5319869974724059,0.316,0.135,2.075465899342061e-32,5,Trim25,Limb_Muscle
5.077815847963084e-36,0.47225009318135047,0.571,0.446,1.1852129970730634e-31,5,Tspan13,Limb_Muscle
7.559250446673649e-35,0.4722758049998923,0.39,0.214,1.7644046467580962e-30,5,Odc1,Limb_Muscle
1.8509416616536031e-34,0.5418372114982473,0.604,0.429,4.320282932465675e-30,5,Txnip,Limb_Muscle
4.768914420465263e-34,0.4579150619675614,0.758,0.624,1.1131123148807971e-29,5,Stk17b,Limb_Muscle
1.1309494623071592e-33,0.6149816275346192,0.255,0.113,2.6397491399711403e-29,5,Gadd45b,Limb_Muscle
1.9869409649598322e-33,0.4962464573398543,0.476,0.319,4.6377189063127443e-29,5,Cirbp,Limb_Muscle
1.0726691574538324e-32,0.5080307801964316,0.392,0.198,2.50371708041299e-28,5,Stat3,Limb_Muscle
6.642288812686656e-32,0.4592523223233749,0.797,0.701,1.5503766317691923e-27,5,Mef2c,Limb_Muscle
4.208600944866849e-31,0.37175083977007306,0.868,0.766,9.823295465413712e-27,5,Cnbp,Limb_Muscle
1.5186381467854813e-30,0.3898193925072493,0.699,0.587,3.5446532984119917e-26,5,D8Ertd738e,Limb_Muscle
2.2652274372028393e-30,0.5503120475925515,0.537,0.367,5.287267361175147e-26,5,Zfp36,Limb_Muscle
8.925564783207914e-30,0.46841151929575053,0.431,0.236,2.0833160760485594e-25,5,Rpl34-ps1,Limb_Muscle
3.3998420878911907e-29,0.49204201981092227,0.316,0.146,7.935571417346828e-25,5,Ifrd1,Limb_Muscle
3.7595241159223564e-29,0.5864600158828253,0.281,0.125,8.775105238974373e-25,5,Dusp1,Limb_Muscle
8.365970221627211e-29,0.27153851941041074,0.996,0.994,1.9527011094300074e-24,5,Eif1,Limb_Muscle
1.159120624043876e-28,0.5102001883178677,0.255,0.092,2.7055034485808106e-24,5,Rrad,Limb_Muscle
1.5460801070718832e-28,0.4140297863591581,0.524,0.409,3.6087055779164824e-24,5,Brp44l,Limb_Muscle
3.738280287405812e-28,0.4647311817610701,0.58,0.415,8.725520018833906e-24,5,Sat1,Limb_Muscle
2.271994700700607e-27,0.47505484216145794,0.288,0.135,5.303062830905286e-23,5,Traf4,Limb_Muscle
2.7512671952207215e-27,0.47640677568429635,0.292,0.136,6.421732760364686e-23,5,Dennd4a,Limb_Muscle
3.6744346448661754e-27,0.47200331047604493,0.405,0.25,8.57649790458214e-23,5,Fam134b,Limb_Muscle
4.076971673042826e-27,0.350721133887797,0.26,0.135,9.51605958204926e-23,5,Gm6222,Limb_Muscle
1.5628529909680705e-26,0.3913331700338397,0.55,0.406,3.6478551662185735e-22,5,Snhg8,Limb_Muscle
1.694833175651897e-26,0.48864034200988626,0.413,0.243,3.955910115289093e-22,5,Tuba1a,Limb_Muscle
3.507679732038151e-26,0.28726304255762214,0.853,0.618,8.187275262550247e-22,5,Xist,Limb_Muscle
3.9513449838796228e-25,0.44055798627092235,0.675,0.706,9.222834326873428e-21,5,Hsp90aa1,Limb_Muscle
4.66465054621879e-25,0.5084364529968353,0.255,0.091,1.0887760839929279e-20,5,Gadd45g,Limb_Muscle
4.760686831353211e-25,0.4238637598159646,0.396,0.278,1.1111919133061529e-20,5,Prdx6,Limb_Muscle
2.8641799957567258e-24,0.35075975982393204,0.632,0.516,6.685282528095774e-20,5,Map1lc3b,Limb_Muscle
3.672955226538567e-24,0.5573734601997316,0.327,0.17,8.573044794263669e-20,5,Gem,Limb_Muscle
4.7208071835673327e-23,0.3958095365364179,0.394,0.255,1.1018836047164511e-18,5,Emd,Limb_Muscle
5.19846787093853e-23,0.449370972196441,0.357,0.188,1.2133743857557622e-18,5,Neurl3,Limb_Muscle
1.2865118034802648e-22,0.47199480082533973,0.327,0.183,3.002847200503286e-18,5,Pim1,Limb_Muscle
1.3790768332932352e-22,0.5326911951967308,0.374,0.245,3.2189032365897404e-18,5,Ppp1r15a,Limb_Muscle
1.6530181469830403e-22,0.3689213983042309,0.468,0.354,3.858309656873114e-18,5,Sdcbp,Limb_Muscle
4.259048361766532e-22,0.3799554957573327,0.338,0.217,9.941044781199261e-18,5,Gramd3,Limb_Muscle
4.379827673814339e-22,0.347455687556008,0.792,0.684,1.0222955773450047e-17,5,Eif4a1,Limb_Muscle
9.447768400782094e-22,0.3089393017219087,0.268,0.176,2.2052036224265486e-17,5,Isy1,Limb_Muscle
1.6240941230552695e-20,0.3344929447309697,0.439,0.333,3.7907980926233047e-16,5,Tmed5,Limb_Muscle
2.716234570221002e-20,0.31485588601854286,0.327,0.236,6.339963110352841e-16,5,Egln2,Limb_Muscle
4.239532113955745e-20,0.5328646452292058,0.312,0.177,9.895491907184103e-16,5,Sfn,Limb_Muscle
4.971838170447496e-20,0.3854376744500574,0.26,0.118,1.16047674736415e-15,5,Bcl3,Limb_Muscle
1.2827488272415778e-19,0.41423029381596366,0.372,0.237,2.9940640376645667e-15,5,Neat1,Limb_Muscle
4.3210337728572085e-19,0.35034441713360165,0.604,0.512,1.008572492922601e-14,5,Pnrc1,Limb_Muscle
7.5401032262496305e-19,0.5180965831673764,0.284,0.149,1.7599354940389263e-14,5,Nfkbid,Limb_Muscle
8.688481563210485e-19,0.289744913434149,0.76,0.714,2.0279784816689593e-14,5,Dad1,Limb_Muscle
9.720959395719345e-19,0.3589952736728006,0.301,0.169,2.2689691325548524e-14,5,Irf1,Limb_Muscle
1.1073891299646715e-18,0.33261617235545926,0.433,0.289,2.5847569682505397e-14,5,Kras,Limb_Muscle
2.5045530883027347e-18,0.359766896869694,0.5,0.377,5.845877363407413e-14,5,Bri3,Limb_Muscle
3.341220050345484e-18,0.4637439207327221,0.567,0.501,7.798741719511395e-14,5,Dusp2,Limb_Muscle
6.8133912094670135e-18,0.3355376201455448,0.344,0.261,1.5903136422016955e-13,5,Atp2b1,Limb_Muscle
1.8356866766340075e-17,0.2893633207731842,0.294,0.211,4.284676271931437e-13,5,Morf4l2,Limb_Muscle
2.0041774349854944e-17,0.3326789789904745,0.591,0.483,4.677950550999643e-13,5,Mll5,Limb_Muscle
2.3286766689657794e-17,0.2704250493283465,0.284,0.191,5.435364213033026e-13,5,Gm6654,Limb_Muscle
3.8841540721890035e-17,0.26645933954354084,0.831,0.718,9.066004019896353e-13,5,Rbm3,Limb_Muscle
5.61625239468703e-17,0.32626093270781975,0.281,0.189,1.3108894714438996e-12,5,Gnl3,Limb_Muscle
1.9195188671986722e-16,0.29921719729894775,0.255,0.149,4.480348987928421e-12,5,Gm6251,Limb_Muscle
5.659793459027413e-16,0.3730640420218657,0.394,0.296,1.3210523912715883e-11,5,Gpr171,Limb_Muscle
7.807601619348892e-16,0.26135497715530537,0.301,0.216,1.822372293972225e-11,5,Inpp5d,Limb_Muscle
8.835618966338039e-16,0.26540247351957,0.331,0.27,2.0623218229329616e-11,5,Atp6v0d1,Limb_Muscle
1.8979367642769747e-15,0.26663785051903144,0.775,0.71,4.4299742014988866e-11,5,Gdi2,Limb_Muscle
1.3889184883313455e-14,0.32619708064213004,0.329,0.231,3.241874643614194e-10,5,Pde4b,Limb_Muscle
3.430581150520093e-14,0.28342704126582885,0.273,0.19,8.007319463428949e-10,5,Wbp2,Limb_Muscle
4.812780139696986e-14,0.31308458368130454,0.314,0.217,1.1233510124066735e-9,5,Cerk,Limb_Muscle
5.88875299684504e-14,0.28433185708517184,0.268,0.185,1.374493836993601e-9,5,Isca1,Limb_Muscle
1.4683356435805082e-13,0.250464158463061,0.426,0.391,3.427242225681264e-9,5,H2-Q4,Limb_Muscle
4.763576559385586e-13,0.2965384432284338,0.32,0.242,1.1118664047261896e-8,5,Plek,Limb_Muscle
4.882723910827472e-13,0.26202755452120846,0.273,0.213,1.1396765880262403e-8,5,Cnot6l,Limb_Muscle
8.813425044342194e-13,0.31970670858206873,0.34,0.232,2.0571415395999115e-8,5,Fam69a,Limb_Muscle
9.533159822203749e-13,0.25986774866634077,0.409,0.381,2.225134834100577e-8,5,Il21r,Limb_Muscle
1.2394311351380546e-12,0.26918683547501665,0.253,0.161,2.892956212525733e-8,5,Ssh2,Limb_Muscle
2.4479126127746778e-12,0.263350339988343,0.693,0.637,5.7136728294773756e-8,5,Ets1,Limb_Muscle
5.613496843471556e-12,0.41148706402798785,0.279,0.272,1.3102462982346958e-7,5,Jun,Limb_Muscle
9.290981113274255e-11,0.3585434276743342,0.409,0.262,2.168607901649344e-6,5,Fos,Limb_Muscle
1.7751249698736448e-10,0.2634678659596835,0.346,0.251,4.143319192182075e-6,5,Tcp11l2,Limb_Muscle
3.843740442322448e-8,0.3384513283380234,0.31,0.216,8.971674566424825e-4,5,Rgs2,Limb_Muscle
2.2576058907250274e-7,0.29861213401140896,0.307,0.242,0.005269477909541287,5,Marcksl1,Limb_Muscle
3.9349502314683747e-7,0.25310085653313297,0.515,0.417,0.009184567335270333,5,Apoe,Limb_Muscle
0,2.870043138608461,0.74,0.151,0,6,Hist1h2ao,Marrow
0,2.693982210005866,0.885,0.43,0,6,Hmgb2,Marrow
0,2.6292026050053563,0.783,0.1,0,6,Stmn1,Marrow
0,2.3895732569862163,1,0.036,0,6,S100a8,Marrow
0,2.3507600827590354,1,0.035,0,6,S100a9,Marrow
0,2.1515027022894353,0.954,0.588,0,6,H2afz,Marrow
0,2.123890312792336,0.71,0.019,0,6,Mki67,Marrow
0,2.0589780948161156,1,0.18,0,6,Beta-s,Marrow
0,1.9381961371606091,0.735,0.183,0,6,H2afx,Marrow
0,1.9229873281966887,0.981,0.795,0,6,Hmgb1,Marrow
0,1.7744268746703367,0.866,0.494,0,6,Tuba1b,Marrow
0,1.767831073274259,0.871,0.473,0,6,Hmgn2,Marrow
0,1.7469633808973963,0.887,0.389,0,6,H2afv,Marrow
0,1.5425371160701138,1,0.99,0,6,Ptma,Marrow
0,1.5376483058919783,0.909,0.644,0,6,Tubb5,Marrow
0,1.4844104389750745,0.928,0.006,0,6,Camp,Marrow
0,1.3325620162067453,0.901,0.005,0,6,Ngp,Marrow
0,0.9906575698227562,0.692,0.005,0,6,Retnlg,Marrow
2.818e-320,1.4578905988910535,0.861,0.384,6.57784495e-316,6,Ube2s,Marrow
1.4715627e-317,1.1608701724638641,0.692,0.012,3.4347744247e-313,6,Myb,Marrow
1.5340621e-316,1.8013881831060472,0.885,0.497,3.58065439658e-312,6,Vpreb3,Marrow
7.468578127e-315,2.310252093621461,0.697,0.027,1.7432408207309e-310,6,Top2a,Marrow
4.31116658713e-312,2.6369925283223425,0.668,0.056,1.0062693931016672e-307,6,Hist1h2ae,Marrow
1.13967803712e-311,1.5039713442392997,0.979,0.655,2.6601225064413216e-307,6,Cd24a,Marrow
1.0135077510063829e-304,1.6734854811434237,0.794,0.096,2.3656284416239984e-300,6,Lmnb1,Marrow
3.157015240635523e-304,1.717042576245786,0.743,0.067,7.368789273167375e-300,6,Ezh2,Marrow
6.211642061466981e-298,2.3299272073201207,0.713,0.027,1.4498593735670082e-293,6,2810417H13Rik,Marrow
3.2867212923592533e-296,1.442168809228973,0.718,0.021,7.671536168495733e-292,6,Sox4,Marrow
8.95809730426313e-295,1.6594244232130326,0.788,0.161,2.090909491788057e-290,6,Ccnd3,Marrow
2.6427459557081477e-291,1.7419189210299462,0.676,0.018,6.168433335218388e-287,6,Birc5,Marrow
1.636006883929681e-288,1.690186202063489,0.713,0.128,3.818603667780269e-284,6,Myl4,Marrow
4.867018839947193e-288,1.0695187166718123,0.67,0.015,1.1360108674320743e-283,6,Il7r,Marrow
3.402665091418199e-281,1.4576929897822768,0.627,0.013,7.942160589879219e-277,6,Ccna2,Marrow
1.7487942990530464e-279,1.8125208432486457,0.716,0.172,4.081860773419716e-275,6,Hist1h1e,Marrow
3.522009437133586e-277,1.6899255911450608,0.767,0.075,8.220722227213504e-273,6,Tifa,Marrow
