p_val,avg_logFC,pct.1,pct.2,p_val_adj,cluster,gene,tissue
1.4099327023602723e-15,0.3268088616263718,0.445,0.41,3.290923920579112e-11,0,Hhex,Spleen
1.4440976755182853e-15,0.4108410580254054,0.587,0.485,3.37066838442723e-11,0,Serpinb1a,Spleen
2.592287212955844e-15,0.4970341154324185,0.336,0.228,6.050657583760235e-11,0,Zc3h12d,Spleen
7.50453140140377e-15,0.3657274393252914,0.728,0.716,1.751632674401654e-10,0,Cotl1,Spleen
2.6426337586852545e-14,0.4928346700134165,0.518,0.398,6.168171456147252e-10,0,Cybb,Spleen
2.7108150375279888e-14,0.5067959608796082,0.451,0.427,6.327313379094078e-10,0,Tnfrsf13b,Spleen
3.4184876033417226e-14,0.8296663601149792,0.255,0.232,7.979091914959915e-10,0,Strn4,Spleen
6.446650312827061e-14,0.36571516111733704,0.692,0.656,1.5047126495169642e-9,0,Grcc10,Spleen
6.996769827878894e-14,0.5337979327019937,0.588,0.486,1.6331160455252126e-9,0,Swap70,Spleen
7.00290287451572e-14,0.7939824062658607,0.359,0.25,1.634547559940714e-9,0,Trim34a,Spleen
7.697872355064687e-14,0.357148735003995,0.524,0.497,1.7967603863956488e-9,0,Plac8,Spleen
8.942790350725729e-14,0.6371456471284951,0.456,0.435,2.0873366957628924e-9,0,Pdia4,Spleen
1.358118002379248e-13,0.2882386267020518,0.761,0.794,3.169983229353403e-9,0,Hmha1,Spleen
3.9730754787321464e-13,0.27425446623507455,0.864,0.86,9.273555474908703e-9,0,Rpl36a,Spleen
3.975078114347488e-13,0.5734501802390355,0.436,0.323,9.278229826698471e-9,0,Lmo2,Spleen
4.427716992369126e-13,0.2550926367176265,0.428,0.52,1.0334734231888778e-8,0,Sun2,Spleen
4.78351147501838e-13,0.33500081575850515,0.589,0.459,1.1165194133840402e-8,0,Bcl11a,Spleen
7.199569606398395e-13,0.5227174462117028,0.453,0.34,1.6804515418294494e-8,0,Vasp,Spleen
1.16895499058629e-12,0.7180477774463814,0.279,0.237,2.7284578435274595e-8,0,Sh2d3c,Spleen
1.3427926470534642e-12,0.5094158702172491,0.585,0.49,3.134212317487491e-8,0,Tbc1d10c,Spleen
1.6639035968820409e-12,0.4784439824581348,0.675,0.594,3.8837173854823716e-8,0,Sell,Spleen
2.8328167415021722e-12,0.5244929170732346,0.777,0.732,6.61207755634022e-8,0,Arhgef1,Spleen
3.5397508694503155e-12,0.5273330516361883,0.425,0.329,8.262132504383981e-8,0,Evi2b,Spleen
6.690323345540858e-12,0.26074508831434606,0.407,0.489,1.5615883720826918e-7,0,Mat2b,Spleen
6.972880043877638e-12,0.28334131368570636,0.253,0.311,1.6275399310414795e-7,0,Fam36a,Spleen
8.390584606957451e-12,0.7479508332161995,0.278,0.189,1.9584463531099385e-7,0,Bcar3,Spleen
1.3777704874353157e-11,0.37899803272389043,0.648,0.534,3.21585409472277e-7,0,Sp140,Spleen
1.3897852155892083e-11,0.3900207820256223,0.271,0.318,3.243897671706771e-7,0,Ddx18,Spleen
2.3631284215566397e-11,0.2736848579270217,0.296,0.369,5.515778048755353e-7,0,Ddx50,Spleen
6.564704266527456e-11,0.28110627428873336,0.532,0.412,1.5322676228501735e-6,0,Btla,Spleen
6.762964306131097e-11,0.48646442953222335,0.276,0.185,1.5785434986940595e-6,0,Lpcat1,Spleen
1.186053138080459e-10,0.5377746808819941,0.283,0.185,2.7683666295935994e-6,0,H2-Eb2,Spleen
1.1871831281244854e-10,0.3683482475488713,0.627,0.53,2.7710041393553613e-6,0,Slfn2,Spleen
1.2705881575994005e-10,0.3522519038239347,0.518,0.423,2.9656798186527605e-6,0,Sesn1,Spleen
2.420283706300662e-10,0.6060219497360899,0.354,0.258,5.649184198876375e-6,0,Rasgrp3,Spleen
3.0950267301215356e-10,0.41386029572599625,0.645,0.638,7.2241018907766766e-6,0,Mknk2,Spleen
3.722720953151151e-10,0.29957450777511685,0.478,0.375,8.689202976750102e-6,0,C130026I21Rik,Spleen
7.001565575123615e-10,0.4058278264747006,0.796,0.73,1.634235420889603e-5,0,Hvcn1,Spleen
7.240835915870728e-10,0.32660085781761783,0.532,0.494,1.6900835111233866e-5,0,Grap,Spleen
7.895358480565427e-10,0.27409878573394675,0.976,0.968,1.8428556229487763e-5,0,Arhgdib,Spleen
8.442168717169967e-10,0.44359317924900754,0.717,0.657,1.970486600274642e-5,0,Ralgps2,Spleen
1.002530518399391e-9,0.3145753973501568,0.752,0.732,2.3400064829960183e-5,0,Grb2,Spleen
1.113612947860557e-9,0.4192182696832383,0.306,0.33,2.5992839816013262e-5,0,Parvg,Spleen
1.2246252406663428e-9,0.2678888598922331,0.18,0.252,2.858397774239311e-5,0,Ctdsp1,Spleen
1.2319238561100196e-9,0.25343155744625534,0.66,0.55,2.875433472546397e-5,0,Scd1,Spleen
2.0258052661059326e-9,0.2842052140803393,0.296,0.381,4.728432071617857e-5,0,Dhx15,Spleen
2.1621661521783787e-9,0.33401371701845406,0.636,0.602,5.0467120157995536e-5,0,Ptpn18,Spleen
2.5689598393840965e-9,0.25887623074600086,0.374,0.464,5.99620916110642e-5,0,Supt5h,Spleen
3.3092974403130398e-9,0.3192154771039917,0.603,0.662,7.724231155434666e-5,0,Csk,Spleen
4.776840664373766e-9,0.37882324017947955,0.561,0.535,1.1149623794714807e-4,0,Cd38,Spleen
5.906939238493172e-9,0.4640808439166557,0.364,0.328,1.3787386876566913e-4,0,Evl,Spleen
6.376244058470808e-9,0.6328828086788572,0.315,0.303,1.4882791256876714e-4,0,BC094916,Spleen
6.499772379772621e-9,0.5096080387922379,0.438,0.378,1.5171118711627276e-4,0,Irf5,Spleen
8.21231081898227e-9,0.3290385030740737,0.259,0.316,1.916835468258652e-4,0,Taf1d,Spleen
9.906162754318185e-9,0.5116882159829093,0.435,0.392,2.3121974484854074e-4,0,Stat1,Spleen
1.330204294165165e-8,0.299934690288878,0.35,0.43,3.1048298430109115e-4,0,Rlim,Spleen
1.3789437350797048e-8,0.330967689579059,0.579,0.648,3.218592572049539e-4,0,Wdr1,Spleen
1.4311274880829404e-8,0.29671671658168375,0.212,0.283,3.3403946699343915e-4,0,Elovl5,Spleen
1.5175331310995464e-8,0.5244737658454994,0.22,0.263,3.5420740812994514e-4,0,Ncstn,Spleen
1.6357045673783058e-8,0.36873113129664636,0.492,0.471,3.817898030717704e-4,0,Ppp1r18,Spleen
1.8224937884530006e-8,0.25981607688514785,0.335,0.32,4.2538827516281486e-4,0,Itprip,Spleen
2.1084499542932647e-8,0.29945379021478935,0.529,0.44,4.921333038315909e-4,0,B4galnt1,Spleen
2.2818713211783167e-8,0.626142349367921,0.46,0.414,5.326115850762308e-4,0,Sh3bp5,Spleen
2.4354640693211714e-8,0.25939531211371225,0.228,0.287,5.684616684202546e-4,0,Zc3hav1,Spleen
2.4679968080957606e-8,0.47970984170525366,0.289,0.203,5.760551349776315e-4,0,Fgd2,Spleen
2.5131794048070023e-8,0.2913997663089347,0.851,0.82,5.866012048760024e-4,0,Apobec3,Spleen
2.5178555781257822e-8,0.5357073280229088,0.303,0.218,5.876926704903388e-4,0,Gm8369,Spleen
3.163044387757732e-8,0.39165591638353625,0.363,0.398,7.382861905465322e-4,0,Tap2,Spleen
3.261439148759914e-8,0.3339722751748784,0.219,0.273,7.612525117120516e-4,0,Sf3a2,Spleen
3.394614613497436e-8,0.35444651512618375,0.773,0.698,7.923369969364365e-4,0,Mef2c,Spleen
3.717504484428378e-8,0.4431903749218451,0.506,0.427,8.677027217104277e-4,0,Sorl1,Spleen
3.8568316323566036e-8,0.46416316871857344,0.258,0.204,9.002230713083549e-4,0,Pglyrp1,Spleen
3.9787337493571024e-8,0.4886213246819766,0.433,0.339,9.286762444374412e-4,0,Lat2,Spleen
4.474878185722895e-8,0.2984415035203285,0.204,0.272,0.001044481317329581,0,Adnp,Spleen
5.748734494431958e-8,0.39626287613279576,0.555,0.514,0.0013418121183453632,0,Bin1,Spleen
6.719407682487173e-8,0.3974005145497701,0.373,0.398,0.001568376947169331,0,Tap1,Spleen
6.8090262926696125e-08,0.3924242695533753,0.515,0.508,0.0015892948269720143,0,Ctsc,Spleen
7.118759776448375e-8,0.29249232471990094,0.78,0.762,0.001661589719420815,0,Gm2a,Spleen
8.270789263596035e-8,0.25821498307773183,0.202,0.269,0.0019304849220159505,0,Arf3,Spleen
1.070929894339702e-7,0.3119177475116537,0.248,0.283,0.0024996574663782986,0,Wibg,Spleen
1.097496939774829e-7,0.3108633629218307,0.515,0.541,0.0025616676071284284,0,Btk,Spleen
1.1836937035375234e-7,0.5677596656740782,0.475,0.392,0.0027628594734269334,0,Fam111a,Spleen
1.2015810962601096e-7,0.4477051222709161,0.367,0.351,0.0028046104367807217,0,Gngt2,Spleen
1.4360778501147072e-7,0.3315355433849003,0.339,0.383,0.003351949309952738,0,Mysm1,Spleen
1.5244403623369e-7,0.5450082952502546,0.362,0.329,0.0035581962497305583,0,Il4ra,Spleen
1.805269440378475e-7,0.28990050533254585,0.319,0.374,0.004213679400787399,0,Myo1g,Spleen
2.3491378344556878e-7,0.25357619345714255,0.267,0.34,0.005483122619403021,0,Psmd1,Spleen
2.3608660248606483e-7,0.5854921142045146,0.397,0.348,0.005510497388627239,0,Mob3a,Spleen
2.4845856010393264e-7,0.520546954326536,0.273,0.29,0.005799271251385892,0,Trim33,Spleen
2.8522254418138684e-7,0.408270838165258,0.252,0.29,0.00665737940373775,0,Nfx1,Spleen
2.8826171137442586e-7,0.2637498000909604,0.236,0.302,0.006728316605190474,0,Nsun2,Spleen
3.068247259977648e-7,0.35974943912414403,0.65,0.638,0.0071615959295138285,0,Il16,Spleen
3.4210638109992266e-7,0.26422999219453835,0.204,0.271,0.007985105041253295,0,Ddx27,Spleen
3.7752364467691177e-7,0.4234484402998637,0.323,0.301,0.008811779390403798,0,Lyl1,Spleen
3.797867533146618e-7,0.34115453084717906,0.47,0.403,0.008864602609117521,0,Ncf4,Spleen
3.881380287005822e-7,0.3817632387217591,0.231,0.262,0.009059529727900289,0,Ly9,Spleen
4.429918932361469e-7,0.49631431672941906,0.315,0.235,0.010339873780024905,0,Rin3,Spleen
4.762732582347006e-7,0.27073811863643993,0.409,0.439,0.011116694120456147,0,Plekhj1,Spleen
4.940754544477684e-7,0.32275661708390047,0.299,0.344,0.011532215182265361,0,Man2b1,Spleen
5.133079158751094e-7,0.2841487170153907,0.248,0.31,0.011981120064440928,0,Chtf8,Spleen
5.642254621502739e-7,0.25165713124109024,0.192,0.255,0.013169586512049542,0,Zfp592,Spleen
6.195972944249913e-7,0.3375847848880644,0.491,0.44,0.014462020449173722,0,Ptprj,Spleen
7.014665852999796e-7,0.33298774792416275,0.317,0.232,0.01637293156748682,0,Gm15987,Spleen
9.415215896030489e-7,0.27926031812021446,0.399,0.458,0.021976055422924762,0,Tm9sf2,Spleen
1.0045785033689224e-6,0.3505885861303084,0.295,0.215,0.023447866847134017,0,Lrrk2,Spleen
1.0600834045055948e-6,0.3241473920188662,0.571,0.615,0.02474340674456509,0,Grk6,Spleen
1.0952723484246913e-6,0.600144121836486,0.288,0.278,0.025564751884580718,0,Il10rb,Spleen
1.1565788128298035e-6,0.287813616890781,0.608,0.649,0.026995706070260445,0,Mndal,Spleen
1.2039122285771766e-6,0.7113120767686927,0.256,0.208,0.02810051532721988,0,Irak2,Spleen
1.2334027243139198e-6,0.5611576147304138,0.256,0.229,0.0287888529882112,0,Irf9,Spleen
1.2420051471594367e-6,0.3639039293977291,0.546,0.565,0.02898964213984841,0,Fermt3,Spleen
1.2729324647861355e-6,0.25771057174583234,0.3,0.354,0.029711516660573187,0,Hipk1,Spleen
1.3306135353095368e-6,0.3136747923310672,0.22,0.29,0.0310578505276599,0,Ddb1,Spleen
1.350438674197477e-6,0.25564654941151677,0.777,0.786,0.03152058909444331,0,Psmb8,Spleen
1.4100122642251035e-6,0.2788417441338167,0.644,0.563,0.03291109625927814,0,S1pr1,Spleen
1.416882211790006e-6,0.28170101416891136,0.658,0.614,0.03307144770539053,0,Fam65b,Spleen
1.4599753288252198e-6,0.28822373249981936,0.264,0.312,0.03407728415010945,0,Ddx41,Spleen
1.474995343087832e-6,0.4580821502973276,0.379,0.413,0.03442786630301309,0,Slc44a2,Spleen
1.5996384319523567e-6,0.32006970495792864,0.243,0.29,0.03733716064019996,0,Mak16,Spleen
1.6688850171775813e-6,0.2904493118090494,0.309,0.352,0.038953445185941925,0,Rftn1,Spleen
1.688799385640409e-6,0.41724835906012725,0.379,0.338,0.03941826646023279,0,Trim35,Spleen
1.6949855263129106e-6,0.5654031951437934,0.345,0.306,0.03956265716966965,0,Ctso,Spleen
1.7489503969242844e-6,0.4033903445650029,0.272,0.196,0.04082225121460972,0,Ddit4,Spleen
1.8694376903612627e-6,0.46491360626167033,0.269,0.216,0.043634545130722235,0,Prr5,Spleen
1.8818620448828528e-6,0.5355597174382289,0.343,0.279,0.04392454198961067,0,Adrb2,Spleen
1.8833650815232816e-6,0.5138105116455094,0.296,0.238,0.04395962436783492,0,Kmo,Spleen
1.9380943918818805e-6,0.33957687718900864,0.542,0.525,0.045237061200914974,0,Pisd-ps3,Spleen
1.994263458457878e-6,0.4226140695391747,0.262,0.307,0.04654810338386533,0,Prpf6,Spleen
2.2205277677572824e-6,0.3885899352661868,0.582,0.544,0.05182933862722273,0,Pxk,Spleen
2.384564363412993e-6,0.3857041436869437,0.29,0.294,0.055658116806422665,0,Trim12a,Spleen
2.405003515421328e-6,0.27008137684477074,0.268,0.321,0.05613518705344922,0,Vps25,Spleen
2.4134144550914076e-6,0.26686063529971626,0.264,0.326,0.056331506796288545,0,Rnf115,Spleen
2.554295519637759e-6,0.3781142357454259,0.375,0.415,0.05961981172386493,0,Vav1,Spleen
2.595171017212764e-6,0.2851185491945065,0.281,0.325,0.06057388671276313,0,Phb,Spleen
2.6532791746745454e-6,0.38898901999160795,0.524,0.453,0.06193018921607856,0,Man1a,Spleen
2.7459961404562827e-6,0.44096300608276184,0.395,0.314,0.0640942959143901,0,Gimap5,Spleen
3.1154824897841437e-6,0.4567248382566209,0.457,0.48,0.0727184767940517,0,Plcg2,Spleen
3.200409878395538e-6,0.32780211546531635,0.404,0.342,0.07470076697163025,0,Gm6654,Spleen
3.203885963872204e-6,0.3208592886212225,0.696,0.681,0.07478190228274112,0,Ctsz,Spleen
3.288850295182131e-6,0.2756002966731721,0.199,0.256,0.07676505473984611,0,Usp5,Spleen
3.348418223461534e-6,0.39217826804038847,0.268,0.279,0.07815542975381566,0,BC013712,Spleen
3.5306868043176263e-6,0.371102953884507,0.721,0.696,0.08240976069957771,0,Cd81,Spleen
3.623219580560661e-6,0.4316185045562335,0.4,0.391,0.08456956822986639,0,Acap1,Spleen
3.627611185637475e-6,0.4606653761302084,0.308,0.306,0.0846720726839643,0,Mgrn1,Spleen
3.839856355558654e-6,0.5023250312238297,0.419,0.388,0.08962608719509454,0,Prkd2,Spleen
3.9672328081017815e-6,0.43361027693730136,0.28,0.323,0.09259918097390368,0,Snd1,Spleen
4.598244717376056e-6,0.3151513707001765,0.902,0.907,0.10732762994827452,0,Ets1,Spleen
5.160240963772496e-6,0.275717198494283,0.214,0.264,0.12044518433541383,0,Gnl3,Spleen
5.870672145658204e-6,0.3114647026415436,0.22,0.28,0.13702735855180814,0,Tnpo3,Spleen
6.662680726603006e-6,0.5141659582349902,0.266,0.195,0.15551363083964076,0,Cd200,Spleen
7.199216480374495e-6,0.47840863778014686,0.411,0.356,0.1680369118684211,0,Abi3,Spleen
8.163180988119678e-6,0.6125799668026102,0.265,0.202,0.1905368074437014,0,9930111J21Rik1,Spleen
8.302696469827395e-6,0.36242082308881063,0.303,0.227,0.19379323830224124,0,Haao,Spleen
9.625891743678562e-6,0.4648326636302329,0.294,0.24,0.22467793918920131,0,Mllt6,Spleen
9.883573791829903e-6,0.25665333128588497,0.407,0.437,0.23069249587510177,0,Cd48,Spleen
1.0879859130933767e-5,0.32753174677261265,0.371,0.429,0.25394679197512504,0,Cdk12,Spleen
1.5098654781005452e-5,0.36842400590731206,0.443,0.442,0.3524177012434483,0,Lmbrd1,Spleen
1.7615274392710315e-5,0.36355084057001186,0.527,0.532,0.41115811960025145,0,Map4k1,Spleen
1.8153542676800484e-5,0.2732934493380581,0.282,0.307,0.42372183961920007,0,Nmi,Spleen
2.0568699392211795e-5,0.4127687379613656,0.307,0.237,0.4800940125136155,0,Cd40,Spleen
2.138076211725216e-5,0.3291493379336359,0.332,0.35,0.49904836857878265,0,Traf3ip3,Spleen
2.168022383482799e-5,0.2949086476821554,0.478,0.399,0.5060381045287201,0,Cbx7,Spleen
2.3996008135933556e-5,0.3758139084303753,0.403,0.359,0.5600908259008252,0,Ncf1,Spleen
2.5004667180247057e-5,0.27742979426926073,0.516,0.5,0.5836339366541465,0,Acp5,Spleen
2.7234987489993138e-5,0.2797724801349126,0.201,0.26,0.6356918430039298,0,2900097C17Rik,Spleen
2.786076857020976e-5,0.32787052948700346,0.369,0.369,0.6502981991972661,0,Gng10,Spleen
2.970723457712879e-5,0.26724586984790566,0.724,0.653,0.6933965622647631,0,Macf1,Spleen
3.322630288579454e-5,0.3076804451440309,0.239,0.27,0.7755351356573303,0,Pip4k2a,Spleen
3.535124828638178e-5,0.271591583426976,0.313,0.348,0.8251334862524371,0,Lypla2,Spleen
3.560220459491432e-5,0.312997854713684,0.297,0.339,0.8309910574498952,0,Morc3,Spleen
3.64944101013462e-5,0.44353544377792,0.351,0.287,0.8518160261755217,0,Il10ra,Spleen
4.003097905668406e-5,0.3519521600718303,0.323,0.259,0.9343630821620627,0,Rasgef1b,Spleen
4.126933873424899e-5,0.32808981444277974,0.236,0.264,0.9632676353961057,0,Arl8a,Spleen
4.5582303930384974e-5,0.3048287489232626,0.427,0.437,1,0,Rnf130,Spleen
4.7397413132300234e-5,0.3272386750056473,0.33,0.341,1,0,Dapp1,Spleen
5.189699579001598e-5,0.30683873742475676,0.265,0.298,1,0,Rassf5,Spleen
6.190131332347967e-5,0.3606130792570861,0.353,0.321,1,0,Lpxn,Spleen
6.542300804774262e-5,0.5628695314874612,0.35,0.298,1,0,Sema4d,Spleen
6.641588246137521e-5,0.30506744185952606,0.319,0.372,1,0,Celf1,Spleen
7.101437182486893e-5,0.5623496163312085,0.363,0.339,1,0,Srebf2,Spleen
8.401402508106061e-5,0.512832857890797,0.359,0.394,1,0,Ip6k1,Spleen
8.923173682109262e-5,0.3315446065637473,0.351,0.385,1,0,Pde7a,Spleen
9.0709309472468893e-05,0.2604487900871,0.657,0.656,1,0,Psme1,Spleen
9.271943751258355e-5,0.3095931330992383,0.22,0.28,1,0,E030024N20Rik,Spleen
1.0509658669164286e-4,0.2830688751635737,0.38,0.436,1,0,Actn4,Spleen
1.056475001353754e-4,0.25723091219420535,0.244,0.304,1,0,Rnpepl1,Spleen
1.0624070300165166e-4,0.27938669189173293,0.27,0.301,1,0,Nsf,Spleen
1.0848665128990289e-4,0.26137363612807096,0.26,0.312,1,0,Nrd1,Spleen
1.1058432612964527e-4,0.31044943669141656,0.336,0.385,1,0,Rela,Spleen
1.1359295752622098e-4,0.3634301747318638,0.308,0.331,1,0,Wdr43,Spleen
1.1382513604985003e-4,0.3118355058712634,0.244,0.258,1,0,Crlf2,Spleen
1.1961234732665644e-4,0.34390083512232694,0.26,0.305,1,0,Xpo6,Spleen
1.2079242998003597e-4,0.25567769873737234,0.24,0.282,1,0,Lonp2,Spleen
1.235157560094112e-4,0.4460726562869324,0.308,0.246,1,0,Ephx1,Spleen
1.2536579064972576e-4,0.3829483861607108,0.32,0.335,1,0,Rapgef1,Spleen
1.3152599443119943e-4,0.5185113909436794,0.314,0.34,1,0,Sf3b3,Spleen
1.6682408793744055e-4,0.36646521826054457,0.249,0.286,1,0,Ecd,Spleen
1.7098548815738432e-4,0.3516436178266087,0.554,0.515,1,0,Wdr89,Spleen
1.9583357468644545e-4,0.35067058627168146,0.309,0.251,1,0,Bmp2k,Spleen
2.185144955952498e-4,0.35564251520448664,0.46,0.482,1,0,Anxa6,Spleen
2.570591678855393e-4,0.47616555652120507,0.268,0.298,1,0,Usp4,Spleen
2.65266072541278e-4,0.30737015512228805,0.609,0.61,1,0,D4Wsu53e,Spleen
2.795194335870225e-4,0.3170031982706818,0.236,0.272,1,0,Tex10,Spleen
3.1854432563387e-4,0.44072552030900614,0.375,0.315,1,0,Zfp318,Spleen
3.264017396386015e-4,0.3403207208544128,0.325,0.353,1,0,Ehd1,Spleen
