p_val,avg_logFC,pct.1,pct.2,p_val_adj,tissue_subtissue,genes
4.858426623588713e-10,-0.9464435575516257,0.288,0.509,1.1340053582118414e-5,Fat: BAT,Top2b
5.133075018746097e-10,-0.4861286403927574,0.346,0.563,1.1981110401255266e-5,Fat: BAT,Lrrc33
6.035779615973177e-10,1.2219775446854504,0.236,0.097,1.4088113201642993e-5,Fat: BAT,B3gnt7
6.440437262316418e-10,-0.7139686301525803,0.319,0.566,1.5032624613972751e-5,Fat: BAT,Map4k1
7.650995675963203e-10,-0.9556961399789956,0.251,0.48,1.785818900726571e-5,Fat: BAT,Fam111a
7.796093521862928e-10,-1.3346638446376682,0.309,0.516,1.819686188938026e-5,Fat: BAT,Hist1h1e
7.821139573535314e-10,0.6185290281816354,0.885,0.808,1.825532187858878e-5,Fat: BAT,Btg2
8.464286767294058e-10,-1.1327373564480894,0.058,0.257,1.975649174354106e-5,Fat: BAT,BC035044
8.841874734632853e-10,1.2634398233394486,0.141,0.044,2.063781981810654e-5,Fat: BAT,2210403K04Rik
1.1587941633560343e-9,0.3453721526202864,0.995,0.991,2.7047414566893198e-5,Fat: BAT,Rps7
1.380745725799928e-9,-0.35135623523760273,0.932,0.941,3.222798598589612e-5,Fat: BAT,Cd52
1.4600246095632569e-9,-0.8111202928011423,0.251,0.485,3.4078434411815976e-5,Fat: BAT,Tnfaip8
1.5327420355467874e-9,-0.7713888860468039,0.236,0.462,3.5775731851697566e-5,Fat: BAT,Ttpal
1.6130248824521905e-9,-2.1615735800705873,0.01,0.181,3.7649613781316575e-5,Fat: BAT,Arid3a
1.6564500430462446e-9,-1.1712735716492437,0.063,0.261,3.86632004547424e-5,Fat: BAT,D730005E14Rik
1.835167094680475e-9,-1.2759391558647986,0.105,0.313,4.2834635156936964e-5,Fat: BAT,Dpp4
1.8708819814689112e-9,-2.6147274035830472,0.031,0.21,4.3668256329465855e-5,Fat: BAT,E2f2
1.9988038493329766e-9,-1.1467275406174422,0.22,0.423,4.6654080647281006e-5,Fat: BAT,Sbk1
2.1723497569002064e-9,-1.0634738204892829,0.22,0.432,5.070481567580772e-5,Fat: BAT,Lrmp
2.664024010810316e-9,-1.195198379055574,0.304,0.495,6.218098443632359e-5,Fat: BAT,Ssrp1
2.8552389610240232e-09,-0.8986928305218718,0.246,0.456,6.664413258926172e-5,Fat: BAT,Hnrnpa3
2.871917573688241e-9,0.4391993282788187,0.476,0.296,6.703342808745724e-5,Fat: BAT,Nfkbid
2.9717244552224626e-9,-0.48400364846659016,0.372,0.595,6.93630205093475e-5,Fat: BAT,Banf1
3.443645169474961e-9,-0.6381816230548143,0.429,0.625,8.037812190071506e-5,Fat: BAT,Sf3b2
3.852453104853338e-9,-0.38446901869393546,0.524,0.724,8.992010792038177e-5,Fat: BAT,Cox6c
4.125534643515231e-9,1.06137650528209,0.335,0.178,9.629410411428902e-5,Fat: BAT,Zfp295
4.2353565851796935e-9,-0.9547924258770126,0.141,0.344,9.885745805467922e-5,Fat: BAT,Lmo4
4.2771529334093675e-9,-1.7217780206961963,0.058,0.242,9.983302661870804e-5,Fat: BAT,Cecr2
4.438488053977259e-9,0.5027050969242062,0.827,0.641,1.035987496678832e-4,Fat: BAT,Apoe
4.668137376983145e-9,-1.229131235560422,0.199,0.404,1.0895899451616359e-4,Fat: BAT,Nckap1l
4.905557139297819e-9,-0.7833960340267812,0.853,0.862,1.1450060918835039e-4,Fat: BAT,Map3k1
4.948010857935597e-9,-1.1074228617647544,0.215,0.427,1.1549152143507477e-4,Fat: BAT,Sp3
5.37361469332628e-9,-1.0312770762942822,0.503,0.682,1.254255405569287e-4,Fat: BAT,Rod1
5.449054447781719e-9,-0.9808812722706657,0.199,0.401,1.271863798656731e-4,Fat: BAT,Trim28
5.471129434677335e-9,0.7395209251412194,0.681,0.522,1.2770163213480368e-4,Fat: BAT,Cd2
5.92649383386359e-9,-1.355028277637861,0.267,0.448,1.3833029257621004e-4,Fat: BAT,Uba1
6.07795430241397e-9,-0.49668727726312767,0.424,0.645,1.4186553137264448e-4,Fat: BAT,Arpc5l
6.4459396404366705e-9,-1.4957618813897993,0.058,0.241,1.5045467714743232e-4,Fat: BAT,Fam53b
6.797272638779136e-9,-0.3142129742302373,0.351,0.591,1.586551406617438e-4,Fat: BAT,Ikzf3
7.4458580879426154e-9,-1.7205549133736255,0.11,0.297,1.7379377363066858e-4,Fat: BAT,Fbxl5
7.5830996285402e-9,-1.158589544961747,0.063,0.248,1.7699712842975682e-4,Fat: BAT,Bcl7a
7.751891004363534e-9,-3.7593512217702467,0.01,0.167,1.8093688793284924e-4,Fat: BAT,Myb
7.787674871209842e-9,-1.1663375489402232,0.084,0.28,1.8177211916890892e-4,Fat: BAT,Wibg
7.873648067186678e-9,0.38586078712396965,0.801,0.606,1.8377881953620425e-4,Fat: BAT,Fcer2a
8.176591419705925e-9,-1.074889248926259,0.408,0.584,1.90849820327356e-4,Fat: BAT,Sipa1
8.262105660884411e-9,-0.50046163616227,0.675,0.835,1.9284580823070304e-4,Fat: BAT,Syk
1.0205477598141174e-8,-0.901311022320662,0.173,0.382,2.3820605261821315e-4,Fat: BAT,Csnk1g2
1.0304260167849059e-8,-0.6912705353696409,0.251,0.472,2.4051173657776487e-4,Fat: BAT,U2af2
1.083304350085879e-8,-2.785791781466634,0.079,0.252,2.52854068353545e-4,Fat: BAT,Polg2
1.1257219907688824e-8,0.8913196333511895,0.518,0.366,2.6275476986536484e-4,Fat: BAT,Bri3
1.1532071811646574e-8,0.469906798132108,0.262,0.12,2.6917008815564267e-4,Fat: BAT,Ccdc80
1.1713458828381387e-8,-0.6333965493494285,0.246,0.466,2.7340384251324995e-4,Fat: BAT,Ssu72
1.2613297724560791e-8,-0.8302867973625858,0.199,0.39,2.944069821889734e-4,Fat: BAT,Alyref
1.2813871699405707e-8,0.48065828172974534,0.832,0.81,2.9908857933582864e-4,Fat: BAT,Hsp90aa1
1.4004326269166905e-8,-1.0680833017597848,0.361,0.529,3.2687497944862475e-4,Fat: BAT,Tcf3
1.453790605096542e-8,-0.7517146040908589,0.136,0.339,3.393292651355839e-4,Fat: BAT,Pik3ap1
1.5051248974939717e-8,-0.9632024312682388,0.272,0.477,3.513112023240679e-4,Fat: BAT,H2afv
1.5230334121544042e-8,-0.5753422575695915,0.377,0.584,3.5549122873095945e-4,Fat: BAT,Mtpn
1.586527109353198e-8,-2.603184134079912,0.037,0.2,3.703112925941299e-4,Fat: BAT,Zfp422
1.6651742765436695e-8,0.6709487669568412,0.361,0.194,3.886683278880579e-4,Fat: BAT,Irs2
1.762798716577423e-8,-0.6370585734428822,0.288,0.518,4.1145484843633633e-4,Fat: BAT,Ppp1r18
1.810566198495441e-8,-0.7602932973258723,0.293,0.506,4.226042563908209e-4,Fat: BAT,Chst3
1.8437308421677787e-8,-2.133456562553632,0.126,0.297,4.3034521587038125e-4,Fat: BAT,Dusp6
1.8492038818353186e-8,-0.6593734621039573,0.424,0.617,4.316226780591817e-4,Fat: BAT,Akr1a1
1.852785624172891e-8,1.1652939761819567,0.466,0.3,4.324586925381945e-4,Fat: BAT,Twf1
1.8754009327969377e-8,-0.5513843173983157,0.152,0.351,4.3773733172413324e-4,Fat: BAT,Hnrnpul1
1.9192604793352987e-8,-2.167440367335316,0.073,0.248,4.4797458848165204e-4,Fat: BAT,Hist1h1d
1.9478121746199634e-8,-0.805656159090145,0.215,0.421,4.546388396780456e-4,Fat: BAT,Cap1
2.0511536443823344e-8,-0.9403949829556639,0.063,0.243,4.7875977213528067e-4,Fat: BAT,9930111J21Rik1
2.1888578423581046e-8,-1.127274303885625,0.251,0.454,5.109013089848052e-4,Fat: BAT,Arid1b
2.291317371386102e-8,-0.8502405097709342,0.529,0.689,5.348163876552301e-4,Fat: BAT,Txnip
2.3209962171152707e-8,-1.3753089644297156,0.11,0.302,5.417437270368753e-4,Fat: BAT,Ppp6r1
2.377643291343983e-8,-0.9239578842085372,0.414,0.585,5.549657206325991e-4,Fat: BAT,Lrp10
2.4124775278662812e-8,-1.8051043245377478,0.089,0.267,5.630963797792687e-4,Fat: BAT,Sh2d3c
2.4134468841238934e-8,-0.8465294234742013,0.162,0.353,5.63322637223358e-4,Fat: BAT,Lsm7
2.4178962140956813e-8,-0.9122387550286755,0.152,0.349,5.643611553320729e-4,Fat: BAT,Sema4d
2.461123530735188e-8,-1.1313176586727787,0.34,0.53,5.744508433089003e-4,Fat: BAT,1700081L11Rik
2.4618253702053213e-8,-1.2812224413018334,0.194,0.389,5.74614659659624e-4,Fat: BAT,Trim8
2.725578001972846e-8,-1.5102922741223654,0.079,0.26,6.36177161440482e-4,Fat: BAT,Dazap1
2.7405745468897407e-8,-0.5108976927611719,0.702,0.851,6.396775049895344e-4,Fat: BAT,Ptpn6
2.8559742982620197e-8,-1.4542168100932775,0.099,0.282,6.66612960957338e-4,Fat: BAT,Apobec1
3.088747223158562e-8,-2.1093751366557676,0.079,0.253,7.209444893574399e-4,Fat: BAT,Hdac7
3.2614900237085534e-8,-0.5971680866275073,0.199,0.408,7.612643864338134e-4,Fat: BAT,Vasp
3.3782131615503323e-8,-0.9440712897074128,0.403,0.576,7.88508734037463e-4,Fat: BAT,Capza1
3.421212540521922e-8,-1.3451937954590085,0.257,0.446,7.985452190832217e-4,Fat: BAT,Caprin1
3.439891411387888e-8,-1.6147065450300735,0.126,0.302,8.02905054332047e-4,Fat: BAT,Maz
3.46479894625685e-8,-1.6158706344612068,0.052,0.219,8.087187220458113e-4,Fat: BAT,Atp1b1
4.2701024490061944e-8,0.39115114367677906,0.257,0.117,9.966846126225359e-4,Fat: BAT,C1qc
4.332698695182822e-8,-1.5354789149438322,0.068,0.234,0.0010112952024426225,Fat: BAT,Dnmt1
4.3353689489126556e-8,-0.38045532201408694,0.141,0.341,0.0010119184663657029,Fat: BAT,Lyl1
4.497026581369852e-8,-0.966794825250612,0.277,0.473,0.0010496509743575372,Fat: BAT,Ddx54
4.631048907854156e-8,-0.9564711436485123,0.241,0.442,0.0010809331255822387,Fat: BAT,Kcnq1ot1
4.831332211414315e-8,0.5116711444187452,0.764,0.579,0.0011276812514662152,Fat: BAT,Sik1
4.9347223288087956e-8,0.32135785604636063,0.168,0.063,0.001151813538767261,Fat: BAT,Htra3
5.0231694133139065e-8,-0.39728583808665174,0.33,0.561,0.001172457972761599,Fat: BAT,Dnajc7
5.1046171013666246e-08,-0.7939049549818806,0.403,0.581,0.0011914686776299838,Fat: BAT,Vcp
5.1105261661511424e-8,-1.3914645595557968,0.183,0.367,0.0011928479124413381,Fat: BAT,Trim35
5.129473054730784e-8,-2.08238686105013,0.058,0.221,0.0011972703057047123,Fat: BAT,Tifa
5.167901837282741e-8,0.2549305999732354,0.927,0.819,0.0012062399678401646,Fat: BAT,H2-DMb2
5.297332548952199e-8,-0.9518878914686111,0.387,0.551,0.0012364503902509327,Fat: BAT,Gga2
5.509369528991719e-8,-0.5059889635432411,0.796,0.921,0.0012859419417619571,Fat: BAT,Ptprc
6.051296793867126e-8,0.3513039784741445,0.262,0.122,0.001412433184656526,Fat: BAT,Fbln1
6.608248210061004e-8,-1.0247201073703525,0.11,0.297,0.001542431214710339,Fat: BAT,Hnrnpul2
6.645998262543057e-8,-1.3558930593537104,0.058,0.221,0.001551242454460175,Fat: BAT,Ifi47
6.893602943480115e-8,-0.8427778145634051,0.545,0.691,0.0016090358630376936,Fat: BAT,Tmem123
7.211948020468781e-8,1.4621128399595227,0.361,0.206,0.0016833407874576182,Fat: BAT,Lmna
7.25119910338718e-8,-1.0984895678824342,0.141,0.328,0.0016925023827216018,Fat: BAT,Rhof
7.722982454801672e-8,0.45051068916974746,0.864,0.799,0.0018026213347752582,Fat: BAT,Gimap6
8.437252592109048e-8,0.7183521470404255,0.319,0.168,0.0019693391275241727,Fat: BAT,Gm6377
8.525385387490576e-8,-0.500170490835925,0.173,0.374,0.0019899102032941754,Fat: BAT,Ndufc1
8.839000161338157e-8,-0.5340811928485465,0.298,0.496,0.002063111027657939,Fat: BAT,Nsd1
8.865384325884686e-8,-0.4011951124532658,0.56,0.739,0.0020692693555047444,Fat: BAT,Zfp706
8.922380464213639e-8,-0.6283570229309055,0.435,0.629,0.0020825728241521055,Fat: BAT,Filip1l
8.994548482763017e-8,-0.5056531482955569,0.785,0.889,0.002099417561361716,Fat: BAT,Actr3
9.3900692038751e-8,-0.6570739273916528,0.319,0.516,0.002191736052876487,Fat: BAT,Ddx39b
9.82949457500962e-8,-2.4926366738780255,0.021,0.166,0.0022943023287529955,Fat: BAT,AI314180
9.975842889990888e-8,0.9345005875028631,0.298,0.159,0.0023284614889527732,Fat: BAT,Hs3st1
1.0178687358461604e-7,-1.5580303226181673,0.073,0.237,0.002375807416338523,Fat: BAT,Myl4
1.0182453845582183e-7,-0.6620235820634924,0.162,0.058,0.0023766865520973373,Fat: BAT,Alb
1.0220017935710314e-7,-0.4430523713335539,0.33,0.539,0.0023854543863741444,Fat: BAT,Erh
1.0299216974365656e-7,-0.43011397903864035,0.188,0.402,0.002403940233986688,Fat: BAT,Polr2j
1.0455736280830732e-7,-1.1110286700191172,0.094,0.269,0.002440473405308701,Fat: BAT,Pi4ka
