p_val,avg_logFC,pct.1,pct.2,p_val_adj,tissue_subtissue,genes
0.006359558843904156,0.28940762414249843,0.147,0.09,1,Fat: BAT,Dpep1
0.006420992140342047,-0.3831170265969446,0.084,0.158,1,Fat: BAT,ORF61
0.00644305405050252,-0.27738107948309665,0.22,0.318,1,Fat: BAT,Naa50
0.006452621309127289,-0.552677522811154,0.34,0.447,1,Fat: BAT,Pafah1b1
0.006468039874786577,-0.6988845434931874,0.073,0.143,1,Fat: BAT,Gfer
0.006497413945726945,0.5045600305614513,0.262,0.185,1,Fat: BAT,Tiparp
0.006513374744876848,0.35360580494828486,0.084,0.159,1,Fat: BAT,Cand1
0.006516727196386483,-0.8835122820169219,0.052,0.115,1,Fat: BAT,Pkmyt1
0.006518721810195302,0.317825824156289,0.084,0.164,1,Fat: BAT,Srd5a3
0.006520321543160128,-0.5642297726637309,0.105,0.184,1,Fat: BAT,Top3b
0.0065242757059326174,-0.8485920930083863,0.147,0.225,1,Fat: BAT,Nup153
0.006532707430558318,-0.8528205493349232,0.115,0.194,1,Fat: BAT,Plekhm3
0.006536359255440559,-0.4131450046212284,0.068,0.138,1,Fat: BAT,Sh2b1
0.006541584200880391,-0.5906848954191335,0.084,0.156,1,Fat: BAT,2610002J02Rik
0.006546406304603063,-0.6407593317712208,0.047,0.109,1,Fat: BAT,Ppp6r2
0.006553831827743672,0.4273763621856066,0.377,0.298,1,Fat: BAT,Taf1d
0.006559478806489685,-0.7926253700265189,0.094,0.169,1,Fat: BAT,Cstf2t
0.0065715841201496135,0.6024223672167208,0.618,0.592,1,Fat: BAT,Map1lc3b
0.006576373926149177,-0.60396478749337,0.209,0.3,1,Fat: BAT,Fnbp4
0.0065896623125844805,-0.39994477999315503,0.272,0.371,1,Fat: BAT,Gak
0.006621702428518923,-1.9969312932998509,0.052,0.113,1,Fat: BAT,Arhgef7
0.0066574296210679985,-0.6915707645368641,0.058,0.124,1,Fat: BAT,Tmem39b
0.006705196545922875,-0.45817762928468,0.246,0.348,1,Fat: BAT,Lnpep
0.006709823273455223,-0.5517719779646093,0.199,0.294,1,Fat: BAT,Larp1
0.006714751175708471,-1.3455253062335863,0.047,0.109,1,Fat: BAT,D15Ertd621e
0.006724955164136285,-1.1826363218889422,0.136,0.212,1,Fat: BAT,Wars
0.00672918819796504,-1.7724067423551115,0.047,0.107,1,Fat: BAT,Smcr8
0.006744647409127146,-2.3019433771007805,0.047,0.107,1,Fat: BAT,Snx18
0.006800895667881461,-0.2776592319320321,0.084,0.16,1,Fat: BAT,Pigx
0.00680773217011486,-0.4421952563156175,0.534,0.589,1,Fat: BAT,Sf1
0.006812397477304199,0.3140454232319714,0.838,0.821,1,Fat: BAT,Dazap2
0.006862240513194976,-0.6591420094556955,0.188,0.277,1,Fat: BAT,Nktr
0.006912211132269942,-1.0135841947186237,0.073,0.141,1,Fat: BAT,Gm17066
0.006915582943389368,-0.6891104555177634,0.141,0.222,1,Fat: BAT,Kif2a
0.006924919082544573,-0.8720175873728389,0.068,0.138,1,Fat: BAT,Plekhg2
0.006932666870051276,-0.2545769882942004,0.215,0.312,1,Fat: BAT,Fam120a
0.006952466147232693,-0.9264684092090474,0.094,0.168,1,Fat: BAT,Slc7a1
0.0069724033046216945,-0.7407051289737123,0.094,0.167,1,Fat: BAT,Nck1
0.0069756616539340555,-0.466731392370042,0.042,0.103,1,Fat: BAT,Dhx29
0.0070061154183978375,-0.5119331893366632,0.099,0.178,1,Fat: BAT,0610011F06Rik
0.00703546647466697,-1.0710869993933896,0.168,0.245,1,Fat: BAT,AI837181
0.00712868300253864,0.7423786950680054,0.408,0.34,1,Fat: BAT,Arid5a
0.0071592874324960115,-0.7467837766889267,0.079,0.15,1,Fat: BAT,Dffa
0.007161424805289652,-0.3822289362352058,0.115,0.197,1,Fat: BAT,Ibtk
0.00717079936785756,-0.9723129574799292,0.042,0.102,1,Fat: BAT,Pggt1b
0.007172109436203617,-0.33978306269183234,0.099,0.174,1,Fat: BAT,Pcid2
0.007180124153099449,-0.2996683647578653,0.168,0.255,1,Fat: BAT,Dkc1
0.007185478651396198,-0.3268459927399838,0.068,0.138,1,Fat: BAT,Wash
0.007189567533860314,-0.38832616543778187,0.314,0.404,1,Fat: BAT,Abi1
0.007212619572395754,-0.3746625927483733,0.298,0.395,1,Fat: BAT,Spag9
0.007218146005387205,-0.8862303222320511,0.068,0.136,1,Fat: BAT,Ddx20
0.007262479616187639,-0.3168745631613241,0.34,0.445,1,Fat: BAT,Nfatc1
0.007268314192984123,-0.33716534507235796,0.131,0.217,1,Fat: BAT,Rpa2
0.007288864614801526,-0.36068937584924665,0.199,0.289,1,Fat: BAT,Tox4
0.007290483240771151,0.9139887632876271,0.267,0.188,1,Fat: BAT,Ctsl
0.007315697246410444,-0.6303441175833151,0.11,0.188,1,Fat: BAT,Irak4
0.007322650427415938,-0.5379078859661646,0.131,0.211,1,Fat: BAT,Taz
0.00736273883638415,-1.4651951797439402,0.12,0.192,1,Fat: BAT,Narf
0.007419513637698982,-0.25809189411477984,0.204,0.302,1,Fat: BAT,Txndc17
0.007424250974913145,-0.7728677521699923,0.058,0.123,1,Fat: BAT,1200011I18Rik
0.00743520660031833,-1.0366854831685424,0.094,0.167,1,Fat: BAT,Kdm2b
0.007444544197976415,-0.4615966156234257,0.099,0.173,1,Fat: BAT,Ciapin1
0.0074520753796070375,0.3824082134199447,0.073,0.148,1,Fat: BAT,Klhdc2
0.007457838990011412,0.5752150749113891,0.398,0.32,1,Fat: BAT,Nfe2l2
0.0075487634879658734,0.3653710179810963,0.042,0.104,1,Fat: BAT,Eif2c3
0.007570655733887116,-0.2775206682059106,0.277,0.377,1,Fat: BAT,Gadd45gip1
0.007607158150218229,0.9488002981698207,0.157,0.1,1,Fat: BAT,Traf1
0.0076308012994627285,-0.4268513351062828,0.068,0.138,1,Fat: BAT,Rngtt
0.007649378913541695,-0.3278996275970014,0.188,0.281,1,Fat: BAT,Pigs
0.007651190064195922,-0.7461113601281695,0.073,0.141,1,Fat: BAT,Tysnd1
0.007652938152944155,-0.44293307300570106,0.225,0.318,1,Fat: BAT,Rbm22
0.00769667212341045,0.59352933831825,0.461,0.381,1,Fat: BAT,4933434E20Rik
0.007711025034388888,-0.333995455359581,0.11,0.187,1,Fat: BAT,9030624J02Rik
0.007757638380099169,-0.5716587028725026,0.047,0.108,1,Fat: BAT,Crybg3
0.0077800443483770285,-0.5373384495570876,0.099,0.174,1,Fat: BAT,Ubxn6
0.007783185234583754,-0.6525290913003392,0.204,0.287,1,Fat: BAT,Nsun2
0.007821009195110145,-0.4025292235122955,0.047,0.109,1,Fat: BAT,Zbed4
0.007918120710102597,-0.6094242849122806,0.068,0.134,1,Fat: BAT,Sos1
0.007976445200182633,-0.29951024965122963,0.068,0.137,1,Fat: BAT,Stx18
0.007985715297074042,-0.9207566125857554,0.089,0.159,1,Fat: BAT,Mdc1
0.007989165721889005,-0.6734196290357741,0.099,0.173,1,Fat: BAT,Mrpl55
0.008000202851761276,-0.40833512570147157,0.084,0.156,1,Fat: BAT,Prkd3
0.008055160969563503,0.5181818985929318,0.534,0.441,1,Fat: BAT,H2-DMb1
0.00805779025022177,-0.4914096014528786,0.068,0.138,1,Fat: BAT,Gbp9
0.008094119535280095,-0.80323220399905,0.398,0.444,1,Fat: BAT,Selplg
0.00810299381385129,-0.4906713075315974,0.115,0.195,1,Fat: BAT,Usp19
0.008107454567390671,-0.5375133904822982,0.136,0.216,1,Fat: BAT,Gpr108
0.008145005470619335,-0.41377403914022715,0.11,0.186,1,Fat: BAT,Clk2
0.008156483647138614,-0.4115696280450809,0.209,0.295,1,Fat: BAT,Qdpr
0.008160585804681188,-1.0084390344204541,0.068,0.133,1,Fat: BAT,Dusp22
0.008165191809833593,-1.208824722206892,0.047,0.106,1,Fat: BAT,Anks3
0.008182238082567487,-0.5048558160863488,0.12,0.199,1,Fat: BAT,C87436
0.008223303102935293,-0.3146484551514299,0.162,0.246,1,Fat: BAT,Ifnar2
0.008227885390117413,-1.0754000549973768,0.052,0.113,1,Fat: BAT,Rai1
0.008267072350281006,-0.4158440025083636,0.084,0.156,1,Fat: BAT,Pias2
0.008302277860084464,-0.6968788622000539,0.141,0.22,1,Fat: BAT,Usp24
0.008305066595330405,-0.4669223530947839,0.136,0.213,1,Fat: BAT,Cdk2
0.008366744980569813,-0.2906034307480416,0.22,0.309,1,Fat: BAT,Plec
0.008392786181850766,-0.7239072593987759,0.099,0.174,1,Fat: BAT,Atm
0.00840851957347591,-0.8531012777429989,0.147,0.218,1,Fat: BAT,Tmem109
0.008410958935111847,-1.1028137747403037,0.079,0.148,1,Fat: BAT,Orai2
0.00844205098950011,-0.3272821364587819,0.105,0.182,1,Fat: BAT,Psmf1
0.008485279898209125,-0.4423770220145187,0.042,0.101,1,Fat: BAT,Ankmy2
0.008519814134027604,-0.3216295275248746,0.183,0.268,1,Fat: BAT,Lonp2
0.008528704393499235,-0.9904596968954968,0.047,0.106,1,Fat: BAT,Gbp4
0.008539427074054775,-0.4924042769694168,0.188,0.275,1,Fat: BAT,Acsl5
0.008539513679255307,-0.43324549481170704,0.058,0.122,1,Fat: BAT,Dhrs7
0.00855679177924972,-1.2508850204918178,0.089,0.156,1,Fat: BAT,Il27ra
0.008559199556781943,-0.3719087335801725,0.105,0.183,1,Fat: BAT,Fbxw7
0.00858175903753952,-0.8676863500876766,0.058,0.119,1,Fat: BAT,Fars2
0.008637931362893822,0.3272971145273793,0.215,0.319,1,Fat: BAT,Snx6
0.008664719353875203,-0.5864542718006422,0.183,0.271,1,Fat: BAT,Efhd2
0.00866541897458745,-0.5184993058341032,0.063,0.128,1,Fat: BAT,Tyk2
0.008672851792920766,-1.5638718453161384,0.089,0.159,1,Fat: BAT,Gm10548
0.008724492175734665,-0.3095850896409056,0.414,0.521,1,Fat: BAT,Cltc
0.00874853033629784,-0.7262394213055723,0.194,0.269,1,Fat: BAT,Rab18
0.008758938188488156,-0.8794959292037556,0.089,0.161,1,Fat: BAT,Akt3
0.00878309363744437,-0.3345457408212522,0.099,0.173,1,Fat: BAT,Utp14a
0.00879051880968136,-0.5118802790316379,0.089,0.159,1,Fat: BAT,Noc4l
0.008821640275869493,-0.5654956176154777,0.099,0.175,1,Fat: BAT,Zyg11b
0.008834937696364807,-0.7442270305656051,0.073,0.139,1,Fat: BAT,Eif2c1
0.008863211502853411,-0.26524633537749853,0.079,0.15,1,Fat: BAT,Pdcl
0.008872774837610183,-0.3804336579360297,0.147,0.232,1,Fat: BAT,Twistnb
0.008875261666058717,-0.49210049356018626,0.141,0.22,1,Fat: BAT,Sec23ip
0.008878858967231083,0.7138827725229193,0.429,0.361,1,Fat: BAT,Sbds
0.008910226710692856,-1.1023094129743654,0.12,0.191,1,Fat: BAT,Ak3
0.008934628612498097,-1.008035521129397,0.047,0.106,1,Fat: BAT,Gnpda2
0.008947948984696271,-0.4802661996082005,0.115,0.192,1,Fat: BAT,Phax
0.008995462905148003,-0.5442784436984036,0.168,0.249,1,Fat: BAT,Aggf1
0.008996833045528082,-0.35298366899793354,0.068,0.134,1,Fat: BAT,Kidins220
0.009003513368010073,-0.9659949210817744,0.047,0.107,1,Fat: BAT,Ints1
0.009029391119664143,-0.40344020699495153,0.173,0.112,1,Fat: BAT,Timp2
0.00903241311519606,-0.32667693232964234,0.209,0.29,1,Fat: BAT,Cyb5
0.00903327053546972,-0.2804865706229265,0.11,0.19,1,Fat: BAT,Rdm1
0.009091249913603716,-0.6977079182407873,0.11,0.185,1,Fat: BAT,Tesk1
0.009168552712428162,-0.7474186761993784,0.131,0.209,1,Fat: BAT,Csnk1g1
0.00921469744109811,-0.6038385078145136,0.183,0.263,1,Fat: BAT,Ly9
0.009246940628735406,-1.1789265569835337,0.115,0.065,1,Fat: BAT,Ndrg2
0.009252575975118056,-1.3371669934741308,0.105,0.18,1,Fat: BAT,Mon2
0.009269712185234546,-0.44573182360464614,0.419,0.508,1,Fat: BAT,Sbno1
0.009284239944505088,-1.5103062512320964,0.063,0.125,1,Fat: BAT,Stat5a
0.009326362433141305,-0.5554305376440323,0.058,0.121,1,Fat: BAT,Cyb561d2
0.009338564063915459,-0.4686058964213782,0.105,0.181,1,Fat: BAT,Krr1
0.009344766304127512,-1.1787838574053717,0.168,0.242,1,Fat: BAT,Arf3
0.009378877751185594,-0.33318438227149993,0.257,0.345,1,Fat: BAT,Far1
0.0094112076983444,-0.3714853099039769,0.22,0.153,1,Fat: BAT,App
0.009501680891692559,-0.8107247445188142,0.131,0.207,1,Fat: BAT,Ube2z
0.00950652300133031,-0.6871657350278846,0.173,0.247,1,Fat: BAT,Tpm1
0.009562264247590591,-0.6573710527608227,0.073,0.14,1,Fat: BAT,Ino80c
0.00957310198395747,-1.0648044991496057,0.152,0.232,1,Fat: BAT,S100a6
0.009579395541131193,-0.7949170748207726,0.052,0.111,1,Fat: BAT,Gbp7
0.009588694291116234,-1.258294790021439,0.058,0.117,1,Fat: BAT,Tax1bp3
0.009606619508692288,-0.2647118645172095,0.11,0.188,1,Fat: BAT,Sgk3
0.009616385259409601,-0.49915263493997664,0.162,0.242,1,Fat: BAT,Mef2d
0.009619679196780216,-0.4573847985271229,0.178,0.263,1,Fat: BAT,Arap2
0.009629325107346405,-1.3261107439694308,0.079,0.14,1,Fat: BAT,Tmed8
0.00969541483670217,-1.0834608118603057,0.052,0.112,1,Fat: BAT,Il5ra
0.009739447265590503,-0.7175805851003658,0.094,0.162,1,Fat: BAT,Nfs1
0.009740760126685415,-0.45415173174427004,0.288,0.38,1,Fat: BAT,Rela
0.009772235209107718,-1.3699346160622135,0.115,0.185,1,Fat: BAT,Fam108c
0.00978192183554285,-1.180248989738422,0.23,0.308,1,Fat: BAT,H2afx
0.009790483681461926,-1.7018015475342299,0.058,0.117,1,Fat: BAT,Plekha1
0.009826034896060992,-0.4777922136159658,0.293,0.391,1,Fat: BAT,Zc3h11a
0.009834434157719417,-0.27552730621190724,0.277,0.372,1,Fat: BAT,Bola2
0.009859841616362153,-0.4950802830584804,0.068,0.131,1,Fat: BAT,Edc3
0.009888895075343204,-0.3958226750247271,0.157,0.235,1,Fat: BAT,Sp2
0.009928357911062452,-0.5125865425193381,0.126,0.207,1,Fat: BAT,Cpsf7
0.009934278459096595,-0.820451970065535,0.068,0.133,1,Fat: BAT,Hist3h2ba
0.0099420889046563,-0.4674190444421984,0.152,0.233,1,Fat: BAT,Ube2w
0.009971092955395305,-0.8051201716821939,0.099,0.166,1,Fat: BAT,Mid1ip1
0.01002892798226117,-0.6086706569504585,0.099,0.169,1,Fat: BAT,Myo9b
0.010034821856328818,-1.0817486572227795,0.052,0.111,1,Fat: BAT,Wdyhv1
0.010036484817831594,-0.3533338039685381,0.482,0.348,1,Fat: BAT,Sepp1
0.010066574760238695,0.6279593851529688,0.44,0.376,1,Fat: BAT,Aff4
0.010100114211778952,-0.7207310277717793,0.188,0.267,1,Fat: BAT,Gnpat
0.010178806382986388,-0.3782154546323966,0.089,0.161,1,Fat: BAT,Med27
0.010194584861214794,-1.2402172779557517,0.068,0.13,1,Fat: BAT,Bace1
0.010208031180784916,-0.40063457333281516,0.084,0.154,1,Fat: BAT,Atxn2
0.010213336392492427,-0.7698902655943458,0.068,0.131,1,Fat: BAT,Haus3
0.010226146680220002,-0.4378473884433052,0.094,0.168,1,Fat: BAT,Ap3m1
0.010249987410959147,-2.1056722561434786,0.079,0.14,1,Fat: BAT,Iars2
0.010251479026073321,-1.2299148526954817,0.058,0.117,1,Fat: BAT,Eral1
0.010252805106563017,-0.7905570609815245,0.183,0.263,1,Fat: BAT,Kdm1a
0.010305639004429728,0.3316442024912112,0.11,0.196,1,Fat: BAT,Tespa1
0.010315285276788074,0.35074993321928205,0.115,0.066,1,Fat: BAT,Mxra8
0.010336585734743466,-0.621878638987905,0.23,0.314,1,Fat: BAT,Cse1l
0.01036194596275171,-0.9341379703441901,0.068,0.13,1,Fat: BAT,Scyl3
0.010374339497672481,0.44645683127301705,0.597,0.54,1,Fat: BAT,Herpud1
0.010408173274522545,0.9690016670847843,0.194,0.135,1,Fat: BAT,Zc3h10
0.010412698056578299,-0.513130229902838,0.094,0.165,1,Fat: BAT,Trim30d
0.010436420692310351,-0.5962050303751432,0.277,0.349,1,Fat: BAT,Cab39
0.010441514314544247,-0.482224980202421,0.246,0.334,1,Fat: BAT,Rnf220
0.010493359359424302,0.4090342841265633,0.099,0.179,1,Fat: BAT,Deb1
0.010503727355748812,-1.6324964553257746,0.047,0.103,1,Fat: BAT,Xpc
0.010633135212797327,-0.36967141954143257,0.152,0.238,1,Fat: BAT,Skiv2l2
0.010641146203971653,-0.673549090285601,0.047,0.105,1,Fat: BAT,Ndufaf2
0.010662079127062466,-0.4525032136049054,0.141,0.219,1,Fat: BAT,Tapbpl
0.010674476641980981,-1.1589832517752918,0.099,0.168,1,Fat: BAT,Dhx16
0.010685254079306964,0.6735868043728592,0.377,0.311,1,Fat: BAT,Egln2
0.01071676260415532,-0.44724588931633935,0.503,0.594,1,Fat: BAT,Smg1
0.010773913433453646,0.8410875098122661,0.215,0.157,1,Fat: BAT,Mad2l1bp
0.010831633957320966,-0.685614386532678,0.089,0.159,1,Fat: BAT,Cdyl2
0.010831822705226556,-0.3205500429514956,0.068,0.131,1,Fat: BAT,Utp23
0.0108985810475289,1.013747200119584,0.23,0.168,1,Fat: BAT,Cyth2
0.010940678179847504,-1.1401931378297339,0.052,0.11,1,Fat: BAT,Kcnn4
0.011077176614454499,-0.2876382032160265,0.314,0.416,1,Fat: BAT,Smg7
0.011104776213342533,-0.3178554402421194,0.141,0.218,1,Fat: BAT,Sh2b3
0.011135928101001877,-1.0763320860770904,0.068,0.128,1,Fat: BAT,Ccdc88a
0.011139204995658639,-0.4533067186709925,0.068,0.131,1,Fat: BAT,2810408M09Rik
0.011166568646465728,-0.30052745556152205,0.089,0.158,1,Fat: BAT,Mkl2
0.011192723502769583,-0.3047729877003009,0.063,0.126,1,Fat: BAT,Mpst
0.011199184649211148,-0.4140237828757005,0.11,0.182,1,Fat: BAT,Ankfy1
0.0112510063873101,-0.7321266358669059,0.136,0.211,1,Fat: BAT,Zbtb44
0.0112523298259519,-0.4163909647159185,0.126,0.198,1,Fat: BAT,1110049F12Rik
0.011400269893140613,-0.8861460459712251,0.058,0.118,1,Fat: BAT,Asb6
0.011437613555345885,-0.4272785785229414,0.12,0.197,1,Fat: BAT,Dohh
0.011453796175745,-1.076817499480967,0.084,0.147,1,Fat: BAT,Glb1
0.011461097994875604,-0.2686542920733648,0.063,0.122,1,Fat: BAT,Sass6
0.011478513398612859,-0.8694044648253532,0.068,0.13,1,Fat: BAT,Dhx38
0.011493409365400033,-0.593635593388214,0.23,0.311,1,Fat: BAT,Itgb2
0.011772406267570222,-0.3229494455590456,0.084,0.153,1,Fat: BAT,Nol8
0.01177791999505585,-0.8210424492845299,0.058,0.118,1,Fat: BAT,Ddx55
0.011835426159561038,-0.4623709565853913,0.079,0.145,1,Fat: BAT,Map3k14
0.011886003264330322,-0.5860771601916146,0.079,0.145,1,Fat: BAT,2210012G02Rik
0.01194796005242693,-0.7182621879467495,0.073,0.133,1,Fat: BAT,Ppp2r1b
0.0120066321607058,-0.8544125373536757,0.058,0.119,1,Fat: BAT,Vps33b
0.012013780999863454,-0.7625121099606562,0.052,0.109,1,Fat: BAT,Fancl
0.012079085303235468,-1.4082731078702089,0.058,0.114,1,Fat: BAT,Atg2b
0.012211628758738253,-0.5734064173830795,0.063,0.123,1,Fat: BAT,Zfp191
0.012247054895388996,-0.9054915922127931,0.068,0.13,1,Fat: BAT,Atp9b
0.012255500493190045,-0.5866774402518189,0.052,0.111,1,Fat: BAT,Snapc2
0.012295120026097285,-0.28421618588529807,0.141,0.217,1,Fat: BAT,Ric8
0.012300971038072622,-0.3990238958540959,0.052,0.111,1,Fat: BAT,Map3k4
0.012362346022815243,-0.42071081982908076,0.115,0.187,1,Fat: BAT,Fundc1
0.012363129617750997,-0.2598674538649375,0.089,0.156,1,Fat: BAT,Cbl
0.012395236223778482,-0.26646048044681603,0.115,0.187,1,Fat: BAT,Itpa
0.012410540034719524,-1.0248444282852796,0.126,0.197,1,Fat: BAT,Dnmt3a
0.012446526040568562,-0.3600206254327727,0.089,0.16,1,Fat: BAT,Dnlz
0.012453202756797642,-0.6943655445187953,0.052,0.109,1,Fat: BAT,Bmi1
0.012475733831170356,-0.2942684071300361,0.079,0.143,1,Fat: BAT,Zfp367
0.01253636482397631,-0.42170144643956453,0.063,0.123,1,Fat: BAT,1810063B07Rik
0.012546715673389202,-0.37699754050099354,0.152,0.228,1,Fat: BAT,Rab3gap1
0.012553769868593873,-0.3796112492749182,0.147,0.231,1,Fat: BAT,Nvl
0.012577774853605837,-1.2679204731889993,0.058,0.115,1,Fat: BAT,Man2c1
0.012639767854022276,-0.9602216989537453,0.084,0.149,1,Fat: BAT,Tti1
0.012652435561881888,-0.28412217205187984,0.11,0.182,1,Fat: BAT,Gabpb1
0.012675836291765807,-0.5835224185695704,0.126,0.203,1,Fat: BAT,Snx27
0.0126866175922581,-0.7053935779354656,0.068,0.13,1,Fat: BAT,Nudt16
0.012700591509477936,-0.4542166402529735,0.079,0.143,1,Fat: BAT,Ireb2
0.012745657744807239,-0.5835933601386216,0.047,0.103,1,Fat: BAT,Tbc1d13
0.01277566611528221,-0.26230040146443123,0.105,0.179,1,Fat: BAT,Terf1
0.012809274663994391,0.7356048040978667,0.272,0.199,1,Fat: BAT,Igfbp7
0.01289414905596119,-0.5892096228377017,0.115,0.187,1,Fat: BAT,Arfgef2
0.01291389222439182,-0.29309025523751986,0.141,0.219,1,Fat: BAT,Chmp2b
0.013000876003388947,-1.2591139256978792,0.047,0.102,1,Fat: BAT,Mfn2
0.013008634781515599,-0.42956474176416215,0.309,0.401,1,Fat: BAT,Samd9l
0.013067864965178717,-0.9201402772375631,0.068,0.13,1,Fat: BAT,Gnptab
0.013081702786117711,-0.2720825082760552,0.068,0.129,1,Fat: BAT,Btbd9
0.01308558225082086,-0.5307508139786075,0.047,0.104,1,Fat: BAT,Tirap
0.01312825085117673,0.9529746906982499,0.141,0.091,1,Fat: BAT,Gpr65
0.013167572638257727,-0.3627259036454875,0.168,0.244,1,Fat: BAT,Mprip
0.013172705571519422,-1.5887767222551572,0.052,0.107,1,Fat: BAT,Atf7
0.013212104422658716,-1.7052024208922525,0.079,0.141,1,Fat: BAT,Zadh2
0.013254950722729537,-1.1961187922069265,0.063,0.122,1,Fat: BAT,Nup205
0.0132909351150191,-0.6677167851934134,0.084,0.147,1,Fat: BAT,Aak1
0.013319534535574022,0.2794952807046762,0.063,0.128,1,Fat: BAT,Sap30
0.013344789438998868,-1.078842103466902,0.079,0.139,1,Fat: BAT,Pigu
0.013367477445739542,-1.2286415524896244,0.105,0.165,1,Fat: BAT,Slc29a1
0.01339650444306454,-0.3187250743632113,0.058,0.115,1,Fat: BAT,Dgke
0.013400366827467926,-1.0903416059489568,0.063,0.122,1,Fat: BAT,Kdm4a
0.013479470358359285,0.2694325406885678,0.277,0.383,1,Fat: BAT,2900053A13Rik
0.013500597428777142,-0.27712307058162056,0.157,0.237,1,Fat: BAT,Cds2
0.01352787419855649,0.3020286269651997,0.309,0.431,1,Fat: BAT,Rbm15
0.013552145100271928,-0.5820727935340191,0.204,0.283,1,Fat: BAT,Gtf3c2
0.013603032894375242,-0.2790903505364075,0.063,0.123,1,Fat: BAT,Gpn1
0.013606922211614952,-0.29523392703206053,0.257,0.349,1,Fat: BAT,Ube2j2
0.013647429588094525,-1.1167358400857437,0.283,0.203,1,Fat: BAT,Ifitm3
0.013650975043746778,-0.5266080527216408,0.089,0.159,1,Fat: BAT,Arhgap27
0.01369547413112714,-0.8136954499232671,0.052,0.108,1,Fat: BAT,1500011H22Rik
0.013728428890942501,-0.42798291466391136,0.084,0.148,1,Fat: BAT,Sfi1
0.013750927846161628,-1.231516913769477,0.084,0.147,1,Fat: BAT,Dusp7
0.013777411660841428,-1.0455929726993034,0.073,0.131,1,Fat: BAT,AK010878
0.013779205068762774,-0.7710566621468047,0.063,0.123,1,Fat: BAT,Zdhhc14
0.013789122412427322,-1.7270852809289283,0.063,0.12,1,Fat: BAT,Mars2
0.013795798697012071,-0.5771857836661582,0.084,0.148,1,Fat: BAT,Mtap
0.013810740142786498,-0.4829091131650849,0.058,0.12,1,Fat: BAT,Crtc3
0.013828338718164617,0.761166986812996,0.351,0.284,1,Fat: BAT,Cdt1
0.013868940273611173,0.30186684438861056,0.099,0.171,1,Fat: BAT,Ptpn11
0.013911857917951827,-0.3530769198883883,0.681,0.706,1,Fat: BAT,Hsp90b1
0.013918377187312814,-0.28800917025778805,0.126,0.2,1,Fat: BAT,Bscl2
0.013921178227645036,0.7467667763707855,0.157,0.101,1,Fat: BAT,Dnajb2
0.013997340510782235,-0.5660779874036512,0.073,0.135,1,Fat: BAT,Atxn7
0.013997931872315374,-0.5063385458592355,0.194,0.272,1,Fat: BAT,Dhx40
0.014002544264272198,-0.31787161937811104,0.047,0.102,1,Fat: BAT,Zc3h6
0.014070060271000348,0.3532447030021304,0.67,0.61,1,Fat: BAT,Sat1
0.014113918634508463,-0.5359064331716277,0.131,0.201,1,Fat: BAT,Sptlc2
0.014135058845111247,-0.3664013908549384,0.183,0.264,1,Fat: BAT,Cnr2
0.01414410677176723,-0.2752744899974009,0.12,0.19,1,Fat: BAT,Slc35b2
0.014168050955904468,-0.5439621165230228,0.141,0.218,1,Fat: BAT,Car2
0.014196475527917377,-0.6362574532633678,0.136,0.207,1,Fat: BAT,Coq2
0.014207297014030826,-0.4660048293273249,0.058,0.115,1,Fat: BAT,Lpar6
0.014250458087434,-0.8815814155552761,0.105,0.173,1,Fat: BAT,Fam40a
0.014270424776107666,-0.9951610954792307,0.105,0.172,1,Fat: BAT,Ppp4r2
0.014276878763350926,-0.545997283392174,0.063,0.123,1,Fat: BAT,Fam58b
0.014457909136017922,-0.3450085063659132,0.162,0.238,1,Fat: BAT,Glo1
0.014473134324937416,-0.612295596408511,0.052,0.108,1,Fat: BAT,Olfr166
0.014481381462354002,-0.6872425618842364,0.079,0.142,1,Fat: BAT,Mbd1
0.014482962829189776,-0.9335169326511465,0.063,0.121,1,Fat: BAT,Rptor
0.014538764977336653,-0.5642812054055293,0.162,0.234,1,Fat: BAT,Rnf111
0.014560290504695645,-0.4518529169191625,0.11,0.18,1,Fat: BAT,Ctr9
0.014580303639312758,-0.3938399514788644,0.084,0.147,1,Fat: BAT,Dhrs1
0.014594668331984471,-0.530779005195948,0.251,0.325,1,Fat: BAT,Naa15
0.014605886941427795,0.3305144906296036,0.079,0.146,1,Fat: BAT,Rnaseh2b
0.014614743210877097,-0.9650724579107224,0.152,0.221,1,Fat: BAT,Fam48a
0.014643548217169445,-0.5346041152516223,0.126,0.193,1,Fat: BAT,Rsu1
0.014709582131441553,-0.9927596245853088,0.068,0.126,1,Fat: BAT,Cdc23
0.014718918698632375,-0.5130052782342895,0.047,0.103,1,Fat: BAT,Rnf25
0.014723871689175333,-0.973184481709072,0.105,0.172,1,Fat: BAT,Ahcyl1
0.014755750649704136,-0.7044291495263293,0.058,0.115,1,Fat: BAT,Mrpl1
0.014808251102302258,-1.0083533995993275,0.058,0.114,1,Fat: BAT,Dusp10
0.014827161192075939,-0.7749215546262427,0.377,0.431,1,Fat: BAT,Actn4
0.01483421235618903,-0.795274655780994,0.084,0.151,1,Fat: BAT,Mis12
0.014839872747675328,-0.8577031281149341,0.099,0.165,1,Fat: BAT,Slc7a6
0.014910199932056516,-0.47065170628772446,0.079,0.141,1,Fat: BAT,Wipf2
0.01491228011956851,-0.38292994563474947,0.099,0.169,1,Fat: BAT,Wrn
