MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s),category
MGI:1197013,Rasa3,RAS p21 protein activator 3,8,,intrinsic component of the cytoplasmic side of the plasma membrane,,,IBA,PTN000022879 ,J:161428 ,cytoplasmic side of plasma membrane
MGI:1197013,Rasa3,RAS p21 protein activator 3,8,,intrinsic component of the cytoplasmic side of the plasma membrane,,,ISO,Q14644 ,J:164563 ,cytoplasmic side of plasma membrane
MGI:1858600,Rasa4,RAS p21 protein activator 4,5,,intrinsic component of the cytoplasmic side of the plasma membrane,,,IBA,PTN000022879 ,J:161428 ,cytoplasmic side of plasma membrane
MGI:1330842,Rasal1,RAS protein activator like 1 (GAP1 like),5,,intrinsic component of the cytoplasmic side of the plasma membrane,,,IBA,PTN000022879 ,J:161428 ,cytoplasmic side of plasma membrane
MGI:2443881,Rasal2,RAS protein activator like 2,1,,intrinsic component of the cytoplasmic side of the plasma membrane,,,IBA,PTN000022879 ,J:161428 ,cytoplasmic side of plasma membrane
MGI:2444128,Rasal3,RAS protein activator like 3,17,,intrinsic component of the cytoplasmic side of the plasma membrane,,,IBA,PTN000022879 ,J:161428 ,cytoplasmic side of plasma membrane
MGI:1354694,Rgs1,regulator of G-protein signaling 1,1,,extrinsic component of cytoplasmic side of plasma membrane,,,ISO,Q08116 ,J:164563 ,cytoplasmic side of plasma membrane
MGI:1098271,Rgs2,regulator of G-protein signaling 2,1,,cytoplasmic side of plasma membrane,,,IDA,,J:172850 ,cytoplasmic side of plasma membrane
MGI:1098271,Rgs2,regulator of G-protein signaling 2,1,,cytoplasmic side of plasma membrane,,,ISO,RGD:621665 ,J:155856 ,cytoplasmic side of plasma membrane
MGI:1354730,Rgs6,regulator of G-protein signaling 6,12,,heterotrimeric G-protein complex,,,IEA,IPR015898 IPR036284 ,J:72247 ,cytoplasmic side of plasma membrane
MGI:1346089,Rgs7,regulator of G protein signaling 7,1,,heterotrimeric G-protein complex,,,IEA,IPR015898 IPR036284 ,J:72247 ,cytoplasmic side of plasma membrane
MGI:108408,Rgs8,regulator of G-protein signaling 8,1,,extrinsic component of cytoplasmic side of plasma membrane,,,ISO,RGD:3571 ,J:155856 ,cytoplasmic side of plasma membrane
MGI:1338824,Rgs9,regulator of G-protein signaling 9,11,,heterotrimeric G-protein complex,,,IEA,IPR015898 IPR036284 ,J:72247 ,cytoplasmic side of plasma membrane
MGI:1354739,Rgs11,regulator of G-protein signaling 11,17,,heterotrimeric G-protein complex,,,IEA,IPR015898 IPR036284 ,J:72247 ,cytoplasmic side of plasma membrane
MGI:1096342,Rhoa,ras homolog family member A,9,,extrinsic component of cytoplasmic side of plasma membrane,,,ISO,P61586 ,J:164563 ,cytoplasmic side of plasma membrane
MGI:1934704,Rnf31,ring finger protein 31,14,,cytoplasmic side of plasma membrane,,,IDA,,J:87379 J:161997 ,cytoplasmic side of plasma membrane
MGI:99659,Ryr1,"ryanodine receptor 1, skeletal muscle",7,,extrinsic component of cytoplasmic side of plasma membrane,,,ISO,RGD:1586637 ,J:155856 ,cytoplasmic side of plasma membrane
MGI:99685,Ryr2,"ryanodine receptor 2, cardiac",13,,extrinsic component of cytoplasmic side of plasma membrane,,,ISO,RGD:620314 ,J:155856 ,cytoplasmic side of plasma membrane
MGI:1339467,S100a6,S100 calcium binding protein A6 (calcyclin),3,,extrinsic component of cytoplasmic side of plasma membrane,,,ISO,P06703 ,J:164563 ,cytoplasmic side of plasma membrane
MGI:2685570,Shroom4,shroom family member 4,X,,cytoplasmic side of plasma membrane,,,ISO,Q9ULL8 ,J:164563 ,cytoplasmic side of plasma membrane
MGI:2685570,Shroom4,shroom family member 4,X,,cytoplasmic side of plasma membrane,,,ISS,Q9ULL8 ,J:116398 ,cytoplasmic side of plasma membrane
MGI:104295,Sla,src-like adaptor,15,,extrinsic component of cytoplasmic side of plasma membrane,,,IBA,PTN000700357 ,J:161428 ,cytoplasmic side of plasma membrane
MGI:1925049,Sla2,Src-like-adaptor 2,2,,extrinsic component of cytoplasmic side of plasma membrane,,,IBA,PTN000700357 ,J:161428 ,cytoplasmic side of plasma membrane
MGI:98331,Snap25,synaptosomal-associated protein 25,2,,extrinsic component of cytoplasmic side of plasma membrane,is a part of neuron of cerebral cortex,,IDA,,J:238447 ,cytoplasmic side of plasma membrane
MGI:1916428,Snx5,sorting nexin 5,2,,extrinsic component of cytoplasmic side of plasma membrane,,,ISO,Q9Y5X3 ,J:164563 ,cytoplasmic side of plasma membrane
MGI:1913866,Snx9,sorting nexin 9,17,,extrinsic component of cytoplasmic side of plasma membrane,,,ISO,Q9Y5X1 ,J:164563 ,cytoplasmic side of plasma membrane
MGI:2137642,Snx18,sorting nexin 18,13,,extrinsic component of cytoplasmic side of plasma membrane,,,ISO,Q96RF0 ,J:164563 ,cytoplasmic side of plasma membrane
MGI:98385,Spta1,"spectrin alpha, erythrocytic 1",1,,cytoplasmic side of plasma membrane,,,ISO,RGD:1305194 ,J:155856 ,cytoplasmic side of plasma membrane
MGI:98397,Src,Rous sarcoma oncogene,2,,extrinsic component of cytoplasmic side of plasma membrane,,,IBA,PTN000700357 ,J:161428 ,cytoplasmic side of plasma membrane
MGI:101865,Srms,src-related kinase lacking C-terminal regulatory tyrosine and N-terminal myristylation sites,2,,extrinsic component of cytoplasmic side of plasma membrane,,,IBA,PTN000700357 ,J:161428 ,cytoplasmic side of plasma membrane
MGI:3606571,Stac3,SH3 and cysteine rich domain 3,10,,extrinsic component of cytoplasmic side of plasma membrane,,,IDA,,J:252007 ,cytoplasmic side of plasma membrane
MGI:2141396,Styk1,serine/threonine/tyrosine kinase 1,6,,extrinsic component of cytoplasmic side of plasma membrane,,,IBA,PTN000700357 ,J:161428 ,cytoplasmic side of plasma membrane
MGI:1914293,Syap1,synapse associated protein 1,X,,extrinsic component of cytoplasmic side of plasma membrane,,,ISO,Q96A49 ,J:164563 ,cytoplasmic side of plasma membrane
MGI:99515,Syk,spleen tyrosine kinase,13,,extrinsic component of cytoplasmic side of plasma membrane,,,IBA,PTN000700357 ,J:161428 ,cytoplasmic side of plasma membrane
MGI:3039785,Syngap1,synaptic Ras GTPase activating protein 1 homolog (rat),17,,intrinsic component of the cytoplasmic side of the plasma membrane,,,IBA,PTN000022879 ,J:161428 ,cytoplasmic side of plasma membrane
MGI:98662,Tec,tec protein tyrosine kinase,5,,extrinsic component of cytoplasmic side of plasma membrane,,,IBA,PTN000700357 ,J:161428 ,cytoplasmic side of plasma membrane
MGI:98732,Tgm3,"transglutaminase 3, E polypeptide",2,,extrinsic component of cytoplasmic side of plasma membrane,,,ISO,Q08188 ,J:164563 ,cytoplasmic side of plasma membrane
MGI:98735,Th,tyrosine hydroxylase,7,,cytoplasmic side of plasma membrane,,,ISO,P07101 ,J:164563 ,cytoplasmic side of plasma membrane
MGI:103306,Tiam1,T cell lymphoma invasion and metastasis 1,16,,extrinsic component of cytoplasmic side of plasma membrane,,,ISO,Q13009 ,J:164563 ,cytoplasmic side of plasma membrane
MGI:1930958,Tnk1,"tyrosine kinase, non-receptor, 1",11,,extrinsic component of cytoplasmic side of plasma membrane,,,IBA,PTN000700357 ,J:161428 ,cytoplasmic side of plasma membrane
MGI:1858308,Tnk2,"tyrosine kinase, non-receptor, 2",16,,extrinsic component of cytoplasmic side of plasma membrane,,,IBA,PTN000700357 ,J:161428 ,cytoplasmic side of plasma membrane
MGI:101835,Traf2,TNF receptor-associated factor 2,2,,cytoplasmic side of plasma membrane,,,IDA,,J:161997 ,cytoplasmic side of plasma membrane
MGI:108041,Traf3,TNF receptor-associated factor 3,12,,cytoplasmic side of plasma membrane,,,IDA,,J:161997 ,cytoplasmic side of plasma membrane
MGI:107548,Traf5,TNF receptor-associated factor 5,1,,cytoplasmic side of plasma membrane,,,IDA,,J:161997 ,cytoplasmic side of plasma membrane
MGI:108072,Traf6,TNF receptor-associated factor 6,2,,cytoplasmic side of plasma membrane,,,IDA,,J:161997 ,cytoplasmic side of plasma membrane
MGI:102960,Txk,TXK tyrosine kinase,5,,extrinsic component of cytoplasmic side of plasma membrane,,,IBA,PTN000700357 ,J:161428 ,cytoplasmic side of plasma membrane
MGI:1929470,Tyk2,tyrosine kinase 2,9,,extrinsic component of cytoplasmic side of plasma membrane,,,IBA,PTN000700357 ,J:161428 ,cytoplasmic side of plasma membrane
MGI:99147,Yes1,"YES proto-oncogene 1, Src family tyrosine kinase",5,,extrinsic component of cytoplasmic side of plasma membrane,,,IBA,PTN000700357 ,J:161428 ,cytoplasmic side of plasma membrane
MGI:99613,Zap70,zeta-chain (TCR) associated protein kinase,1,,extrinsic component of cytoplasmic side of plasma membrane,,,IBA,PTN000700357 ,J:161428 ,cytoplasmic side of plasma membrane
MGI:2443685,5830411N06Rik,RIKEN cDNA 5830411N06 gene,7,,external side of plasma membrane,is a part of gamma-delta T cell,,IDA,,J:137854 ,external side of plasma membrane
MGI:99607,Abca1,"ATP-binding cassette, sub-family A (ABC1), member 1",4,,external side of plasma membrane,,,IDA,,J:200990 ,external side of plasma membrane
MGI:107704,Abcg1,ATP binding cassette subfamily G member 1,17,,external side of plasma membrane,,,IDA,,J:150920 ,external side of plasma membrane
MGI:107704,Abcg1,ATP binding cassette subfamily G member 1,17,,external side of plasma membrane,,,ISO,P45844 ,J:164563 ,external side of plasma membrane
MGI:87874,Ace,angiotensin I converting enzyme (peptidyl-dipeptidase A) 1,11,,external side of plasma membrane,,,ISO,P12821 ,J:164563 ,external side of plasma membrane
MGI:87916,Ada,adenosine deaminase,2,,external side of plasma membrane,,,IBA,PTN000150944 ,J:161428 ,external side of plasma membrane
MGI:87916,Ada,adenosine deaminase,2,,external side of plasma membrane,,,ISO,P00813 ,J:164563 ,external side of plasma membrane
MGI:104731,Adam4,a disintegrin and metallopeptidase domain 4,12,,external side of plasma membrane,,,IDA,,J:149644 ,external side of plasma membrane
MGI:2676316,Adam6a,a disintegrin and metallopeptidase domain 6A,12,,external side of plasma membrane,,,IDA,,J:149644 ,external side of plasma membrane
MGI:105376,Adam9,a disintegrin and metallopeptidase domain 9 (meltrin gamma),8,,intrinsic component of external side of plasma membrane,,,IDA,,J:143698 ,external side of plasma membrane
MGI:105377,Adam19,a disintegrin and metallopeptidase domain 19 (meltrin beta),11,NOT,external side of plasma membrane,happens in fibroblast,,IDA,,J:109116 ,external side of plasma membrane
MGI:105984,Adam24,a disintegrin and metallopeptidase domain 24 (testase 1),8,,external side of plasma membrane,,,IDA,,J:149644 ,external side of plasma membrane
MGI:105985,Adam26a,a disintegrin and metallopeptidase domain 26A (testase 3),8,,external side of plasma membrane,,,IDA,,J:149644 ,external side of plasma membrane
MGI:2676326,Adam29,a disintegrin and metallopeptidase domain 29,8,,external side of plasma membrane,,,IDA,,J:149644 ,external side of plasma membrane
MGI:1918328,Adam30,a disintegrin and metallopeptidase domain 30,3,,external side of plasma membrane,,,IDA,,J:149644 ,external side of plasma membrane
MGI:1917943,Adgra3,adhesion G protein-coupled receptor A3,5,,external side of plasma membrane,"is a part of testis,is a part of stromal cell",,IDA,,J:126330 ,external side of plasma membrane
MGI:106912,Adgre1,adhesion G protein-coupled receptor E1,17,,external side of plasma membrane,,,IDA,,J:83995 J:86281 ,external side of plasma membrane
MGI:106912,Adgre1,adhesion G protein-coupled receptor E1,17,,external side of plasma membrane,"is a part of blood,is a part of blood cell",,IDA,,J:63425 ,external side of plasma membrane
MGI:106912,Adgre1,adhesion G protein-coupled receptor E1,17,,external side of plasma membrane,is a part of macrophage,,IDA,,J:89997 ,external side of plasma membrane
MGI:893592,Ager,advanced glycosylation end product-specific receptor,17,,external side of plasma membrane,,PR:Q62151-10,ISO,Q15109-10 ,J:73065 ,external side of plasma membrane
MGI:893592,Ager,advanced glycosylation end product-specific receptor,17,,external side of plasma membrane,,PR:Q62151-1,ISO,Q15109-1 ,J:73065 ,external side of plasma membrane
MGI:87984,Akp3,"alkaline phosphatase 3, intestine, not Mn requiring",1,,external side of plasma membrane,,,ISO,RGD:621650 ,J:155856 ,external side of plasma membrane
MGI:1313266,Alcam,activated leukocyte cell adhesion molecule,16,,external side of plasma membrane,"is a part of spleen,is a part of B cell|is a part of spleen,is a part of CD8-positive, alpha-beta T cell|is a part of spleen,is a part of CD4-positive, alpha-beta T cell",,IDA,,J:40942 ,external side of plasma membrane
MGI:1924018,Alpi,"alkaline phosphatase, intestinal",1,,external side of plasma membrane,,,ISO,RGD:2099 ,J:155856 ,external side of plasma membrane
MGI:108440,Amot,angiomotin,X,,external side of plasma membrane,,,ISO,Q4VCS5 ,J:73065 ,external side of plasma membrane
MGI:2142149,Ano1,"anoctamin 1, calcium activated chloride channel",7,,external side of plasma membrane,,,IDA,,J:196141 ,external side of plasma membrane
MGI:5000466,Anpep,alanyl (membrane) aminopeptidase,7,,external side of plasma membrane,,,IDA,,J:174203 ,external side of plasma membrane
MGI:1916788,Antxr1,anthrax toxin receptor 1,6,,external side of plasma membrane,,,ISO,Q9H6X2 ,J:170235 ,external side of plasma membrane
MGI:1919164,Antxr2,anthrax toxin receptor 2,5,,external side of plasma membrane,,,IDA,,J:197389 ,external side of plasma membrane
MGI:96819,Anxa1,annexin A1,19,,extrinsic component of external side of plasma membrane,,,ISO,P04083 ,J:164563 ,external side of plasma membrane
MGI:106008,Anxa5,annexin A5,3,,external side of plasma membrane,is a part of lens fiber,,IDA,,J:151537 ,external side of plasma membrane
MGI:106008,Anxa5,annexin A5,3,,external side of plasma membrane,,,IDA,,J:140498 J:155686 J:174697 ,external side of plasma membrane
MGI:88057,Apoe,apolipoprotein E,7,,extrinsic component of external side of plasma membrane,,,ISO,RGD:2138 ,J:155856 ,external side of plasma membrane
MGI:107387,Aqp4,aquaporin 4,18,,external side of plasma membrane,,,ISO,P55087 ,J:164563 ,external side of plasma membrane
MGI:88077,Arsa,arylsulfatase A,15,,extrinsic component of external side of plasma membrane,,,ISO,RGD:1310381 ,J:155856 ,external side of plasma membrane
MGI:107545,Art2b,ADP-ribosyltransferase 2b,7,,anchored component of external side of plasma membrane,,,IDA,,J:42560 ,external side of plasma membrane
MGI:1098567,Astn1,astrotactin 1,1,,external side of plasma membrane,,,IDA,,J:161514 ,external side of plasma membrane
MGI:1917745,Atp6ap2,"ATPase, H+ transporting, lysosomal accessory protein 2",X,,external side of plasma membrane,,,ISO,O75787 ,J:164563 ,external side of plasma membrane
MGI:88127,B2m,beta-2 microglobulin,2,,external side of plasma membrane,is a part of T cell,,IDA,,J:1767 ,external side of plasma membrane
MGI:95705,B4galt1,"UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 1",4,,external side of plasma membrane,,,ISO,P15291 ,J:164563 ,external side of plasma membrane
MGI:1338938,Bmpr1a,"bone morphogenetic protein receptor, type 1A",14,,external side of plasma membrane,,,ISO,P36894 ,J:164563 ,external side of plasma membrane
MGI:2658978,Btla,B and T lymphocyte associated,16,,external side of plasma membrane,is a part of lymphocyte,,IDA,,J:94873 ,external side of plasma membrane
MGI:88252,Calr,calreticulin,8,,external side of plasma membrane,is a part of egg cell,,IDA,,J:92195 ,external side of plasma membrane
MGI:1096574,Car4,carbonic anhydrase 4,11,,anchored component of external side of plasma membrane,,,ISO,P22748 ,J:164563 ,external side of plasma membrane
MGI:1346316,Ccl19,chemokine (C-C motif) ligand 19,4,,external side of plasma membrane,"is a part of spleen,is a part of T cell",,IDA,,J:141392 ,external side of plasma membrane
MGI:1349182,Ccl21b,chemokine (C-C motif) ligand 21B (leucine),4,,external side of plasma membrane,"is a part of spleen,is a part of T cell",,IDA,,J:141392 ,external side of plasma membrane
MGI:104618,Ccr1,chemokine (C-C motif) receptor 1,9,,external side of plasma membrane,,,ISO,P32246 ,J:164563 ,external side of plasma membrane
MGI:104618,Ccr1,chemokine (C-C motif) receptor 1,9,,external side of plasma membrane,,,ISO,RGD:708446 ,J:155856 ,external side of plasma membrane
MGI:106185,Ccr2,chemokine (C-C motif) receptor 2,9,,external side of plasma membrane,,,IDA,,J:197348 ,external side of plasma membrane
MGI:107824,Ccr4,chemokine (C-C motif) receptor 4,9,,external side of plasma membrane,"is a part of spleen,is a part of T cell",,IDA,,J:141392 ,external side of plasma membrane
MGI:107182,Ccr5,chemokine (C-C motif) receptor 5,9,,external side of plasma membrane,"is a part of spleen,is a part of T cell",,IDA,,J:141392 ,external side of plasma membrane
MGI:107182,Ccr5,chemokine (C-C motif) receptor 5,9,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell",,IDA,,J:118845 ,external side of plasma membrane
MGI:107182,Ccr5,chemokine (C-C motif) receptor 5,9,,external side of plasma membrane,,,IDA,,J:197348 ,external side of plasma membrane
MGI:107182,Ccr5,chemokine (C-C motif) receptor 5,9,,external side of plasma membrane,,,ISO,P51681 ,J:68942 J:164563 ,external side of plasma membrane
MGI:1333797,Ccr6,chemokine (C-C motif) receptor 6,17,,external side of plasma membrane,,,IDA,,J:190936 ,external side of plasma membrane
MGI:103011,Ccr7,chemokine (C-C motif) receptor 7,11,,external side of plasma membrane,"is a part of spleen,is a part of T cell",,IDA,,J:141392 ,external side of plasma membrane
MGI:107674,Cd1d1,CD1d1 antigen,3,,external side of plasma membrane,,,IDA,,J:39748 J:76976 J:86243 J:140498 ,external side of plasma membrane
MGI:107674,Cd1d1,CD1d1 antigen,3,,external side of plasma membrane,is a part of fibroblast,,IDA,,J:89707 ,external side of plasma membrane
MGI:107675,Cd1d2,CD1d2 antigen,3,,external side of plasma membrane,,,IDA,,J:76976 ,external side of plasma membrane
MGI:88320,Cd2,CD2 antigen,3,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell",,IDA,,J:17350 ,external side of plasma membrane
MGI:88320,Cd2,CD2 antigen,3,,external side of plasma membrane,is a part of T cell,,IDA,,J:142709 ,external side of plasma membrane
MGI:88320,Cd2,CD2 antigen,3,,external side of plasma membrane,,,ISO,P06729 ,J:172134 ,external side of plasma membrane
MGI:88332,Cd3e,"CD3 antigen, epsilon polypeptide",9,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell",,IDA,,J:17350 ,external side of plasma membrane
MGI:88332,Cd3e,"CD3 antigen, epsilon polypeptide",9,,external side of plasma membrane,is a part of leukocyte,,IDA,,J:163829 ,external side of plasma membrane
MGI:88332,Cd3e,"CD3 antigen, epsilon polypeptide",9,,external side of plasma membrane,,,IDA,,J:34311 J:143981 J:157744 J:189787 ,external side of plasma membrane
MGI:88332,Cd3e,"CD3 antigen, epsilon polypeptide",9,,external side of plasma membrane,"is a part of thymus,is a part of T cell",,IDA,,J:27768 ,external side of plasma membrane
MGI:88332,Cd3e,"CD3 antigen, epsilon polypeptide",9,,external side of plasma membrane,is a part of blood cell,,IDA,,J:163607 ,external side of plasma membrane
MGI:88332,Cd3e,"CD3 antigen, epsilon polypeptide",9,,external side of plasma membrane,is a part of T cell,,IDA,,J:33466 J:53400 J:92334 J:98326 ,external side of plasma membrane
MGI:88332,Cd3e,"CD3 antigen, epsilon polypeptide",9,,external side of plasma membrane,,,ISO,P07766 ,J:73065 J:145327 ,external side of plasma membrane
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,"is a part of thymus,is a part of CD8-positive, alpha-beta T cell|is a part of thymus,is a part of CD4-positive, alpha-beta T cell",,IDA,,J:92721 ,external side of plasma membrane
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,is a part of T cell,,IDA,,J:14194 J:39981 J:41170 J:53400 J:80063 J:92334 J:97996 J:152384 ,external side of plasma membrane
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,is a part of leukocyte,,IDA,,J:163829 ,external side of plasma membrane
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,"is a part of thymus,is a part of T cell|is a part of spleen,is a part of T cell",,IDA,,J:27768 J:31364 ,external side of plasma membrane
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,,,IDA,,J:30163 J:34311 J:35057 J:39748 J:60915 J:86758 J:96628 J:98417 J:103896 J:120804 J:132871 J:140498 J:141145 J:141392 J:155686 J:157744 J:160369 J:165738 J:172134 J:174697 J:177992 ,external side of plasma membrane
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,"is a part of CD4-positive, alpha-beta T cell|is a part of CD8-positive, alpha-beta T cell",,IDA,,J:113553 ,external side of plasma membrane
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,"is a part of blood,is a part of blood cell",,IDA,,J:63425 ,external side of plasma membrane
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,is a part of gamma-delta T cell,,IDA,,J:137854 ,external side of plasma membrane
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,"is a part of spleen,is a part of T cell|is a part of thymus,is a part of T cell",,IDA,,J:29797 ,external side of plasma membrane
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,"is a part of thymus,is a part of T cell",,IDA,,J:29796 ,external side of plasma membrane
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,is a part of neutrophil,,IDA,,J:149909 ,external side of plasma membrane
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,is a part of thymocyte,,IDA,,J:141431 ,external side of plasma membrane
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,,,ISO,RGD:2306 ,J:155856 ,external side of plasma membrane
MGI:88335,Cd4,CD4 antigen,6,,external side of plasma membrane,,,ISO,P01730 ,J:145327 ,external side of plasma membrane
MGI:88340,Cd5,CD5 antigen,19,,external side of plasma membrane,,,IDA,,J:25159 J:87927 J:120804 J:127719 J:189787 ,external side of plasma membrane
